Line#,Date,"Solar Radiation (S-LIB 21559981:22047692-1),W/m²,21559981","Temperature (S-THC 21559981:22071558-1),°C,21559981","Wind Speed (S-WCF 21559981:21952747-1),m/s,21559981","Gust Speed (S-WCF 21559981:21952747-2),m/s,21559981"
8181,25-08-10 09:40:00 -0500,ERROR,22.47,0.3,1.3
8182,25-08-10 09:45:00 -0500,ERROR,27.36,0.3,1.3
8183,25-08-10 09:50:00 -0500,ERROR,27.789,0.7,2.7
8184,25-08-10 09:55:00 -0500,ERROR,26.909,0.7,2.3
8185,25-08-10 10:00:00 -0500,ERROR,27.274,1,2.7
8186,25-08-10 10:05:00 -0500,ERROR,25.494,0.7,2.3
8187,25-08-10 10:10:00 -0500,ERROR,24.979,0.7,2.7
8188,25-08-10 10:15:00 -0500,ERROR,22.748,1.3,2.3
8189,25-08-10 10:20:00 -0500,ERROR,21.161,1.7,3.3
8190,25-08-10 10:25:00 -0500,ERROR,23.092,1,2.3
8191,25-08-10 10:30:00 -0500,ERROR,23.07,1,2.3
8192,25-08-10 10:35:00 -0500,ERROR,25.279,1,2
8193,25-08-10 10:40:00 -0500,ERROR,24.035,1.3,2.3
8194,25-08-10 10:45:00 -0500,ERROR,22.984,1.3,3
8195,25-08-10 10:50:00 -0500,ERROR,23.006,1.7,3.3
8196,25-08-10 10:55:00 -0500,ERROR,23.714,1.3,2.7
8197,25-08-10 11:00:00 -0500,ERROR,26.244,1,2.3
8198,25-08-10 11:05:00 -0500,ERROR,25.816,1,2
8199,25-08-10 11:10:00 -0500,ERROR,24.786,1.3,3
8200,25-08-10 11:15:00 -0500,ERROR,23.435,1.7,3.7
8201,25-08-10 11:20:00 -0500,ERROR,23.885,1,3
8202,25-08-10 11:25:00 -0500,ERROR,21.655,1.7,4.3
8203,25-08-10 11:30:00 -0500,ERROR,23.842,0.7,2
8204,25-08-10 11:35:00 -0500,ERROR,24.829,0.3,2
8205,25-08-10 11:40:00 -0500,ERROR,23.478,1,2.3
8206,25-08-10 11:45:00 -0500,ERROR,22.77,1.3,3.3
8207,25-08-10 11:50:00 -0500,ERROR,23.606,0.7,2
8208,25-08-10 11:55:00 -0500,ERROR,23.435,1,3
8209,25-08-10 12:00:00 -0500,ERROR,26.137,1.3,3.7
8210,25-08-10 12:05:00 -0500,ERROR,25.88,1.7,4.3
8211,25-08-10 12:10:00 -0500,ERROR,24.1,1.3,3.7
8212,25-08-10 12:15:00 -0500,ERROR,25.022,1,2.3
8213,25-08-10 12:20:00 -0500,ERROR,26.309,1,2.3
8214,25-08-10 12:25:00 -0500,ERROR,27.338,1,2.3
8215,25-08-10 12:30:00 -0500,ERROR,24.85,1.7,3
8216,25-08-10 12:35:00 -0500,ERROR,27.274,1,2.3
8217,25-08-10 12:40:00 -0500,ERROR,21.976,2,4.3
8218,25-08-10 12:45:00 -0500,ERROR,28.561,1.7,4
8219,25-08-10 12:50:00 -0500,ERROR,27.317,1,3
8220,25-08-10 12:55:00 -0500,ERROR,29.397,1,2.3
8221,25-08-10 13:00:00 -0500,ERROR,29.526,0.7,2.3
8222,25-08-10 13:05:00 -0500,ERROR,25.515,1.7,3.7
8223,25-08-10 13:10:00 -0500,ERROR,22.255,1.7,3.3
8224,25-08-10 13:15:00 -0500,ERROR,22.598,1.3,3.3
8225,25-08-10 13:20:00 -0500,ERROR,25.966,1,2.7
8226,25-08-10 13:25:00 -0500,ERROR,28.303,1.7,3.3
8227,25-08-10 13:30:00 -0500,ERROR,30.191,0.7,2.7
8228,25-08-10 13:35:00 -0500,ERROR,24.593,2,4
8229,25-08-10 13:40:00 -0500,ERROR,22.491,2.7,5
8230,25-08-10 13:45:00 -0500,ERROR,27.531,1,2.7
8231,25-08-10 13:50:00 -0500,ERROR,30.32,0.3,1.3
8232,25-08-10 13:55:00 -0500,ERROR,29.312,0.7,3.3
8233,25-08-10 14:00:00 -0500,ERROR,28.818,1.3,3.7
8234,25-08-10 14:05:00 -0500,ERROR,24.035,3,4.7
8235,25-08-10 14:10:00 -0500,ERROR,23.842,2.7,5
8236,25-08-10 14:15:00 -0500,ERROR,23.692,2,4.3
8237,25-08-10 14:20:00 -0500,ERROR,26.094,1.7,3
8238,25-08-10 14:25:00 -0500,ERROR,24.743,2.3,6
8239,25-08-10 14:30:00 -0500,ERROR,28.818,0.7,2
8240,25-08-10 14:35:00 -0500,ERROR,26.888,1.3,5.3
8241,25-08-10 14:40:00 -0500,ERROR,25.472,2.3,4
8242,25-08-10 14:45:00 -0500,ERROR,24.786,2.3,4.3
8243,25-08-10 14:50:00 -0500,ERROR,26.073,2.3,7
8244,25-08-10 14:55:00 -0500,ERROR,25.429,2.7,5.3
8245,25-08-10 15:00:00 -0500,ERROR,25.322,1,3
8246,25-08-10 15:05:00 -0500,ERROR,22.663,0.7,2
8247,25-08-10 15:10:00 -0500,ERROR,18.33,2.7,4.7
8248,25-08-10 15:15:00 -0500,ERROR,18.952,3,4.3
8249,25-08-10 15:20:00 -0500,ERROR,20.625,2,4
8250,25-08-10 15:25:00 -0500,ERROR,21.891,1.7,3.3
8251,25-08-10 15:30:00 -0500,ERROR,20.518,2.3,4
8252,25-08-10 15:35:00 -0500,ERROR,20.046,2.3,4.7
8253,25-08-10 15:40:00 -0500,ERROR,19.424,1.3,2.3
8254,25-08-10 15:45:00 -0500,ERROR,18.695,2.7,4.7
8255,25-08-10 15:50:00 -0500,ERROR,19.295,3,4
8256,25-08-10 15:55:00 -0500,ERROR,18.952,3.3,6.3
8257,25-08-10 16:00:00 -0500,ERROR,19.21,2.3,3.7
8258,25-08-10 16:05:00 -0500,ERROR,18.073,3,4.7
8259,25-08-10 16:10:00 -0500,ERROR,17.515,2.7,4.3
8260,25-08-10 16:15:00 -0500,ERROR,17.73,1.7,3
8261,25-08-10 16:20:00 -0500,ERROR,18.18,2,4
8262,25-08-10 16:25:00 -0500,ERROR,17.901,3,4.3
8263,25-08-10 16:30:00 -0500,ERROR,16.85,2.7,4.3
8264,25-08-10 16:35:00 -0500,ERROR,16.958,2,3
8265,25-08-10 16:40:00 -0500,ERROR,16.443,2.3,4
8266,25-08-10 16:45:00 -0500,ERROR,16.357,2,3.3
8267,25-08-10 16:50:00 -0500,ERROR,15.692,2,3.7
8268,25-08-10 16:55:00 -0500,ERROR,15.07,2.3,4
8269,25-08-10 17:00:00 -0500,ERROR,15.928,2,3
8270,25-08-10 17:05:00 -0500,ERROR,15.499,1.7,3.3
8271,25-08-10 17:10:00 -0500,ERROR,14.341,1.7,3.7
8272,25-08-10 17:15:00 -0500,ERROR,13.676,2.3,4
8273,25-08-10 17:20:00 -0500,ERROR,13.14,2,3.3
8274,25-08-10 17:25:00 -0500,ERROR,12.775,1.7,3.7
8275,25-08-10 17:30:00 -0500,ERROR,12.067,1.3,2.7
8276,25-08-10 17:35:00 -0500,ERROR,11.488,1,1.7
8277,25-08-10 17:40:00 -0500,ERROR,10.802,0.7,1.3
8278,25-08-10 17:45:00 -0500,ERROR,10.759,1,1.7
8279,25-08-10 17:50:00 -0500,ERROR,10.545,1,1.7
8280,25-08-10 17:55:00 -0500,ERROR,10.073,0.7,1
8281,25-08-10 18:00:00 -0500,ERROR,9.923,0.7,1.3
8282,25-08-10 18:05:00 -0500,ERROR,9.73,0.3,1
8283,25-08-10 18:10:00 -0500,ERROR,9.579,0,1
8284,25-08-10 18:15:00 -0500,ERROR,8.872,0,0
8285,25-08-10 18:20:00 -0500,ERROR,7.799,0,0
8286,25-08-10 18:25:00 -0500,ERROR,7.735,0,0
8287,25-08-10 18:30:00 -0500,ERROR,7.263,0,0
8288,25-08-10 18:35:00 -0500,ERROR,6.92,0,0
8289,25-08-10 18:40:00 -0500,ERROR,7.263,0,0
8290,25-08-10 18:45:00 -0500,ERROR,7.542,0,0
8291,25-08-10 18:50:00 -0500,ERROR,7.542,0,0
8292,25-08-10 18:55:00 -0500,ERROR,6.019,0,0
8293,25-08-10 19:00:00 -0500,ERROR,4.861,0,0.3
8294,25-08-10 19:05:00 -0500,ERROR,5.075,0,0.7
8295,25-08-10 19:10:00 -0500,ERROR,6.255,0,0.7
8296,25-08-10 19:15:00 -0500,ERROR,5.933,0,0.3
8297,25-08-10 19:20:00 -0500,ERROR,4.496,0,0
8298,25-08-10 19:25:00 -0500,ERROR,4.711,0,1
8299,25-08-10 19:30:00 -0500,ERROR,3.789,1.7,2.7
8300,25-08-10 19:35:00 -0500,ERROR,3.188,2,2.7
8301,25-08-10 19:40:00 -0500,ERROR,3.338,2,3
8302,25-08-10 19:45:00 -0500,ERROR,3.338,2,2.3
8303,25-08-10 19:50:00 -0500,ERROR,3.209,1.7,2.3
8304,25-08-10 19:55:00 -0500,ERROR,3.274,1.7,2.3
8305,25-08-10 20:00:00 -0500,ERROR,3.338,2,2.3
8306,25-08-10 20:05:00 -0500,ERROR,2.609,1.7,2.3
8307,25-08-10 20:10:00 -0500,ERROR,2.287,1.3,1.7
8308,25-08-10 20:15:00 -0500,ERROR,2.523,1,2
8309,25-08-10 20:20:00 -0500,ERROR,3.038,1.7,3
8310,25-08-10 20:25:00 -0500,ERROR,3.402,1.3,2
8311,25-08-10 20:30:00 -0500,ERROR,2.373,0,0.7
8312,25-08-10 20:35:00 -0500,ERROR,2.266,0.3,0.7
8313,25-08-10 20:40:00 -0500,ERROR,3.209,0.3,1
8314,25-08-10 20:45:00 -0500,ERROR,5.247,0.3,1
8315,25-08-10 20:50:00 -0500,ERROR,4.325,1,1.7
8316,25-08-10 20:55:00 -0500,ERROR,3.853,0,0.7
8317,25-08-10 21:00:00 -0500,ERROR,2.48,0,0
8318,25-08-10 21:05:00 -0500,ERROR,2.437,0,0
8319,25-08-10 21:10:00 -0500,ERROR,3.081,0,0.3
8320,25-08-10 21:15:00 -0500,ERROR,3.874,0,0
8321,25-08-10 21:20:00 -0500,ERROR,4.303,0,0.3
8322,25-08-10 21:25:00 -0500,ERROR,4.475,0,0
8323,25-08-10 21:30:00 -0500,ERROR,4.024,0,0
8324,25-08-10 21:35:00 -0500,ERROR,4.518,0.3,1
8325,25-08-10 21:40:00 -0500,ERROR,4.625,0,0.7
8326,25-08-10 21:45:00 -0500,ERROR,3.574,0,0.3
8327,25-08-10 21:50:00 -0500,ERROR,3.531,0.7,1.3
8328,25-08-10 21:55:00 -0500,ERROR,4.282,0.7,1.3
8329,25-08-10 22:00:00 -0500,ERROR,4.496,0.7,1
8330,25-08-10 22:05:00 -0500,ERROR,3.874,0,0.7
8331,25-08-10 22:10:00 -0500,ERROR,3.338,1,2
8332,25-08-10 22:15:00 -0500,ERROR,3.445,1.3,1.7
8333,25-08-10 22:20:00 -0500,ERROR,3.51,1.3,1.7
8334,25-08-10 22:25:00 -0500,ERROR,3.66,1,1.3
8335,25-08-10 22:30:00 -0500,ERROR,3.617,1,1.7
8336,25-08-10 22:35:00 -0500,ERROR,2.952,1,1.7
8337,25-08-10 22:40:00 -0500,ERROR,3.167,1.3,2
8338,25-08-10 22:45:00 -0500,ERROR,3.51,1.3,2.3
8339,25-08-10 22:50:00 -0500,ERROR,3.553,1.3,1.7
8340,25-08-10 22:55:00 -0500,ERROR,3.402,1.3,2
8341,25-08-10 23:00:00 -0500,ERROR,3.188,2,3
8342,25-08-10 23:05:00 -0500,ERROR,2.931,2,3
8343,25-08-10 23:10:00 -0500,ERROR,2.502,1.7,2.7
8344,25-08-10 23:15:00 -0500,ERROR,2.18,1.7,2.3
8345,25-08-10 23:20:00 -0500,ERROR,2.223,1.7,2.7
8346,25-08-10 23:25:00 -0500,ERROR,1.708,1,1.7
8347,25-08-10 23:30:00 -0500,ERROR,1.494,0.7,1.3
8348,25-08-10 23:35:00 -0500,ERROR,1.601,1,2
8349,25-08-10 23:40:00 -0500,ERROR,1.858,1.3,2
8350,25-08-10 23:45:00 -0500,ERROR,2.201,1.3,2
8351,25-08-10 23:50:00 -0500,ERROR,2.051,1,1.7
8352,25-08-10 23:55:00 -0500,ERROR,1.772,1,1.7
8353,25-08-11 00:00:00 -0500,ERROR,1.772,0.7,1.7
8354,25-08-11 00:05:00 -0500,ERROR,1.622,0,0
8355,25-08-11 00:10:00 -0500,ERROR,1.515,0,0
8356,25-08-11 00:15:00 -0500,ERROR,1.343,0,0
8357,25-08-11 00:20:00 -0500,ERROR,1,0,0
8358,25-08-11 00:25:00 -0500,ERROR,0.657,0,0
8359,25-08-11 00:30:00 -0500,ERROR,0.55,0,0
8360,25-08-11 00:35:00 -0500,ERROR,0.421,0,1.7
8361,25-08-11 00:40:00 -0500,ERROR,0.421,1.7,2.3
8362,25-08-11 00:45:00 -0500,ERROR,0.743,2,2.3
8363,25-08-11 00:50:00 -0500,ERROR,0.507,1.7,2.3
8364,25-08-11 00:55:00 -0500,ERROR,0.4,1.7,2.3
8365,25-08-11 01:00:00 -0500,ERROR,-0.329,0.7,1.3
8366,25-08-11 01:05:00 -0500,ERROR,-0.565,1,1.7
8367,25-08-11 01:10:00 -0500,ERROR,-0.866,0.3,1.7
8368,25-08-11 01:15:00 -0500,ERROR,-0.458,0.7,1.7
8369,25-08-11 01:20:00 -0500,ERROR,-0.201,1,1.3
8370,25-08-11 01:25:00 -0500,ERROR,-0.329,1,1.7
8371,25-08-11 01:30:00 -0500,ERROR,-0.48,1.3,2
8372,25-08-11 01:35:00 -0500,ERROR,-0.608,0.3,1
8373,25-08-11 01:40:00 -0500,ERROR,-0.501,0.3,1
8374,25-08-11 01:45:00 -0500,ERROR,-0.351,0.7,1
8375,25-08-11 01:50:00 -0500,ERROR,-0.158,0.7,1.3
8376,25-08-11 01:55:00 -0500,ERROR,0.121,1.3,1.7
8377,25-08-11 02:00:00 -0500,ERROR,-0.158,1,2
8378,25-08-11 02:05:00 -0500,ERROR,-0.866,1,1.3
8379,25-08-11 02:10:00 -0500,ERROR,-1.423,1,1.7
8380,25-08-11 02:15:00 -0500,ERROR,-1.767,1.3,2
8381,25-08-11 02:20:00 -0500,ERROR,-1.659,1.7,2.3
8382,25-08-11 02:25:00 -0500,ERROR,-1.938,1,2
8383,25-08-11 02:30:00 -0500,ERROR,-1.874,1,1.7
8384,25-08-11 02:35:00 -0500,ERROR,-1.659,1.3,1.7
8385,25-08-11 02:40:00 -0500,ERROR,-1.659,0.7,1.7
8386,25-08-11 02:45:00 -0500,ERROR,-2.453,0,0.3
8387,25-08-11 02:50:00 -0500,ERROR,-2.689,0.3,1
8388,25-08-11 02:55:00 -0500,ERROR,-2.56,1.3,1.7
8389,25-08-11 03:00:00 -0500,ERROR,-2.753,0.7,1.3
8390,25-08-11 03:05:00 -0500,ERROR,-2.431,0.7,1
8391,25-08-11 03:10:00 -0500,ERROR,-2.517,0,0.7
8392,25-08-11 03:15:00 -0500,ERROR,-2.41,0.3,1
8393,25-08-11 03:20:00 -0500,ERROR,-2.582,0,0.3
8394,25-08-11 03:25:00 -0500,ERROR,-2.496,1.3,2.3
8395,25-08-11 03:30:00 -0500,ERROR,-2.367,1.7,2.3
8396,25-08-11 03:35:00 -0500,ERROR,-2.131,1.3,2
8397,25-08-11 03:40:00 -0500,ERROR,-2.496,1.7,2.7
8398,25-08-11 03:45:00 -0500,ERROR,-2.131,1.3,2.3
8399,25-08-11 03:50:00 -0500,ERROR,-2.26,1.7,2.3
8400,25-08-11 03:55:00 -0500,ERROR,-2.624,1.7,3
8401,25-08-11 04:00:00 -0500,ERROR,-2.453,1,2
8402,25-08-11 04:05:00 -0500,ERROR,-2.367,1.3,2
8403,25-08-11 04:10:00 -0500,ERROR,-2.002,1.3,2
8404,25-08-11 04:15:00 -0500,ERROR,-1.488,1.7,2.3
8405,25-08-11 04:20:00 -0500,ERROR,-1.338,1.3,2
8406,25-08-11 04:25:00 -0500,ERROR,-1.166,1.3,2
8407,25-08-11 04:30:00 -0500,ERROR,-1.037,1,1.7
8408,25-08-11 04:35:00 -0500,ERROR,-0.973,1,1.7
8409,25-08-11 04:40:00 -0500,ERROR,-1.059,1,1.7
8410,25-08-11 04:45:00 -0500,ERROR,-1.187,0.7,1.7
8411,25-08-11 04:50:00 -0500,ERROR,-1.252,1,1.3
8412,25-08-11 04:55:00 -0500,ERROR,-1.338,0.7,1.7
8413,25-08-11 05:00:00 -0500,ERROR,-1.209,0.3,0.7
8414,25-08-11 05:05:00 -0500,ERROR,-0.844,0.3,1
8415,25-08-11 05:10:00 -0500,ERROR,-0.694,0.7,1.7
8416,25-08-11 05:15:00 -0500,ERROR,-0.565,0,0
8417,25-08-11 05:20:00 -0500,ERROR,-0.394,0,0
8418,25-08-11 05:25:00 -0500,ERROR,-0.265,0,0
8419,25-08-11 05:30:00 -0500,ERROR,-0.329,0,0
8420,25-08-11 05:35:00 -0500,ERROR,-0.222,0,0
8421,25-08-11 05:40:00 -0500,ERROR,-0.136,0,0
8422,25-08-11 05:45:00 -0500,ERROR,-0.115,0,0
8423,25-08-11 05:50:00 -0500,ERROR,-0.222,0,0
8424,25-08-11 05:55:00 -0500,ERROR,-0.287,0,0
8425,25-08-11 06:00:00 -0500,ERROR,-0.544,0,0
8426,25-08-11 06:05:00 -0500,ERROR,-0.63,0,0
8427,25-08-11 06:10:00 -0500,ERROR,-0.694,0,0
8428,25-08-11 06:15:00 -0500,ERROR,-0.544,0,0
8429,25-08-11 06:20:00 -0500,ERROR,-0.415,0,0
8430,25-08-11 06:25:00 -0500,ERROR,1.429,0,0
8431,25-08-11 06:30:00 -0500,ERROR,8.164,0,0
8432,25-08-11 06:35:00 -0500,ERROR,10.266,0,0
8433,25-08-11 06:40:00 -0500,ERROR,5.74,0,0.3
8434,25-08-11 06:45:00 -0500,ERROR,4.325,0,0
8435,25-08-11 06:50:00 -0500,ERROR,4.775,0,0
8436,25-08-11 06:55:00 -0500,ERROR,7.327,0,0
8437,25-08-11 07:00:00 -0500,ERROR,8.829,0,0
8438,25-08-11 07:05:00 -0500,ERROR,14.083,0,0.3
8439,25-08-11 07:10:00 -0500,ERROR,16.7,0,0.3
8440,25-08-11 07:15:00 -0500,ERROR,17.451,0,0
8441,25-08-11 07:20:00 -0500,ERROR,17.386,0,0
8442,25-08-11 07:25:00 -0500,ERROR,16.893,0,0
8443,25-08-11 07:30:00 -0500,ERROR,19.36,0,0
8444,25-08-11 07:35:00 -0500,ERROR,20.775,0,0
8445,25-08-11 07:40:00 -0500,ERROR,19.96,0,0
8446,25-08-11 07:45:00 -0500,ERROR,19.789,0,0
8447,25-08-11 07:50:00 -0500,ERROR,18.201,0.3,1
8448,25-08-11 07:55:00 -0500,ERROR,18.716,0.3,1.3
8449,25-08-11 08:00:00 -0500,ERROR,20.882,0.3,1
8450,25-08-11 08:05:00 -0500,ERROR,18.459,0.7,1.3
8451,25-08-11 08:10:00 -0500,ERROR,20.089,0.7,1.7
8452,25-08-11 08:15:00 -0500,ERROR,19.531,0.7,2.3
8453,25-08-11 08:20:00 -0500,ERROR,18.159,1.3,2.3
8454,25-08-11 08:25:00 -0500,ERROR,19.381,0.7,1.7
8455,25-08-11 08:30:00 -0500,ERROR,21.376,0.3,1.3
8456,25-08-11 08:35:00 -0500,ERROR,24.378,0.3,1
8457,25-08-11 08:40:00 -0500,ERROR,24.55,0.3,1
8458,25-08-11 08:45:00 -0500,ERROR,23.757,0.7,1.3
8459,25-08-11 08:50:00 -0500,ERROR,23.95,0.7,1.7
8460,25-08-11 08:55:00 -0500,ERROR,22.341,1,1.7
8461,25-08-11 09:00:00 -0500,ERROR,21.912,1,2.3
8462,25-08-11 09:05:00 -0500,ERROR,20.904,1,2
8463,25-08-11 09:10:00 -0500,ERROR,22.084,1,2
8464,25-08-11 09:15:00 -0500,ERROR,22.126,1.3,2.3
8465,25-08-11 09:20:00 -0500,ERROR,21.848,1.3,2.3
8466,25-08-11 09:25:00 -0500,ERROR,23.027,1,2
8467,25-08-11 09:30:00 -0500,ERROR,22.255,1.3,2.7
8468,25-08-11 09:35:00 -0500,ERROR,21.826,1.3,3
8469,25-08-11 09:40:00 -0500,ERROR,23.95,0.7,2
8470,25-08-11 09:45:00 -0500,ERROR,24.121,1,2
8471,25-08-11 09:50:00 -0500,ERROR,25.773,0.7,1.3
8472,25-08-11 09:55:00 -0500,ERROR,27.66,0.7,2
8473,25-08-11 10:00:00 -0500,ERROR,25.966,1.3,4.3
8474,25-08-11 10:05:00 -0500,ERROR,23.456,1.3,2.7
8475,25-08-11 10:10:00 -0500,ERROR,23.692,1,2
8476,25-08-11 10:15:00 -0500,ERROR,25.429,1,2.7
8477,25-08-11 10:20:00 -0500,ERROR,24.807,1.3,3.7
8478,25-08-11 10:25:00 -0500,ERROR,27.317,1,2.3
8479,25-08-11 10:30:00 -0500,ERROR,24.765,1.3,4.7
8480,25-08-11 10:35:00 -0500,ERROR,25.687,1.3,3.3
8481,25-08-11 10:40:00 -0500,ERROR,24.958,1.3,2.7
8482,25-08-11 10:45:00 -0500,ERROR,24.228,2.3,5.7
8483,25-08-11 10:50:00 -0500,ERROR,26.459,1.3,4
8484,25-08-11 10:55:00 -0500,ERROR,28.153,0.7,2
8485,25-08-11 11:00:00 -0500,ERROR,29.076,1,4
8486,25-08-11 11:05:00 -0500,ERROR,24.893,1.7,3.7
8487,25-08-11 11:10:00 -0500,ERROR,27.488,1,2
8488,25-08-11 11:15:00 -0500,ERROR,30.084,1,2.7
8489,25-08-11 11:20:00 -0500,ERROR,24.7,2,4.3
8490,25-08-11 11:25:00 -0500,ERROR,24.829,2,4
8491,25-08-11 11:30:00 -0500,ERROR,27.231,1,4
8492,25-08-11 11:35:00 -0500,ERROR,28.668,1,2.3
8493,25-08-11 11:40:00 -0500,ERROR,26.459,1.3,3.7
8494,25-08-11 11:45:00 -0500,ERROR,23.328,2.3,5
8495,25-08-11 11:50:00 -0500,ERROR,26.802,1,2.7
8496,25-08-11 11:55:00 -0500,ERROR,26.009,1.7,5.3
8497,25-08-11 12:00:00 -0500,ERROR,29.397,1.3,2.7
8498,25-08-11 12:05:00 -0500,ERROR,28.132,1,2.3
8499,25-08-11 12:10:00 -0500,ERROR,25.794,1.7,5
8500,25-08-11 12:15:00 -0500,ERROR,24.657,2.3,6.3
8501,25-08-11 12:20:00 -0500,ERROR,24.271,2.3,5.3
8502,25-08-11 12:25:00 -0500,ERROR,24.679,2.7,5.3
8503,25-08-11 12:30:00 -0500,ERROR,26.137,1.7,3.3
8504,25-08-11 12:35:00 -0500,ERROR,27.102,2,3.7
8505,25-08-11 12:40:00 -0500,ERROR,29.033,1.3,4.3
8506,25-08-11 12:45:00 -0500,ERROR,28.518,0.7,2
8507,25-08-11 12:50:00 -0500,ERROR,24.936,2.3,5.3
8508,25-08-11 12:55:00 -0500,ERROR,25.172,2.3,4.3
8509,25-08-11 13:00:00 -0500,ERROR,28.325,1,1.7
8510,25-08-11 13:05:00 -0500,ERROR,25.451,2,4
8511,25-08-11 13:10:00 -0500,ERROR,23.349,3.3,6
8512,25-08-11 13:15:00 -0500,ERROR,25.644,2,4
8513,25-08-11 13:20:00 -0500,ERROR,28.132,1,2.7
8514,25-08-11 13:25:00 -0500,ERROR,24.421,2.3,5.7
8515,25-08-11 13:30:00 -0500,ERROR,26.244,1.7,3.3
8516,25-08-11 13:35:00 -0500,ERROR,24.293,3,5.3
8517,25-08-11 13:40:00 -0500,ERROR,23.842,3.3,5.7
8518,25-08-11 13:45:00 -0500,ERROR,25.172,2.3,4.3
8519,25-08-11 13:50:00 -0500,ERROR,25.258,3,6.3
8520,25-08-11 13:55:00 -0500,ERROR,24.507,2.7,4.7
8521,25-08-11 14:00:00 -0500,ERROR,24.421,2.7,4.7
8522,25-08-11 14:05:00 -0500,ERROR,26.566,2,4.7
8523,25-08-11 14:10:00 -0500,ERROR,24.593,2.3,5
8524,25-08-11 14:15:00 -0500,ERROR,25.151,2,3.7
8525,25-08-11 14:20:00 -0500,ERROR,26.974,1.3,3.7
8526,25-08-11 14:25:00 -0500,ERROR,25.494,3,6
8527,25-08-11 14:30:00 -0500,ERROR,24.7,3,5.7
8528,25-08-11 14:35:00 -0500,ERROR,24.078,3,6
8529,25-08-11 14:40:00 -0500,ERROR,24.915,2.7,5
8530,25-08-11 14:45:00 -0500,ERROR,25,2.7,5
8531,25-08-11 14:50:00 -0500,ERROR,26.631,2.3,5
8532,25-08-11 14:55:00 -0500,ERROR,20.411,3.7,5.3
8533,25-08-11 15:00:00 -0500,ERROR,25.365,2.7,4.7
8534,25-08-11 15:05:00 -0500,ERROR,26.888,1,2.7
8535,25-08-11 15:10:00 -0500,ERROR,19.252,2,4.3
8536,25-08-11 15:15:00 -0500,ERROR,22.169,2.7,6
8537,25-08-11 15:20:00 -0500,ERROR,24.507,3.7,6.7
8538,25-08-11 15:25:00 -0500,ERROR,23.928,3.7,6.3
8539,25-08-11 15:30:00 -0500,ERROR,26.159,2.3,5.3
8540,25-08-11 15:35:00 -0500,ERROR,22.384,4,6.7
8541,25-08-11 15:40:00 -0500,ERROR,23.735,2.3,6
8542,25-08-11 15:45:00 -0500,ERROR,25.279,2,4
8543,25-08-11 15:50:00 -0500,ERROR,24.85,2.3,4
8544,25-08-11 15:55:00 -0500,ERROR,23.37,3.3,5.3
8545,25-08-11 16:00:00 -0500,ERROR,17.344,2.7,5.3
8546,25-08-11 16:05:00 -0500,ERROR,15.37,1.7,3.3
8547,25-08-11 16:10:00 -0500,ERROR,15.027,1.7,4.3
8548,25-08-11 16:15:00 -0500,ERROR,14.362,2,3.7
8549,25-08-11 16:20:00 -0500,ERROR,13.955,2.3,3.7
8550,25-08-11 16:25:00 -0500,ERROR,13.397,1,3
8551,25-08-11 16:30:00 -0500,ERROR,12.84,0.3,1.3
8552,25-08-11 16:35:00 -0500,ERROR,14.834,0.7,1
8553,25-08-11 16:40:00 -0500,ERROR,13.676,1.3,2.3
8554,25-08-11 16:45:00 -0500,ERROR,13.204,0.7,1.3
8555,25-08-11 16:50:00 -0500,ERROR,13.333,0.3,1
8556,25-08-11 16:55:00 -0500,ERROR,14.47,0.7,1.3
8557,25-08-11 17:00:00 -0500,ERROR,15.07,0.7,1
8558,25-08-11 17:05:00 -0500,ERROR,15.842,1,2
8559,25-08-11 17:10:00 -0500,ERROR,15.113,2,3.3
8560,25-08-11 17:15:00 -0500,ERROR,14.298,2,3.3
8561,25-08-11 17:20:00 -0500,ERROR,13.955,1,1.7
8562,25-08-11 17:25:00 -0500,ERROR,13.569,0.7,1.7
8563,25-08-11 17:30:00 -0500,ERROR,13.655,1.7,2.7
8564,25-08-11 17:35:00 -0500,ERROR,13.719,2,3.3
8565,25-08-11 17:40:00 -0500,ERROR,13.311,1,2
8566,25-08-11 17:45:00 -0500,ERROR,12.861,1.3,3.3
8567,25-08-11 17:50:00 -0500,ERROR,12.518,1,3
8568,25-08-11 17:55:00 -0500,ERROR,12.496,2.3,4
8569,25-08-11 18:00:00 -0500,ERROR,11.982,0.7,2.7
8570,25-08-11 18:05:00 -0500,ERROR,12.132,1.3,3.3
8571,25-08-11 18:10:00 -0500,ERROR,12.132,1.3,3.3
8572,25-08-11 18:15:00 -0500,ERROR,11.81,0.7,2.3
8573,25-08-11 18:20:00 -0500,ERROR,11.596,1.7,3.7
8574,25-08-11 18:25:00 -0500,ERROR,11.917,1.7,4.3
8575,25-08-11 18:30:00 -0500,ERROR,11.81,1.7,4
8576,25-08-11 18:35:00 -0500,ERROR,12.153,1.7,3.3
8577,25-08-11 18:40:00 -0500,ERROR,11.746,1,2.3
8578,25-08-11 18:45:00 -0500,ERROR,12.625,1.3,3.3
8579,25-08-11 18:50:00 -0500,ERROR,12.303,0.7,1.7
8580,25-08-11 18:55:00 -0500,ERROR,12.432,0.3,1.3
8581,25-08-11 19:00:00 -0500,ERROR,12.046,0.3,1
8582,25-08-11 19:05:00 -0500,ERROR,11.681,0.3,1.7
