Line#,Date,"Solar Radiation (S-LIB 21559981:22047692-1),W/m²,21559981","Temperature (S-THC 21559981:22071558-1),°C,21559981","Wind Speed (S-WCF 21559981:21952747-1),m/s,21559981","Gust Speed (S-WCF 21559981:21952747-2),m/s,21559981"
1,25-07-13 00:00:00 -0500,1,-4.769,1,1.3
2,25-07-13 00:05:00 -0500,1,-4.512,1.3,2
3,25-07-13 00:10:00 -0500,1,-4.061,1.3,2
4,25-07-13 00:15:00 -0500,1,-4.426,1.3,2
5,25-07-13 00:20:00 -0500,1,-4.898,1.3,2
6,25-07-13 00:25:00 -0500,1,-4.769,1.3,2
7,25-07-13 00:30:00 -0500,1,-4.962,1,1.3
8,25-07-13 00:35:00 -0500,1,-5.413,0.7,1.7
9,25-07-13 00:40:00 -0500,1,-5.863,0.7,1.3
10,25-07-13 00:45:00 -0500,1,-6.185,0.3,1
11,25-07-13 00:50:00 -0500,1,-5.927,1,1.7
12,25-07-13 00:55:00 -0500,1,-5.97,1,1.3
13,25-07-13 01:00:00 -0500,1,-5.842,1,1.7
14,25-07-13 01:05:00 -0500,1,-5.906,1.7,2.3
15,25-07-13 01:10:00 -0500,1,-5.563,1.3,2
16,25-07-13 01:15:00 -0500,1,-5.52,1.3,1.7
17,25-07-13 01:20:00 -0500,1,-6.035,1,1.7
18,25-07-13 01:25:00 -0500,1,-6.378,1,1.7
19,25-07-13 01:30:00 -0500,1,-6.635,1,1.7
20,25-07-13 01:35:00 -0500,1,-6.506,1,1.7
21,25-07-13 01:40:00 -0500,1,-6.614,1,1.3
22,25-07-13 01:45:00 -0500,1,-6.85,1,1.3
23,25-07-13 01:50:00 -0500,1,-6.764,1.3,2
24,25-07-13 01:55:00 -0500,1,-6.442,1.3,2
25,25-07-13 02:00:00 -0500,1,-6.506,1.3,2
26,25-07-13 02:05:00 -0500,1,-6.721,1.3,1.7
27,25-07-13 02:10:00 -0500,1,-6.893,1.3,1.7
28,25-07-13 02:15:00 -0500,1,-6.485,1.3,2
29,25-07-13 02:20:00 -0500,1,-6.571,1.3,2
30,25-07-13 02:25:00 -0500,1,-6.785,1,1.3
31,25-07-13 02:30:00 -0500,1,-7.021,0.7,1.3
32,25-07-13 02:35:00 -0500,1,-7.343,0.7,1
33,25-07-13 02:40:00 -0500,1,-7.45,0.7,1.3
34,25-07-13 02:45:00 -0500,1,-7.622,0.7,1.3
35,25-07-13 02:50:00 -0500,1,-7.493,1,1.7
36,25-07-13 02:55:00 -0500,1,-7.3,1.3,1.7
37,25-07-13 03:00:00 -0500,1,-7.429,1.3,1.7
38,25-07-13 03:05:00 -0500,1,-7.407,1.7,2
39,25-07-13 03:10:00 -0500,1,-7.472,1.3,2.3
40,25-07-13 03:15:00 -0500,1,-7.772,1.3,2
41,25-07-13 03:20:00 -0500,1,-7.793,1,2
42,25-07-13 03:25:00 -0500,1,-8.008,1.3,1.7
43,25-07-13 03:30:00 -0500,1,-8.158,1.3,1.7
44,25-07-13 03:35:00 -0500,1,-8.158,1.3,1.7
45,25-07-13 03:40:00 -0500,1,-8.265,1,1.3
46,25-07-13 03:45:00 -0500,1,-8.78,0.7,1.3
47,25-07-13 03:50:00 -0500,1,-8.501,1,1.3
48,25-07-13 03:55:00 -0500,1,-8.137,1.3,1.7
49,25-07-13 04:00:00 -0500,1,-8.201,0.7,1.3
50,25-07-13 04:05:00 -0500,1,-8.952,0,0
51,25-07-13 04:10:00 -0500,1,-8.351,0.7,1
52,25-07-13 04:15:00 -0500,1,-8.737,0.7,1.3
53,25-07-13 04:20:00 -0500,1,-8.372,1.3,1.7
54,25-07-13 04:25:00 -0500,1,-8.801,0.7,1.7
55,25-07-13 04:30:00 -0500,1,-8.694,1,1.3
56,25-07-13 04:35:00 -0500,1,-8.48,0.7,1.3
57,25-07-13 04:40:00 -0500,1,-9.016,0.7,1.3
58,25-07-13 04:45:00 -0500,1,-8.673,1.3,2
59,25-07-13 04:50:00 -0500,1,-8.501,1.3,2
60,25-07-13 04:55:00 -0500,1,-8.887,1,1.7
61,25-07-13 05:00:00 -0500,1,-8.801,1,1.7
62,25-07-13 05:05:00 -0500,1,-8.994,0.7,1.3
63,25-07-13 05:10:00 -0500,1,-8.973,1,1.3
64,25-07-13 05:15:00 -0500,1,-9.273,0.7,1.3
65,25-07-13 05:20:00 -0500,1,-9.209,1,1.3
66,25-07-13 05:25:00 -0500,1,-9.08,1.3,2
67,25-07-13 05:30:00 -0500,1,-9.08,1.3,1.7
68,25-07-13 05:35:00 -0500,1,-9.102,1,1.7
69,25-07-13 05:40:00 -0500,1,-9.295,0.7,1.3
70,25-07-13 05:45:00 -0500,1,-8.994,1,1.7
71,25-07-13 05:50:00 -0500,1,-9.145,1.3,1.7
72,25-07-13 05:55:00 -0500,1,-9.381,1,1.7
73,25-07-13 06:00:00 -0500,1,-9.488,1,1.7
74,25-07-13 06:05:00 -0500,2,-9.359,1,2
75,25-07-13 06:10:00 -0500,3,-9.23,1.3,2
76,25-07-13 06:15:00 -0500,6,-9.295,1.3,1.7
77,25-07-13 06:20:00 -0500,8,-9.016,1.3,2
78,25-07-13 06:25:00 -0500,12,-8.651,1.3,2
79,25-07-13 06:30:00 -0500,14,-8.565,1.3,1.7
80,25-07-13 06:35:00 -0500,38,-8.415,1,1.7
81,25-07-13 06:40:00 -0500,84,-5.949,1,1.7
82,25-07-13 06:45:00 -0500,103,-5.777,0.7,2
83,25-07-13 06:50:00 -0500,121,-2.174,1,2
84,25-07-13 06:55:00 -0500,137,1.536,1.3,2
85,25-07-13 07:00:00 -0500,153,4.153,1,1.7
86,25-07-13 07:05:00 -0500,169,5.032,1.3,2
87,25-07-13 07:10:00 -0500,187,6.963,1,1.3
88,25-07-13 07:15:00 -0500,203,7.821,1,1.7
89,25-07-13 07:20:00 -0500,219,9.858,0.3,1
90,25-07-13 07:25:00 -0500,237,9.322,0,0.7
91,25-07-13 07:30:00 -0500,254,9.15,0,0
92,25-07-13 07:35:00 -0500,272,10.352,0,0
93,25-07-13 07:40:00 -0500,288,10.352,0,0
94,25-07-13 07:45:00 -0500,306,12.754,0,0
95,25-07-13 07:50:00 -0500,323,14.083,0,0
96,25-07-13 07:55:00 -0500,339,14.234,0,0
97,25-07-13 08:00:00 -0500,356,14.877,0,0
98,25-07-13 08:05:00 -0500,372,14.663,0,0.3
99,25-07-13 08:10:00 -0500,388,17.301,0,0
100,25-07-13 08:15:00 -0500,404,16.7,0.3,1
101,25-07-13 08:20:00 -0500,419,18.502,0,0
102,25-07-13 08:25:00 -0500,434,18.845,0.3,1
103,25-07-13 08:30:00 -0500,451,19.767,0.3,0.7
104,25-07-13 08:35:00 -0500,466,19.21,0.3,1
105,25-07-13 08:40:00 -0500,479,21.419,0.3,1.7
106,25-07-13 08:45:00 -0500,494,23.542,0,1
107,25-07-13 08:50:00 -0500,508,24.314,0.7,1.7
108,25-07-13 08:55:00 -0500,522,24.035,0.3,1.7
109,25-07-13 09:00:00 -0500,536,21.419,0.7,2
110,25-07-13 09:05:00 -0500,548,21.419,0.3,1.3
111,25-07-13 09:10:00 -0500,562,23.177,0.3,1.3
112,25-07-13 09:15:00 -0500,573,22.92,0.3,1.7
113,25-07-13 09:20:00 -0500,587,26.309,0.3,1.3
114,25-07-13 09:25:00 -0500,597,25.794,0.3,1.3
115,25-07-13 09:30:00 -0500,607,23.542,0.7,1.7
116,25-07-13 09:35:00 -0500,619,24.593,0.7,2
117,25-07-13 09:40:00 -0500,631,25,0.3,2
118,25-07-13 09:45:00 -0500,641,24.722,0.3,1
119,25-07-13 09:50:00 -0500,651,21.676,0.7,2.3
120,25-07-13 09:55:00 -0500,662,23.885,0.3,1.7
121,25-07-13 10:00:00 -0500,669,22.834,0.7,1.7
122,25-07-13 10:05:00 -0500,676,22.298,0.7,1.7
123,25-07-13 10:10:00 -0500,686,21.633,1,2.3
124,25-07-13 10:15:00 -0500,693,25.601,0.3,1.7
125,25-07-13 10:20:00 -0500,699,28.561,0.7,2
126,25-07-13 10:25:00 -0500,703,28.925,0.3,1.3
127,25-07-13 10:30:00 -0500,712,28.196,0.3,1.7
128,25-07-13 10:35:00 -0500,718,25.451,0.7,2
129,25-07-13 10:40:00 -0500,517,23.971,1,2.7
130,25-07-13 10:45:00 -0500,731,25.022,0.7,2.3
131,25-07-13 10:50:00 -0500,736,23.842,1,3
132,25-07-13 10:55:00 -0500,738,23.778,1.3,3
133,25-07-13 11:00:00 -0500,741,22.341,2,3.7
134,25-07-13 11:05:00 -0500,746,26.523,0.7,2.3
135,25-07-13 11:10:00 -0500,749,24.357,1.3,2.3
136,25-07-13 11:15:00 -0500,749,24.357,1,2
137,25-07-13 11:20:00 -0500,754,25.387,1,2.3
138,25-07-13 11:25:00 -0500,754,25.816,1,2.7
139,25-07-13 11:30:00 -0500,754,24.722,1.3,3.3
140,25-07-13 11:35:00 -0500,756,26.502,0.7,2
141,25-07-13 11:40:00 -0500,754,25.515,0.7,2.7
142,25-07-13 11:45:00 -0500,756,26.652,0.7,2.3
143,25-07-13 11:50:00 -0500,753,29.354,0.3,1.7
144,25-07-13 11:55:00 -0500,754,29.033,0.3,1
145,25-07-13 12:00:00 -0500,749,27.703,1,3.7
146,25-07-13 12:05:00 -0500,748,30.212,0.7,2.7
147,25-07-13 12:10:00 -0500,746,30.127,1,2.3
148,25-07-13 12:15:00 -0500,743,31.371,0.7,1.7
149,25-07-13 12:20:00 -0500,738,30.727,1,3
150,25-07-13 12:25:00 -0500,736,28.175,1,2.7
151,25-07-13 12:30:00 -0500,731,27.917,1.3,3
152,25-07-13 12:35:00 -0500,726,26.352,1.7,3.7
153,25-07-13 12:40:00 -0500,718,26.137,2,3.3
154,25-07-13 12:45:00 -0500,716,28.496,0.7,2
155,25-07-13 12:50:00 -0500,709,28.025,0.7,2
156,25-07-13 12:55:00 -0500,704,29.011,0.7,2.3
157,25-07-13 13:00:00 -0500,692,26.974,2.3,3.7
158,25-07-13 13:05:00 -0500,691,28.261,1,2.3
159,25-07-13 13:10:00 -0500,683,27.81,1,2
160,25-07-13 13:15:00 -0500,674,28.539,1.3,3
161,25-07-13 13:20:00 -0500,672,27.017,0.7,2
162,25-07-13 13:25:00 -0500,681,25.108,1.3,3
163,25-07-13 13:30:00 -0500,659,25.73,1.7,4
164,25-07-13 13:35:00 -0500,648,28.561,0.7,2
165,25-07-13 13:40:00 -0500,642,26.909,0.7,3
166,25-07-13 13:45:00 -0500,638,25.279,1.3,4.3
167,25-07-13 13:50:00 -0500,639,25.537,1.7,2.7
168,25-07-13 13:55:00 -0500,634,25.966,1.3,3.3
169,25-07-13 14:00:00 -0500,606,24.657,1.7,3
170,25-07-13 14:05:00 -0500,543,27.274,1,2.7
171,25-07-13 14:10:00 -0500,601,26.202,1,3
172,25-07-13 14:15:00 -0500,572,26.266,1.3,3.3
173,25-07-13 14:20:00 -0500,564,25.472,1,2
174,25-07-13 14:25:00 -0500,562,27.274,1,2.3
175,25-07-13 14:30:00 -0500,553,27.96,0.7,2.3
176,25-07-13 14:35:00 -0500,523,27.059,1,1.7
177,25-07-13 14:40:00 -0500,504,28.368,0.7,1.7
178,25-07-13 14:45:00 -0500,497,29.333,0.7,2
179,25-07-13 14:50:00 -0500,479,29.633,0.7,2
180,25-07-13 14:55:00 -0500,463,28.754,0.3,1.3
181,25-07-13 15:00:00 -0500,456,25.622,1.3,3
182,25-07-13 15:05:00 -0500,446,24.572,2,4
183,25-07-13 15:10:00 -0500,419,23.349,2.7,4
184,25-07-13 15:15:00 -0500,397,24.164,2,3.7
185,25-07-13 15:20:00 -0500,379,24.85,2,4.3
186,25-07-13 15:25:00 -0500,363,25.794,1,2.7
187,25-07-13 15:30:00 -0500,344,27.317,0.7,2.3
188,25-07-13 15:35:00 -0500,329,29.934,0.7,2
189,25-07-13 15:40:00 -0500,309,30.598,1,2
190,25-07-13 15:45:00 -0500,294,27.66,0.7,1.7
191,25-07-13 15:50:00 -0500,277,25.558,0.7,2.7
192,25-07-13 15:55:00 -0500,263,23.435,1.3,2.3
193,25-07-13 16:00:00 -0500,246,22.684,1.7,4
194,25-07-13 16:05:00 -0500,229,23.757,1,2.7
195,25-07-13 16:10:00 -0500,213,24.486,0.7,2.3
196,25-07-13 16:15:00 -0500,196,24.614,0.7,2
197,25-07-13 16:20:00 -0500,184,23.585,1,2
198,25-07-13 16:25:00 -0500,169,22.341,1,3
199,25-07-13 16:30:00 -0500,154,22.92,0.7,2.3
200,25-07-13 16:35:00 -0500,123,22.148,0.7,1.7
201,25-07-13 16:40:00 -0500,122,21.805,0.7,2
202,25-07-13 16:45:00 -0500,104,21.976,0.3,1.3
203,25-07-13 16:50:00 -0500,88,21.998,0.3,1
204,25-07-13 16:55:00 -0500,76,20.925,0.3,1
205,25-07-13 17:00:00 -0500,63,20.11,0,0.7
206,25-07-13 17:05:00 -0500,46,18.802,0.3,1
207,25-07-13 17:10:00 -0500,33,15.971,0.3,0.7
208,25-07-13 17:15:00 -0500,27,13.59,0,0.7
209,25-07-13 17:20:00 -0500,21,13.161,0,0.7
210,25-07-13 17:25:00 -0500,14,12.818,0,0
211,25-07-13 17:30:00 -0500,8,12.175,0,0
212,25-07-13 17:35:00 -0500,3,10.781,0,0
213,25-07-13 17:40:00 -0500,1,10.437,0,0.7
214,25-07-13 17:45:00 -0500,1,11.016,0.7,1.3
215,25-07-13 17:50:00 -0500,1,10.609,0.3,1
216,25-07-13 17:55:00 -0500,1,9.73,0.7,1
217,25-07-13 18:00:00 -0500,1,8.357,0,0
218,25-07-13 18:05:00 -0500,1,7.949,0,0.3
219,25-07-13 18:10:00 -0500,1,8.421,0.3,0.7
220,25-07-13 18:15:00 -0500,1,7.971,0.3,1
221,25-07-13 18:20:00 -0500,1,7.799,0,0
222,25-07-13 18:25:00 -0500,1,7.478,0,0
223,25-07-13 18:30:00 -0500,1,6.577,0,0
224,25-07-13 18:35:00 -0500,1,7.306,0,1
225,25-07-13 18:40:00 -0500,1,7.263,0.7,1.3
226,25-07-13 18:45:00 -0500,1,5.826,0,0.7
227,25-07-13 18:50:00 -0500,1,5.783,0.3,2
228,25-07-13 18:55:00 -0500,1,4.839,1.3,2
229,25-07-13 19:00:00 -0500,1,4.132,0,0.7
230,25-07-13 19:05:00 -0500,1,4.067,1,1.3
231,25-07-13 19:10:00 -0500,1,3.574,0.3,1
232,25-07-13 19:15:00 -0500,1,2.888,0.7,1.3
233,25-07-13 19:20:00 -0500,1,2.03,0,0.7
234,25-07-13 19:25:00 -0500,1,2.244,0.3,1.3
235,25-07-13 19:30:00 -0500,1,2.459,0.3,1.3
236,25-07-13 19:35:00 -0500,1,3.853,0,0.3
237,25-07-13 19:40:00 -0500,1,4.175,0,0.7
238,25-07-13 19:45:00 -0500,1,4.046,0,0.3
239,25-07-13 19:50:00 -0500,1,3.96,0,0.7
240,25-07-13 19:55:00 -0500,1,3.209,0,0.7
241,25-07-13 20:00:00 -0500,1,2.759,0,0
242,25-07-13 20:05:00 -0500,1,3.209,0,0.7
243,25-07-13 20:10:00 -0500,1,2.802,0,1
244,25-07-13 20:15:00 -0500,1,1.794,0,0.7
245,25-07-13 20:20:00 -0500,1,1.858,0,0
246,25-07-13 20:25:00 -0500,1,1.687,0,0.7
247,25-07-13 20:30:00 -0500,1,1.215,0,0.3
248,25-07-13 20:35:00 -0500,1,1.815,0,0.7
249,25-07-13 20:40:00 -0500,1,1.343,0,0
250,25-07-13 20:45:00 -0500,1,0.164,0.7,2.3
251,25-07-13 20:50:00 -0500,1,-0.372,1.7,2
252,25-07-13 20:55:00 -0500,1,0.914,1.3,2
253,25-07-13 21:00:00 -0500,1,-0.094,1.3,2
254,25-07-13 21:05:00 -0500,1,-0.244,1.7,2.7
255,25-07-13 21:10:00 -0500,1,-0.994,2.3,3.3
256,25-07-13 21:15:00 -0500,1,-1.252,2.3,3
257,25-07-13 21:20:00 -0500,1,-1.316,2.3,3
258,25-07-13 21:25:00 -0500,1,-0.909,2.3,3
259,25-07-13 21:30:00 -0500,1,-0.544,2,3
260,25-07-13 21:35:00 -0500,1,-0.608,1.7,2
261,25-07-13 21:40:00 -0500,1,-0.78,1.3,2
262,25-07-13 21:45:00 -0500,1,-1.788,0,1.3
263,25-07-13 21:50:00 -0500,1,-2.131,0.7,1.3
264,25-07-13 21:55:00 -0500,1,-2.26,1,2
265,25-07-13 22:00:00 -0500,1,-1.874,1.3,2.3
266,25-07-13 22:05:00 -0500,1,-1.573,2,2.7
267,25-07-13 22:10:00 -0500,1,-1.831,2,2.7
268,25-07-13 22:15:00 -0500,1,-1.166,2.3,3.7
269,25-07-13 22:20:00 -0500,1,-1.852,2,3
270,25-07-13 22:25:00 -0500,1,-2.045,1.3,2.3
271,25-07-13 22:30:00 -0500,1,-1.638,1.7,2.3
272,25-07-13 22:35:00 -0500,1,-1.273,2,2.7
273,25-07-13 22:40:00 -0500,1,-0.844,2,2.7
274,25-07-13 22:45:00 -0500,1,-1.016,1.3,2.3
275,25-07-13 22:50:00 -0500,1,-1.166,1,1.3
276,25-07-13 22:55:00 -0500,1,-1.917,1.3,2
277,25-07-13 23:00:00 -0500,1,-1.659,1.3,2
278,25-07-13 23:05:00 -0500,1,-1.745,0.7,1.7
279,25-07-13 23:10:00 -0500,1,-2.431,0.3,1.3
280,25-07-13 23:15:00 -0500,1,-1.981,1.7,2
281,25-07-13 23:20:00 -0500,1,-1.595,1.7,2.3
282,25-07-13 23:25:00 -0500,1,-1.895,1,1.7
283,25-07-13 23:30:00 -0500,1,-2.41,0.3,1
284,25-07-13 23:35:00 -0500,1,-2.367,1,1.7
285,25-07-13 23:40:00 -0500,1,-2.474,0.7,1.3
286,25-07-13 23:45:00 -0500,1,-3.053,0.3,1.7
287,25-07-13 23:50:00 -0500,1,-3.118,0.7,1.3
288,25-07-13 23:55:00 -0500,1,-3.911,0.3,1.3
289,25-07-14 00:00:00 -0500,1,-3.697,1.3,2
290,25-07-14 00:05:00 -0500,1,-3.697,1.3,1.7
291,25-07-14 00:10:00 -0500,1,-4.362,0.7,1.3
292,25-07-14 00:15:00 -0500,1,-5.22,0.3,1
293,25-07-14 00:20:00 -0500,1,-5.37,0,1
294,25-07-14 00:25:00 -0500,1,-4.876,1,1.7
295,25-07-14 00:30:00 -0500,1,-4.683,1,1.3
296,25-07-14 00:35:00 -0500,1,-4.876,1.3,1.7
297,25-07-14 00:40:00 -0500,1,-4.769,1.3,1.7
298,25-07-14 00:45:00 -0500,1,-4.469,1.3,1.7
299,25-07-14 00:50:00 -0500,1,-5.134,0.3,1.3
300,25-07-14 00:55:00 -0500,1,-5.649,0,0.7
301,25-07-14 01:00:00 -0500,1,-5.756,0.3,1.3
302,25-07-14 01:05:00 -0500,1,-5.434,1.3,2
303,25-07-14 01:10:00 -0500,1,-5.541,1,2
304,25-07-14 01:15:00 -0500,1,-5.584,1.3,1.7
305,25-07-14 01:20:00 -0500,1,-5.649,1.3,2
306,25-07-14 01:25:00 -0500,1,-6.035,1,1.7
307,25-07-14 01:30:00 -0500,1,-5.799,1.3,2
308,25-07-14 01:35:00 -0500,1,-5.691,1,1.7
309,25-07-14 01:40:00 -0500,1,-5.649,0.7,1.3
310,25-07-14 01:45:00 -0500,1,-5.691,1.3,2
311,25-07-14 01:50:00 -0500,1,-6.185,1,1.7
312,25-07-14 01:55:00 -0500,1,-6.592,0.3,1.3
313,25-07-14 02:00:00 -0500,1,-6.764,0.3,1.3
314,25-07-14 02:05:00 -0500,1,-6.828,0.7,1.3
315,25-07-14 02:10:00 -0500,1,-6.764,1,1.7
316,25-07-14 02:15:00 -0500,1,-7.214,0.3,1.3
317,25-07-14 02:20:00 -0500,1,-6.807,1,1.7
318,25-07-14 02:25:00 -0500,1,-6.742,1,1.7
319,25-07-14 02:30:00 -0500,1,-7.171,1.3,1.7
320,25-07-14 02:35:00 -0500,1,-6.893,1,1.3
321,25-07-14 02:40:00 -0500,1,-6.807,1,1.7
322,25-07-14 02:45:00 -0500,1,-6.657,1,1.7
323,25-07-14 02:50:00 -0500,1,-6.764,0.7,1.3
324,25-07-14 02:55:00 -0500,1,-7.021,0.3,1.3
325,25-07-14 03:00:00 -0500,1,-7.043,1,2
326,25-07-14 03:05:00 -0500,1,-7.043,1.3,1.7
327,25-07-14 03:10:00 -0500,1,-6.807,1.3,2
328,25-07-14 03:15:00 -0500,1,-6.807,1.3,2
329,25-07-14 03:20:00 -0500,1,-7.021,0.7,1.3
330,25-07-14 03:25:00 -0500,1,-6.914,1,1.3
331,25-07-14 03:30:00 -0500,1,-7.193,0.7,1
332,25-07-14 03:35:00 -0500,1,-7.171,1,1.3
333,25-07-14 03:40:00 -0500,1,-7.171,0.7,1
334,25-07-14 03:45:00 -0500,1,-7.15,0.7,1
335,25-07-14 03:50:00 -0500,1,-7.407,1,1.7
336,25-07-14 03:55:00 -0500,1,-7.6,1,2
337,25-07-14 04:00:00 -0500,1,-7.579,1.3,1.7
338,25-07-14 04:05:00 -0500,1,-7.6,1,1.7
339,25-07-14 04:10:00 -0500,1,-7.965,0.7,1.3
340,25-07-14 04:15:00 -0500,1,-8.179,0.7,1.7
341,25-07-14 04:20:00 -0500,1,-8.008,1,1.7
342,25-07-14 04:25:00 -0500,1,-8.008,1,1.3
343,25-07-14 04:30:00 -0500,1,-7.922,1.3,1.7
344,25-07-14 04:35:00 -0500,1,-8.008,1.3,1.7
345,25-07-14 04:40:00 -0500,1,-8.179,1,1.7
346,25-07-14 04:45:00 -0500,1,-8.265,1,1.3
347,25-07-14 04:50:00 -0500,1,-8.179,1,1.3
348,25-07-14 04:55:00 -0500,1,-8.008,1,1.3
349,25-07-14 05:00:00 -0500,1,-8.201,0.3,1
350,25-07-14 05:05:00 -0500,1,-8.265,0.7,1.3
351,25-07-14 05:10:00 -0500,1,-8.051,1,1.7
352,25-07-14 05:15:00 -0500,1,-8.179,1.3,1.3
353,25-07-14 05:20:00 -0500,1,-8.565,1,1.3
354,25-07-14 05:25:00 -0500,1,-9.123,0.7,1.3
355,25-07-14 05:30:00 -0500,1,-9.381,0.7,1.3
356,25-07-14 05:35:00 -0500,1,-9.295,0.7,1
357,25-07-14 05:40:00 -0500,1,-9.252,0.7,1
358,25-07-14 05:45:00 -0500,1,-9.187,1,1.3
359,25-07-14 05:50:00 -0500,1,-8.801,1,1.3
360,25-07-14 05:55:00 -0500,1,-8.716,1,1.3
361,25-07-14 06:00:00 -0500,1,-9.187,0,0.7
362,25-07-14 06:05:00 -0500,2,-9.016,0.3,0.7
363,25-07-14 06:10:00 -0500,3,-8.716,0.7,1.3
364,25-07-14 06:15:00 -0500,6,-8.694,0.7,1.3
365,25-07-14 06:20:00 -0500,9,-8.544,1.3,1.7
366,25-07-14 06:25:00 -0500,12,-8.523,0.7,1.3
367,25-07-14 06:30:00 -0500,14,-8.651,0.3,1
368,25-07-14 06:35:00 -0500,38,-7.922,1,1.3
369,25-07-14 06:40:00 -0500,79,-5.391,1,2
370,25-07-14 06:45:00 -0500,98,-5.263,0.3,1
371,25-07-14 06:50:00 -0500,114,-2.539,0.7,1.3
372,25-07-14 06:55:00 -0500,131,2.416,0.7,1.7
373,25-07-14 07:00:00 -0500,147,3.982,0.7,1.3
374,25-07-14 07:05:00 -0500,164,5.676,0.7,1.3
375,25-07-14 07:10:00 -0500,181,6.148,1,2.3
376,25-07-14 07:15:00 -0500,198,6.555,1,2.3
377,25-07-14 07:20:00 -0500,214,7.928,1,1.7
378,25-07-14 07:25:00 -0500,229,8.829,1,1.7
379,25-07-14 07:30:00 -0500,247,9.365,0.7,1.3
380,25-07-14 07:35:00 -0500,264,10.287,0.3,1
381,25-07-14 07:40:00 -0500,281,12.282,0.3,0.7
382,25-07-14 07:45:00 -0500,298,13.011,0,0.7
383,25-07-14 07:50:00 -0500,316,13.762,0.3,1
384,25-07-14 07:55:00 -0500,332,16.057,0,0.3
385,25-07-14 08:00:00 -0500,349,13.955,0,0.7
386,25-07-14 08:05:00 -0500,366,16.271,0,0
387,25-07-14 08:10:00 -0500,382,16.7,0,0.3
388,25-07-14 08:15:00 -0500,398,18.759,0.3,2
389,25-07-14 08:20:00 -0500,416,20.861,0.3,1
390,25-07-14 08:25:00 -0500,431,18.695,0.3,2
391,25-07-14 08:30:00 -0500,446,19.531,0.3,1.7
392,25-07-14 08:35:00 -0500,461,20.368,0,1
393,25-07-14 08:40:00 -0500,476,20.882,0,1
394,25-07-14 08:45:00 -0500,489,22.92,0.3,1
395,25-07-14 08:50:00 -0500,504,21.076,0.3,1.3
396,25-07-14 08:55:00 -0500,517,22.362,0.3,1
397,25-07-14 09:00:00 -0500,532,21.912,0.3,1
398,25-07-14 09:05:00 -0500,543,21.655,0.7,2.3
399,25-07-14 09:10:00 -0500,557,23.757,0.3,3
400,25-07-14 09:15:00 -0500,569,22.984,0.3,1.3
401,25-07-14 09:20:00 -0500,581,24.25,0.7,1.7
402,25-07-14 09:25:00 -0500,594,25.494,0.7,2.3
403,25-07-14 09:30:00 -0500,604,26.266,0.3,2
404,25-07-14 09:35:00 -0500,616,23.349,1,2
405,25-07-14 09:40:00 -0500,624,23.499,0.7,1.7
406,25-07-14 09:45:00 -0500,634,27.21,0.7,2
407,25-07-14 09:50:00 -0500,644,27.424,0.7,2
408,25-07-14 09:55:00 -0500,656,24.421,1,2.7
409,25-07-14 10:00:00 -0500,666,24.915,0.7,2
410,25-07-14 10:05:00 -0500,673,25.108,0.7,2.3
411,25-07-14 10:10:00 -0500,682,25.537,0.3,1.3
412,25-07-14 10:15:00 -0500,689,26.03,0.7,1.7
413,25-07-14 10:20:00 -0500,694,26.545,0.7,1.7
414,25-07-14 10:25:00 -0500,704,27.96,1,4
415,25-07-14 10:30:00 -0500,709,26.33,0.7,1.7
416,25-07-14 10:35:00 -0500,717,28.432,0.3,1.7
417,25-07-14 10:40:00 -0500,551,23.606,1,2.3
418,25-07-14 10:45:00 -0500,724,22.384,1.3,3
419,25-07-14 10:50:00 -0500,732,24.529,1.3,3.3
420,25-07-14 10:55:00 -0500,737,23.392,1.3,2.7
421,25-07-14 11:00:00 -0500,742,26.437,0.7,3.7
422,25-07-14 11:05:00 -0500,744,25.429,1,3.3
423,25-07-14 11:10:00 -0500,748,25.108,1,4
424,25-07-14 11:15:00 -0500,752,23.478,1.7,3.3
425,25-07-14 11:20:00 -0500,754,25.966,1,3
426,25-07-14 11:25:00 -0500,756,24.743,1.3,4.3
427,25-07-14 11:30:00 -0500,757,24.958,1,3
428,25-07-14 11:35:00 -0500,756,24.636,1.3,3
429,25-07-14 11:40:00 -0500,754,26.631,1,2.7
430,25-07-14 11:45:00 -0500,753,30.942,0.3,2
431,25-07-14 11:50:00 -0500,753,29.462,1,3
432,25-07-14 11:55:00 -0500,748,28.475,1,2.3
433,25-07-14 12:00:00 -0500,749,28.454,1,2.7
434,25-07-14 12:05:00 -0500,747,28.132,2,4.3
435,25-07-14 12:10:00 -0500,748,28.11,0.7,2.7
436,25-07-14 12:15:00 -0500,743,29.976,1,2.7
437,25-07-14 12:20:00 -0500,737,26.502,1.3,3
438,25-07-14 12:25:00 -0500,733,24.507,1.7,4.3
439,25-07-14 12:30:00 -0500,728,23.585,2,3.3
440,25-07-14 12:35:00 -0500,722,24.807,1.3,3.3
441,25-07-14 12:40:00 -0500,719,26.051,1.3,4.3
442,25-07-14 12:45:00 -0500,716,28.175,1,2.3
443,25-07-14 12:50:00 -0500,708,29.955,1.3,2.7
444,25-07-14 12:55:00 -0500,706,33.172,0.3,2.3
445,25-07-14 13:00:00 -0500,699,27.982,1,2.7
446,25-07-14 13:05:00 -0500,691,28.518,1,3.3
447,25-07-14 13:10:00 -0500,683,29.74,1.7,3.3
448,25-07-14 13:15:00 -0500,674,28.153,0.7,2.3
