Line#,Date,"Solar Radiation (S-LIB 21559981:22047692-1),W/m²,21559981","Temperature (S-THC 21559981:22071558-1),°C,21559981"
1,25-08-20 00:00:00 -0500,ERROR,-4.791
2,25-08-20 00:05:00 -0500,ERROR,-4.984
3,25-08-20 00:10:00 -0500,ERROR,-4.769
4,25-08-20 00:15:00 -0500,ERROR,-4.812
5,25-08-20 00:20:00 -0500,ERROR,-5.134
6,25-08-20 00:25:00 -0500,ERROR,-5.305
7,25-08-20 00:30:00 -0500,ERROR,-5.563
8,25-08-20 00:35:00 -0500,ERROR,-5.627
9,25-08-20 00:40:00 -0500,ERROR,-5.627
10,25-08-20 00:45:00 -0500,ERROR,-5.413
11,25-08-20 00:50:00 -0500,ERROR,-5.777
12,25-08-20 00:55:00 -0500,ERROR,-5.906
13,25-08-20 01:00:00 -0500,ERROR,-6.442
14,25-08-20 01:05:00 -0500,ERROR,-5.906
15,25-08-20 01:10:00 -0500,ERROR,-7.279
16,25-08-20 01:15:00 -0500,ERROR,-6.871
17,25-08-20 01:20:00 -0500,ERROR,-6.7
18,25-08-20 01:25:00 -0500,ERROR,-6.614
19,25-08-20 01:30:00 -0500,ERROR,-6.614
20,25-08-20 01:35:00 -0500,ERROR,-6.292
21,25-08-20 01:40:00 -0500,ERROR,-6.185
22,25-08-20 01:45:00 -0500,ERROR,-6.893
23,25-08-20 01:50:00 -0500,ERROR,-7.193
24,25-08-20 01:55:00 -0500,ERROR,-7.836
25,25-08-20 02:00:00 -0500,ERROR,-7.879
26,25-08-20 02:05:00 -0500,ERROR,-7.686
27,25-08-20 02:10:00 -0500,ERROR,-7.729
28,25-08-20 02:15:00 -0500,ERROR,-7.815
29,25-08-20 02:20:00 -0500,ERROR,-8.115
30,25-08-20 02:25:00 -0500,ERROR,-8.137
31,25-08-20 02:30:00 -0500,ERROR,-7.793
32,25-08-20 02:35:00 -0500,ERROR,-7.686
33,25-08-20 02:40:00 -0500,ERROR,-7.836
34,25-08-20 02:45:00 -0500,ERROR,-7.665
35,25-08-20 02:50:00 -0500,ERROR,-7.579
36,25-08-20 02:55:00 -0500,ERROR,-7.515
37,25-08-20 03:00:00 -0500,ERROR,-7.879
38,25-08-20 03:05:00 -0500,ERROR,-8.072
39,25-08-20 03:10:00 -0500,ERROR,-8.029
40,25-08-20 03:15:00 -0500,ERROR,-8.094
41,25-08-20 03:20:00 -0500,ERROR,-8.415
42,25-08-20 03:25:00 -0500,ERROR,-8.63
43,25-08-20 03:30:00 -0500,ERROR,-8.544
44,25-08-20 03:35:00 -0500,ERROR,-8.372
45,25-08-20 03:40:00 -0500,ERROR,-8.523
46,25-08-20 03:45:00 -0500,ERROR,-8.63
47,25-08-20 03:50:00 -0500,ERROR,-8.952
48,25-08-20 03:55:00 -0500,ERROR,-9.187
49,25-08-20 04:00:00 -0500,ERROR,-9.509
50,25-08-20 04:05:00 -0500,ERROR,-9.659
51,25-08-20 04:10:00 -0500,ERROR,-10.045
52,25-08-20 04:15:00 -0500,ERROR,-9.745
53,25-08-20 04:20:00 -0500,ERROR,-9.745
54,25-08-20 04:25:00 -0500,ERROR,-9.316
55,25-08-20 04:30:00 -0500,ERROR,-9.659
56,25-08-20 04:35:00 -0500,ERROR,-9.702
57,25-08-20 04:40:00 -0500,ERROR,-9.316
58,25-08-20 04:45:00 -0500,ERROR,-9.23
59,25-08-20 04:50:00 -0500,ERROR,-9.423
60,25-08-20 04:55:00 -0500,ERROR,-9.187
61,25-08-20 05:00:00 -0500,ERROR,-9.445
62,25-08-20 05:05:00 -0500,ERROR,-9.295
63,25-08-20 05:10:00 -0500,ERROR,-9.252
64,25-08-20 05:15:00 -0500,ERROR,-9.187
65,25-08-20 05:20:00 -0500,ERROR,-9.166
66,25-08-20 05:25:00 -0500,ERROR,-9.102
67,25-08-20 05:30:00 -0500,ERROR,-9.509
68,25-08-20 05:35:00 -0500,ERROR,-9.767
69,25-08-20 05:40:00 -0500,ERROR,-9.767
70,25-08-20 05:45:00 -0500,ERROR,-9.488
71,25-08-20 05:50:00 -0500,ERROR,-9.574
72,25-08-20 05:55:00 -0500,ERROR,-9.917
73,25-08-20 06:00:00 -0500,ERROR,-10.367
74,25-08-20 06:05:00 -0500,ERROR,-9.767
75,25-08-20 06:10:00 -0500,ERROR,-9.252
76,25-08-20 06:15:00 -0500,ERROR,-9.166
77,25-08-20 06:20:00 -0500,ERROR,-8.544
78,25-08-20 06:25:00 -0500,ERROR,-3.311
79,25-08-20 06:30:00 -0500,ERROR,0.057
80,25-08-20 06:35:00 -0500,ERROR,1.88
81,25-08-20 06:40:00 -0500,ERROR,2.03
82,25-08-20 06:45:00 -0500,ERROR,7.07
83,25-08-20 06:50:00 -0500,ERROR,6.641
84,25-08-20 06:55:00 -0500,ERROR,6.92
85,25-08-20 07:00:00 -0500,ERROR,7.563
86,25-08-20 07:05:00 -0500,ERROR,6.77
87,25-08-20 07:10:00 -0500,ERROR,11.295
88,25-08-20 07:15:00 -0500,ERROR,9.344
89,25-08-20 07:20:00 -0500,ERROR,11.145
90,25-08-20 07:25:00 -0500,ERROR,13.483
91,25-08-20 07:30:00 -0500,ERROR,12.604
92,25-08-20 07:35:00 -0500,ERROR,12.732
93,25-08-20 07:40:00 -0500,ERROR,14.041
94,25-08-20 07:45:00 -0500,ERROR,13.998
95,25-08-20 07:50:00 -0500,ERROR,15.177
96,25-08-20 07:55:00 -0500,ERROR,17.408
97,25-08-20 08:00:00 -0500,ERROR,16.829
98,25-08-20 08:05:00 -0500,ERROR,15.928
99,25-08-20 08:10:00 -0500,ERROR,16.443
100,25-08-20 08:15:00 -0500,ERROR,17.73
101,25-08-20 08:20:00 -0500,ERROR,17.108
102,25-08-20 08:25:00 -0500,ERROR,17.065
103,25-08-20 08:30:00 -0500,ERROR,18.03
104,25-08-20 08:35:00 -0500,ERROR,17.987
105,25-08-20 08:40:00 -0500,ERROR,17.923
106,25-08-20 08:45:00 -0500,ERROR,18.823
107,25-08-20 08:50:00 -0500,ERROR,20.968
108,25-08-20 08:55:00 -0500,ERROR,20.818
109,25-08-20 09:00:00 -0500,ERROR,20.518
110,25-08-20 09:05:00 -0500,ERROR,21.397
111,25-08-20 09:10:00 -0500,ERROR,20.968
112,25-08-20 09:15:00 -0500,ERROR,22.427
113,25-08-20 09:20:00 -0500,ERROR,22.362
114,25-08-20 09:25:00 -0500,ERROR,24.786
115,25-08-20 09:30:00 -0500,ERROR,23.799
116,25-08-20 09:35:00 -0500,ERROR,23.907
117,25-08-20 09:40:00 -0500,ERROR,22.234
118,25-08-20 09:45:00 -0500,ERROR,23.821
119,25-08-20 09:50:00 -0500,ERROR,25.279
120,25-08-20 09:55:00 -0500,ERROR,24.078
121,25-08-20 10:05:00 -0500,846,25.258
122,25-08-20 10:10:00 -0500,222,24.271
123,25-08-20 10:15:00 -0500,833,16.743
124,25-08-20 10:20:00 -0500,848,16.121
125,25-08-20 10:25:00 -0500,837,16.55
126,25-08-20 10:30:00 -0500,857,20.925
127,25-08-20 10:35:00 -0500,862,22.405
128,25-08-20 10:40:00 -0500,868,23.478
129,25-08-20 10:45:00 -0500,874,25.258
130,25-08-20 10:50:00 -0500,926,25.408
131,25-08-20 10:55:00 -0500,916,24.314
132,25-08-20 11:00:00 -0500,914,23.864
133,25-08-20 11:05:00 -0500,929,26.459
134,25-08-20 11:10:00 -0500,934,27.231
135,25-08-20 11:15:00 -0500,969,24.893
136,25-08-20 11:20:00 -0500,957,24.25
137,25-08-20 11:25:00 -0500,947,23.842
138,25-08-20 11:30:00 -0500,948,24.593
139,25-08-20 11:35:00 -0500,954,23.671
140,25-08-20 11:40:00 -0500,952,24.636
141,25-08-20 11:45:00 -0500,953,23.478
142,25-08-20 11:50:00 -0500,949,23.478
143,25-08-20 11:55:00 -0500,948,23.714
144,25-08-20 12:00:00 -0500,949,23.435
145,25-08-20 12:05:00 -0500,958,24.979
146,25-08-20 12:10:00 -0500,951,24.915
147,25-08-20 12:15:00 -0500,953,22.77
148,25-08-20 12:20:00 -0500,953,24.807
149,25-08-20 12:25:00 -0500,944,24.765
150,25-08-20 12:30:00 -0500,944,23.542
151,25-08-20 12:35:00 -0500,941,24.765
152,25-08-20 12:40:00 -0500,946,24.507
153,25-08-20 12:45:00 -0500,157,26.352
154,25-08-20 12:50:00 -0500,976,27.403
155,25-08-20 12:55:00 -0500,973,26.395
156,25-08-20 13:00:00 -0500,951,25.151
157,25-08-20 13:05:00 -0500,976,24.443
158,25-08-20 13:10:00 -0500,926,23.821
159,25-08-20 13:15:00 -0500,897,24.078
160,25-08-20 13:20:00 -0500,899,25.301
161,25-08-20 13:25:00 -0500,187,19.724
162,25-08-20 13:30:00 -0500,898,22.941
163,25-08-20 13:35:00 -0500,836,23.113
164,25-08-20 13:40:00 -0500,829,22.598
165,25-08-20 13:45:00 -0500,817,22.62
166,25-08-20 13:50:00 -0500,804,22.62
167,25-08-20 13:55:00 -0500,801,21.504
168,25-08-20 14:00:00 -0500,788,21.805
169,25-08-20 14:05:00 -0500,819,21.998
170,25-08-20 14:10:00 -0500,163,17.172
171,25-08-20 14:15:00 -0500,166,18.63
172,25-08-20 14:20:00 -0500,748,22.706
173,25-08-20 14:25:00 -0500,766,22.834
174,25-08-20 14:30:00 -0500,731,23.542
175,25-08-20 14:35:00 -0500,204,24.271
176,25-08-20 14:40:00 -0500,186,16.893
177,25-08-20 14:45:00 -0500,237,17.236
178,25-08-20 14:50:00 -0500,753,19.252
179,25-08-20 14:55:00 -0500,683,20.132
180,25-08-20 15:00:00 -0500,671,24.164
181,25-08-20 15:05:00 -0500,642,24.657
182,25-08-20 15:10:00 -0500,607,21.676
183,25-08-20 15:15:00 -0500,568,21.59
184,25-08-20 15:20:00 -0500,571,23.263
185,25-08-20 15:25:00 -0500,519,21.44
186,25-08-20 15:30:00 -0500,497,22.148
187,25-08-20 15:35:00 -0500,486,22.513
188,25-08-20 15:40:00 -0500,468,23.027
189,25-08-20 15:45:00 -0500,436,22.899
190,25-08-20 15:50:00 -0500,414,22.255
191,25-08-20 15:55:00 -0500,394,20.196
192,25-08-20 16:00:00 -0500,376,20.732
193,25-08-20 16:05:00 -0500,364,20.668
194,25-08-20 16:10:00 -0500,323,20.303
195,25-08-20 16:15:00 -0500,298,20.11
196,25-08-20 16:20:00 -0500,72,19.596
197,25-08-20 16:25:00 -0500,256,19.188
198,25-08-20 16:30:00 -0500,238,19.832
199,25-08-20 16:35:00 -0500,36,14.212
200,25-08-20 16:40:00 -0500,196,17.773
201,25-08-20 16:45:00 -0500,184,18.759
202,25-08-20 16:50:00 -0500,161,18.201
203,25-08-20 16:55:00 -0500,24,13.633
204,25-08-20 17:00:00 -0500,22,14.705
205,25-08-20 17:05:00 -0500,21,12.84
206,25-08-20 17:10:00 -0500,17,12.089
207,25-08-20 17:15:00 -0500,14,11.703
208,25-08-20 17:20:00 -0500,14,11.295
209,25-08-20 17:25:00 -0500,14,11.445
210,25-08-20 17:30:00 -0500,12,11.939
211,25-08-20 17:35:00 -0500,7,11.896
212,25-08-20 17:40:00 -0500,2,11.831
213,25-08-20 17:45:00 -0500,1,11.874
214,25-08-20 17:50:00 -0500,1,12.067
215,25-08-20 17:55:00 -0500,1,11.746
216,25-08-20 18:00:00 -0500,1,11.724
217,25-08-20 18:05:00 -0500,1,11.66
218,25-08-20 18:10:00 -0500,1,10.759
219,25-08-20 18:15:00 -0500,1,10.759
220,25-08-20 18:20:00 -0500,1,10.223
221,25-08-20 18:25:00 -0500,1,9.344
222,25-08-20 18:30:00 -0500,1,9.429
223,25-08-20 18:35:00 -0500,1,9.129
224,25-08-20 18:40:00 -0500,1,8.507
225,25-08-20 18:45:00 -0500,1,8.035
226,25-08-20 18:50:00 -0500,1,7.563
227,25-08-20 18:55:00 -0500,1,7.413
228,25-08-20 19:00:00 -0500,1,6.77
229,25-08-20 19:05:00 -0500,1,6.877
230,25-08-20 19:10:00 -0500,1,7.542
231,25-08-20 19:15:00 -0500,1,7.242
232,25-08-20 19:20:00 -0500,1,7.992
233,25-08-20 19:25:00 -0500,1,7.606
234,25-08-20 19:30:00 -0500,1,7.649
235,25-08-20 19:35:00 -0500,1,7.177
236,25-08-20 19:40:00 -0500,1,6.984
237,25-08-20 19:45:00 -0500,1,8.185
238,25-08-20 19:50:00 -0500,1,8.142
239,25-08-20 19:55:00 -0500,1,8.55
240,25-08-20 20:00:00 -0500,1,8.271
241,25-08-20 20:05:00 -0500,1,8.636
242,25-08-20 20:10:00 -0500,1,8.528
243,25-08-20 20:15:00 -0500,1,8.014
244,25-08-20 20:20:00 -0500,1,7.907
245,25-08-20 20:25:00 -0500,1,7.606
246,25-08-20 20:30:00 -0500,1,7.628
247,25-08-20 20:35:00 -0500,1,7.628
248,25-08-20 20:40:00 -0500,1,7.606
249,25-08-20 20:45:00 -0500,1,6.834
250,25-08-20 20:50:00 -0500,1,6.877
251,25-08-20 20:55:00 -0500,1,6.663
252,25-08-20 21:00:00 -0500,1,5.654
253,25-08-20 21:05:00 -0500,1,6.083
254,25-08-20 21:10:00 -0500,1,6.212
255,25-08-20 21:15:00 -0500,1,5.783
256,25-08-20 21:20:00 -0500,1,5.483
257,25-08-20 21:25:00 -0500,1,5.14
258,25-08-20 21:30:00 -0500,1,5.376
259,25-08-20 21:35:00 -0500,1,4.132
260,25-08-20 21:40:00 -0500,1,3.789
261,25-08-20 21:45:00 -0500,1,4.003
262,25-08-20 21:50:00 -0500,1,3.81
263,25-08-20 21:55:00 -0500,1,4.775
264,25-08-20 22:00:00 -0500,1,3.831
265,25-08-20 22:05:00 -0500,1,3.36
266,25-08-20 22:10:00 -0500,1,3.36
267,25-08-20 22:15:00 -0500,1,2.223
268,25-08-20 22:20:00 -0500,1,2.309
269,25-08-20 22:25:00 -0500,1,2.33
270,25-08-20 22:30:00 -0500,1,2.566
271,25-08-20 22:35:00 -0500,1,2.437
272,25-08-20 22:40:00 -0500,1,2.33
273,25-08-20 22:45:00 -0500,1,1.408
274,25-08-20 22:50:00 -0500,1,1.129
275,25-08-20 22:55:00 -0500,1,1.108
276,25-08-20 23:00:00 -0500,1,0.807
277,25-08-20 23:05:00 -0500,1,0.292
278,25-08-20 23:10:00 -0500,1,0.893
279,25-08-20 23:15:00 -0500,1,0.4
280,25-08-20 23:20:00 -0500,1,0.486
281,25-08-20 23:25:00 -0500,1,0.936
282,25-08-20 23:30:00 -0500,1,1.837
283,25-08-20 23:35:00 -0500,1,1.494
284,25-08-20 23:40:00 -0500,1,1.622
285,25-08-20 23:45:00 -0500,1,0.528
286,25-08-20 23:50:00 -0500,1,0.099
287,25-08-20 23:55:00 -0500,1,0.078
288,25-08-21 00:00:00 -0500,1,0.057
289,25-08-21 00:05:00 -0500,1,0.292
290,25-08-21 00:10:00 -0500,1,-0.372
291,25-08-21 00:15:00 -0500,1,-0.651
292,25-08-21 00:20:00 -0500,1,-0.587
293,25-08-21 00:25:00 -0500,1,0.228
294,25-08-21 00:30:00 -0500,1,-0.094
295,25-08-21 00:35:00 -0500,1,-0.072
296,25-08-21 00:40:00 -0500,1,0.078
297,25-08-21 00:45:00 -0500,1,-1.338
298,25-08-21 00:50:00 -0500,1,-1.852
299,25-08-21 00:55:00 -0500,1,-1.638
300,25-08-21 01:00:00 -0500,1,-1.681
301,25-08-21 01:05:00 -0500,1,-1.595
302,25-08-21 01:10:00 -0500,1,-1.145
303,25-08-21 01:15:00 -0500,1,-1.338
304,25-08-21 01:20:00 -0500,1,-0.694
305,25-08-21 01:25:00 -0500,1,-0.93
306,25-08-21 01:30:00 -0500,1,-1.445
307,25-08-21 01:35:00 -0500,1,-1.38
308,25-08-21 01:40:00 -0500,1,-1.531
309,25-08-21 01:45:00 -0500,1,-2.474
310,25-08-21 01:50:00 -0500,1,-1.96
311,25-08-21 01:55:00 -0500,1,-2.002
312,25-08-21 02:00:00 -0500,1,-1.659
313,25-08-21 02:05:00 -0500,1,-1.659
314,25-08-21 02:10:00 -0500,1,-1.659
315,25-08-21 02:15:00 -0500,1,-1.338
316,25-08-21 02:20:00 -0500,1,-0.887
317,25-08-21 02:25:00 -0500,1,-0.587
318,25-08-21 02:30:00 -0500,1,-0.394
319,25-08-21 02:35:00 -0500,1,-0.415
320,25-08-21 02:40:00 -0500,1,-0.115
321,25-08-21 02:45:00 -0500,1,0.057
322,25-08-21 02:50:00 -0500,1,-0.158
323,25-08-21 02:55:00 -0500,1,0.228
324,25-08-21 03:00:00 -0500,1,0.271
325,25-08-21 03:05:00 -0500,1,0.486
326,25-08-21 03:10:00 -0500,1,0.957
327,25-08-21 03:15:00 -0500,1,0.936
328,25-08-21 03:20:00 -0500,1,1.558
329,25-08-21 03:25:00 -0500,1,1.579
330,25-08-21 03:30:00 -0500,1,2.373
331,25-08-21 03:35:00 -0500,1,2.137
332,25-08-21 03:40:00 -0500,1,1.687
333,25-08-21 03:45:00 -0500,1,1.73
334,25-08-21 03:50:00 -0500,1,3.209
335,25-08-21 03:55:00 -0500,1,3.445
336,25-08-21 04:00:00 -0500,1,3.381
337,25-08-21 04:05:00 -0500,1,3.295
338,25-08-21 04:10:00 -0500,1,2.566
339,25-08-21 04:15:00 -0500,1,1.987
340,25-08-21 04:20:00 -0500,1,1.944
341,25-08-21 04:25:00 -0500,1,1.622
342,25-08-21 04:30:00 -0500,1,1.772
343,25-08-21 04:35:00 -0500,1,2.051
344,25-08-21 04:40:00 -0500,1,2.545
345,25-08-21 04:45:00 -0500,1,2.609
346,25-08-21 04:50:00 -0500,1,2.437
347,25-08-21 04:55:00 -0500,1,2.502
348,25-08-21 05:00:00 -0500,1,2.695
349,25-08-21 05:05:00 -0500,1,2.845
350,25-08-21 05:10:00 -0500,1,2.459
351,25-08-21 05:15:00 -0500,1,2.48
352,25-08-21 05:20:00 -0500,1,2.673
353,25-08-21 05:25:00 -0500,1,2.502
354,25-08-21 05:30:00 -0500,1,2.609
355,25-08-21 05:35:00 -0500,1,2.158
356,25-08-21 05:40:00 -0500,1,1.837
357,25-08-21 05:45:00 -0500,1,1.494
358,25-08-21 05:50:00 -0500,1,1
359,25-08-21 05:55:00 -0500,2,0.421
360,25-08-21 06:00:00 -0500,4,0.764
361,25-08-21 06:05:00 -0500,7,0.614
362,25-08-21 06:10:00 -0500,9,0.55
363,25-08-21 06:15:00 -0500,12,0.357
364,25-08-21 06:20:00 -0500,14,0.099
365,25-08-21 06:25:00 -0500,17,0.421
366,25-08-21 06:30:00 -0500,21,0.679
367,25-08-21 06:35:00 -0500,138,0.936
368,25-08-21 06:40:00 -0500,147,3.295
369,25-08-21 06:45:00 -0500,164,5.226
370,25-08-21 06:50:00 -0500,184,6.126
371,25-08-21 06:55:00 -0500,202,5.397
372,25-08-21 07:00:00 -0500,221,5.697
373,25-08-21 07:05:00 -0500,239,6.212
374,25-08-21 07:10:00 -0500,259,6.877
375,25-08-21 07:15:00 -0500,281,7.821
376,25-08-21 07:20:00 -0500,301,8.614
377,25-08-21 07:25:00 -0500,322,9.408
378,25-08-21 07:30:00 -0500,343,10.394
379,25-08-21 07:35:00 -0500,362,12.282
380,25-08-21 07:40:00 -0500,383,13.397
381,25-08-21 07:45:00 -0500,407,14.362
382,25-08-21 07:50:00 -0500,434,14.126
383,25-08-21 07:55:00 -0500,458,15.092
384,25-08-21 08:00:00 -0500,476,14.791
385,25-08-21 08:05:00 -0500,491,15.778
386,25-08-21 08:10:00 -0500,524,14.384
387,25-08-21 08:15:00 -0500,519,14.727
388,25-08-21 08:20:00 -0500,533,15.499
389,25-08-21 08:25:00 -0500,557,17.966
390,25-08-21 08:30:00 -0500,559,16.807
391,25-08-21 08:35:00 -0500,594,17.151
392,25-08-21 08:40:00 -0500,538,18.03
393,25-08-21 08:45:00 -0500,708,17.494
394,25-08-21 08:50:00 -0500,698,17.258
395,25-08-21 08:55:00 -0500,679,18.287
396,25-08-21 09:00:00 -0500,694,18.094
397,25-08-21 09:05:00 -0500,774,21.14
398,25-08-21 09:10:00 -0500,828,21.419
399,25-08-21 09:15:00 -0500,838,23.37
400,25-08-21 09:20:00 -0500,849,23.714
401,25-08-21 09:25:00 -0500,228,24.035
402,25-08-21 09:30:00 -0500,244,17.537
403,25-08-21 09:35:00 -0500,841,20.925
404,25-08-21 09:40:00 -0500,671,20.303
405,25-08-21 09:45:00 -0500,167,17.88
406,25-08-21 09:50:00 -0500,727,17.751
407,25-08-21 09:55:00 -0500,889,20.99
408,25-08-21 10:00:00 -0500,922,23.349
409,25-08-21 10:05:00 -0500,649,21.076
410,25-08-21 10:10:00 -0500,994,18.609
411,25-08-21 10:15:00 -0500,936,18.909
412,25-08-21 10:20:00 -0500,954,17.944
413,25-08-21 10:25:00 -0500,924,16.421
414,25-08-21 10:30:00 -0500,938,18.03
415,25-08-21 10:35:00 -0500,173,14.92
416,25-08-21 10:40:00 -0500,937,17.687
417,25-08-21 10:45:00 -0500,"1,046",19.445
418,25-08-21 10:50:00 -0500,401,21.311
419,25-08-21 10:55:00 -0500,"1,089",23.563
420,25-08-21 11:00:00 -0500,"1,081",24.464
421,25-08-21 11:05:00 -0500,"1,003",25.558
422,25-08-21 11:10:00 -0500,"1,043",23.585
423,25-08-21 11:15:00 -0500,"1,083",24.958
424,25-08-21 11:20:00 -0500,"1,173",18.201
425,25-08-21 11:25:00 -0500,226,16.529
426,25-08-21 11:30:00 -0500,697,25.365
427,25-08-21 11:35:00 -0500,"1,149",20.925
428,25-08-21 11:40:00 -0500,"1,168",24.035
429,25-08-21 11:45:00 -0500,184,20.582
430,25-08-21 11:50:00 -0500,186,18.695
431,25-08-21 11:55:00 -0500,"1,022",22.555
432,25-08-21 12:00:00 -0500,"1,116",25.365
433,25-08-21 12:05:00 -0500,"1,116",24.915
434,25-08-21 12:10:00 -0500,257,20.325
435,25-08-21 12:15:00 -0500,293,16.357
436,25-08-21 12:20:00 -0500,"1,083",24.614
437,25-08-21 12:25:00 -0500,"1,103",21.011
438,25-08-21 12:30:00 -0500,"1,061",26.395
439,25-08-21 12:35:00 -0500,406,25.215
440,25-08-21 12:40:00 -0500,"1,179",23.95
441,25-08-21 12:45:00 -0500,"1,128",23.864
442,25-08-21 12:50:00 -0500,"1,169",21.462
443,25-08-21 12:55:00 -0500,268,19.853
444,25-08-21 13:00:00 -0500,269,18.395
445,25-08-21 13:05:00 -0500,574,23.263
446,25-08-21 13:10:00 -0500,311,21.762
447,25-08-21 13:15:00 -0500,251,20.475
448,25-08-21 13:20:00 -0500,264,18.695
449,25-08-21 13:25:00 -0500,448,21.076
450,25-08-21 13:30:00 -0500,"1,084",25.987
451,25-08-21 13:35:00 -0500,276,24.593
452,25-08-21 13:40:00 -0500,"1,032",20.11
453,25-08-21 13:45:00 -0500,241,17.966
454,25-08-21 13:50:00 -0500,304,21.805
455,25-08-21 13:55:00 -0500,269,17.601
456,25-08-21 14:00:00 -0500,436,18.395
457,25-08-21 14:05:00 -0500,981,23.177
458,25-08-21 14:10:00 -0500,301,20.689
459,25-08-21 14:15:00 -0500,972,22.748
460,25-08-21 14:20:00 -0500,908,24.958
461,25-08-21 14:25:00 -0500,216,18.909
462,25-08-21 14:30:00 -0500,293,21.998
463,25-08-21 14:35:00 -0500,694,22.555
464,25-08-21 14:40:00 -0500,367,22.062
465,25-08-21 14:45:00 -0500,196,17.837
466,25-08-21 14:50:00 -0500,163,16.786
467,25-08-21 14:55:00 -0500,149,15.756
468,25-08-21 15:00:00 -0500,354,16.958
469,25-08-21 15:05:00 -0500,334,24.121
470,25-08-21 15:10:00 -0500,122,16.164
471,25-08-21 15:15:00 -0500,626,18.781
472,25-08-21 15:20:00 -0500,652,23.907
473,25-08-21 15:25:00 -0500,133,19.66
474,25-08-21 15:30:00 -0500,441,16.979
475,25-08-21 15:35:00 -0500,519,22.534
476,25-08-21 15:40:00 -0500,479,23.135
477,25-08-21 15:45:00 -0500,467,22.513
478,25-08-21 15:50:00 -0500,428,22.126
479,25-08-21 15:55:00 -0500,66,19.81
480,25-08-21 16:00:00 -0500,63,14.899
481,25-08-21 16:05:00 -0500,386,19.017
482,25-08-21 16:10:00 -0500,367,21.354
483,25-08-21 16:15:00 -0500,339,21.462
484,25-08-21 16:20:00 -0500,314,20.26
485,25-08-21 16:25:00 -0500,289,20.003
486,25-08-21 16:30:00 -0500,261,19.767
487,25-08-21 16:35:00 -0500,241,20.089
488,25-08-21 16:40:00 -0500,211,19.145
489,25-08-21 16:45:00 -0500,189,18.395
490,25-08-21 16:50:00 -0500,168,18.266
491,25-08-21 16:55:00 -0500,146,17.708
492,25-08-21 17:00:00 -0500,127,17.837
493,25-08-21 17:05:00 -0500,28,15.842
494,25-08-21 17:10:00 -0500,21,12.732
495,25-08-21 17:15:00 -0500,16,12.303
496,25-08-21 17:20:00 -0500,13,11.982
497,25-08-21 17:25:00 -0500,11,11.381
498,25-08-21 17:30:00 -0500,9,10.781
499,25-08-21 17:35:00 -0500,7,10.759
500,25-08-21 17:40:00 -0500,3,10.244
501,25-08-21 17:45:00 -0500,1,9.901
502,25-08-21 17:50:00 -0500,1,9.751
503,25-08-21 17:55:00 -0500,1,9.837
504,25-08-21 18:00:00 -0500,1,9.558
505,25-08-21 18:05:00 -0500,1,9.408
506,25-08-21 18:10:00 -0500,1,9.108
507,25-08-21 18:15:00 -0500,1,8.743
508,25-08-21 18:20:00 -0500,1,8.679
509,25-08-21 18:25:00 -0500,1,8.679
510,25-08-21 18:30:00 -0500,1,8.486
511,25-08-21 18:35:00 -0500,1,7.949
512,25-08-21 18:40:00 -0500,1,7.156
513,25-08-21 18:45:00 -0500,1,7.563
514,25-08-21 18:50:00 -0500,1,7.52
515,25-08-21 18:55:00 -0500,1,7.799
516,25-08-21 19:00:00 -0500,1,7.435
517,25-08-21 19:05:00 -0500,1,6.276
518,25-08-21 19:10:00 -0500,1,6.148
519,25-08-21 19:15:00 -0500,1,5.075
520,25-08-21 19:20:00 -0500,1,5.14
521,25-08-21 19:25:00 -0500,1,5.762
522,25-08-21 19:30:00 -0500,1,5.762
523,25-08-21 19:35:00 -0500,1,5.676
524,25-08-21 19:40:00 -0500,1,5.397
525,25-08-21 19:45:00 -0500,1,5.204
526,25-08-21 19:50:00 -0500,1,5.869
527,25-08-21 19:55:00 -0500,1,6.212
528,25-08-21 20:00:00 -0500,1,6.491
529,25-08-21 20:05:00 -0500,1,6.92
530,25-08-21 20:10:00 -0500,1,7.585
531,25-08-21 20:15:00 -0500,1,7.735
532,25-08-21 20:20:00 -0500,1,7.413
533,25-08-21 20:25:00 -0500,1,7.413
534,25-08-21 20:30:00 -0500,1,6.834
535,25-08-21 20:35:00 -0500,1,6.813
536,25-08-21 20:40:00 -0500,1,6.663
537,25-08-21 20:45:00 -0500,1,6.319
538,25-08-21 20:50:00 -0500,1,6.212
539,25-08-21 20:55:00 -0500,1,5.998
540,25-08-21 21:00:00 -0500,1,5.633
541,25-08-21 21:05:00 -0500,1,5.89
542,25-08-21 21:10:00 -0500,1,5.333
543,25-08-21 21:15:00 -0500,1,4.067
544,25-08-21 21:20:00 -0500,1,3.531
545,25-08-21 21:25:00 -0500,1,3.295
546,25-08-21 21:30:00 -0500,1,4.175
547,25-08-21 21:35:00 -0500,1,4.453
548,25-08-21 21:40:00 -0500,1,4.561
549,25-08-21 21:45:00 -0500,1,4.689
550,25-08-21 21:50:00 -0500,1,4.711
551,25-08-21 21:55:00 -0500,1,5.097
552,25-08-21 22:00:00 -0500,1,4.925
553,25-08-21 22:05:00 -0500,1,3.188
554,25-08-21 22:10:00 -0500,1,3.424
555,25-08-21 22:15:00 -0500,1,3.424
556,25-08-21 22:20:00 -0500,1,3.595
557,25-08-21 22:25:00 -0500,1,3.488
558,25-08-21 22:30:00 -0500,1,3.338
