"Line#","Date","Temperature (S-THC 21559981:22071558-1),°C,21559981"
"6072","25-07-11 08:50:00 -0500","21.226"
"6073","25-07-11 08:55:00 -0500","20.732"
"6074","25-07-11 09:00:00 -0500","21.054"
"6075","25-07-11 09:05:00 -0500","22.77"
"6076","25-07-11 09:10:00 -0500","22.598"
"6077","25-07-11 09:15:00 -0500","22.47"
"6078","25-07-11 09:20:00 -0500","20.797"
"6079","25-07-11 09:25:00 -0500","20.346"
"6080","25-07-11 09:30:00 -0500","21.805"
"6081","25-07-11 09:35:00 -0500","23.585"
"6082","25-07-11 09:40:00 -0500","22.641"
"6083","25-07-11 09:45:00 -0500","23.027"
"6084","25-07-11 09:50:00 -0500","22.748"
"6085","25-07-11 09:55:00 -0500","22.255"
"6086","25-07-11 10:00:00 -0500","23.306"
"6087","25-07-11 10:05:00 -0500","25.322"
"6088","25-07-11 10:10:00 -0500","24.872"
"6089","25-07-11 10:15:00 -0500","23.757"
"6090","25-07-11 10:20:00 -0500","25.944"
"6091","25-07-11 10:25:00 -0500","24.765"
"6092","25-07-11 10:30:00 -0500","24.035"
"6093","25-07-11 10:35:00 -0500","27.124"
"6094","25-07-11 10:40:00 -0500","21.891"
"6095","25-07-11 10:45:00 -0500","22.534"
"6096","25-07-11 10:50:00 -0500","22.212"
"6097","25-07-11 10:55:00 -0500","23.285"
"6098","25-07-11 11:00:00 -0500","22.448"
"6099","25-07-11 11:05:00 -0500","22.834"
"6100","25-07-11 11:10:00 -0500","22.427"
"6101","25-07-11 11:15:00 -0500","21.933"
"6102","25-07-11 11:20:00 -0500","21.826"
"6103","25-07-11 11:25:00 -0500","23.864"
"6104","25-07-11 11:30:00 -0500","23.95"
"6105","25-07-11 11:35:00 -0500","25"
"6106","25-07-11 11:40:00 -0500","25.687"
"6107","25-07-11 11:45:00 -0500","24.743"
"6108","25-07-11 11:50:00 -0500","25.451"
"6109","25-07-11 11:55:00 -0500","25.043"
"6110","25-07-11 12:00:00 -0500","23.456"
"6111","25-07-11 12:05:00 -0500","25.537"
"6112","25-07-11 12:10:00 -0500","23.714"
"6113","25-07-11 12:15:00 -0500","22.963"
"6114","25-07-11 12:20:00 -0500","22.341"
"6115","25-07-11 12:25:00 -0500","24.121"
"6116","25-07-11 12:30:00 -0500","23.199"
"6117","25-07-11 12:35:00 -0500","23.842"
"6118","25-07-11 12:40:00 -0500","23.692"
"6119","25-07-11 12:45:00 -0500","24.829"
"6120","25-07-11 12:50:00 -0500","24.25"
"6121","25-07-11 12:55:00 -0500","24.185"
"6122","25-07-11 13:00:00 -0500","24.378"
"6123","25-07-11 13:05:00 -0500","27.746"
"6124","25-07-11 13:10:00 -0500","26.395"
"6125","25-07-11 13:15:00 -0500","23.542"
"6126","25-07-11 13:20:00 -0500","26.395"
"6127","25-07-11 13:25:00 -0500","25.472"
"6128","25-07-11 13:30:00 -0500","26.009"
"6129","25-07-11 13:35:00 -0500","24.636"
"6130","25-07-11 13:40:00 -0500","24.872"
"6131","25-07-11 13:45:00 -0500","26.395"
"6132","25-07-11 13:50:00 -0500","26.459"
"6133","25-07-11 13:55:00 -0500","26.437"
"6134","25-07-11 14:00:00 -0500","24.893"
"6135","25-07-11 14:05:00 -0500","28.218"
"6136","25-07-11 14:10:00 -0500","25.408"
"6137","25-07-11 14:15:00 -0500","27.746"
"6138","25-07-11 14:20:00 -0500","26.845"
"6139","25-07-11 14:25:00 -0500","25.387"
"6140","25-07-11 14:30:00 -0500","25.472"
"6141","25-07-11 14:35:00 -0500","24.829"
"6142","25-07-11 14:40:00 -0500","25.194"
"6143","25-07-11 14:45:00 -0500","31.649"
"6144","25-07-11 14:50:00 -0500","27.253"
"6145","25-07-11 14:55:00 -0500","26.523"
"6146","25-07-11 15:00:00 -0500","27.188"
"6147","25-07-11 15:05:00 -0500","31.371"
"6148","25-07-11 15:10:00 -0500","31.113"
"6149","25-07-11 15:15:00 -0500","28.132"
"6150","25-07-11 15:20:00 -0500","25.537"
"6151","25-07-11 15:25:00 -0500","25.022"
"6152","25-07-11 15:30:00 -0500","25.172"
"6153","25-07-11 15:35:00 -0500","29.762"
"6154","25-07-11 15:40:00 -0500","28.861"
"6155","25-07-11 15:45:00 -0500","26.03"
"6156","25-07-11 15:50:00 -0500","25.515"
"6157","25-07-11 15:55:00 -0500","24.314"
"6158","25-07-11 16:00:00 -0500","25.022"
"6159","25-07-11 16:05:00 -0500","25.043"
"6160","25-07-11 16:10:00 -0500","24.743"
"6161","25-07-11 16:15:00 -0500","23.735"
"6162","25-07-11 16:20:00 -0500","23.714"
"6163","25-07-11 16:25:00 -0500","23.435"
"6164","25-07-11 16:30:00 -0500","25.408"
"6165","25-07-11 16:35:00 -0500","24.057"
"6166","25-07-11 16:40:00 -0500","22.941"
"6167","25-07-11 16:45:00 -0500","22.513"
"6168","25-07-11 16:50:00 -0500","21.204"
"6169","25-07-11 16:55:00 -0500","20.475"
"6170","25-07-11 17:00:00 -0500","19.36"
"6171","25-07-11 17:05:00 -0500","17.794"
"6172","25-07-11 17:10:00 -0500","14.577"
"6173","25-07-11 17:15:00 -0500","12.518"
"6174","25-07-11 17:20:00 -0500","11.81"
"6175","25-07-11 17:25:00 -0500","9.236"
"6176","25-07-11 17:30:00 -0500","8.893"
"6177","25-07-11 17:35:00 -0500","8.421"
"6178","25-07-11 17:40:00 -0500","8.743"
"6179","25-07-11 17:45:00 -0500","7.499"
"6180","25-07-11 17:50:00 -0500","6.105"
"6181","25-07-11 17:55:00 -0500","5.097"
"6182","25-07-11 18:00:00 -0500","4.582"
"6183","25-07-11 18:05:00 -0500","5.612"
"6184","25-07-11 18:10:00 -0500","5.118"
"6185","25-07-11 18:15:00 -0500","4.689"
"6186","25-07-11 18:20:00 -0500","4.775"
"6187","25-07-11 18:25:00 -0500","4.024"
"6188","25-07-11 18:30:00 -0500","2.995"
"6189","25-07-11 18:35:00 -0500","2.845"
"6190","25-07-11 18:40:00 -0500","3.167"
"6191","25-07-11 18:45:00 -0500","2.158"
"6192","25-07-11 18:50:00 -0500","2.523"
"6193","25-07-11 18:55:00 -0500","2.094"
"6194","25-07-11 19:00:00 -0500","1.815"
"6195","25-07-11 19:05:00 -0500","1.043"
"6196","25-07-11 19:10:00 -0500","0.378"
"6197","25-07-11 19:15:00 -0500","0.464"
"6198","25-07-11 19:20:00 -0500","-0.051"
"6199","25-07-11 19:25:00 -0500","-0.372"
"6200","25-07-11 19:30:00 -0500","-0.737"
"6201","25-07-11 19:35:00 -0500","-0.801"
"6202","25-07-11 19:40:00 -0500","-0.737"
"6203","25-07-11 19:45:00 -0500","-1.059"
"6204","25-07-11 19:50:00 -0500","-1.273"
"6205","25-07-11 19:55:00 -0500","-1.166"
"6206","25-07-11 20:00:00 -0500","-1.595"
"6207","25-07-11 20:05:00 -0500","-2.303"
"6208","25-07-11 20:10:00 -0500","-2.26"
"6209","25-07-11 20:15:00 -0500","-2.088"
"6210","25-07-11 20:20:00 -0500","-2.11"
"6211","25-07-11 20:25:00 -0500","-2.002"
"6212","25-07-11 20:30:00 -0500","-1.745"
"6213","25-07-11 20:35:00 -0500","-2.388"
"6214","25-07-11 20:40:00 -0500","-3.461"
"6215","25-07-11 20:45:00 -0500","-3.525"
"6216","25-07-11 20:50:00 -0500","-2.517"
"6217","25-07-11 20:55:00 -0500","-2.431"
"6218","25-07-11 21:00:00 -0500","-2.775"
"6219","25-07-11 21:05:00 -0500","-3.161"
"6220","25-07-11 21:10:00 -0500","-3.482"
"6221","25-07-11 21:15:00 -0500","-3.204"
"6222","25-07-11 21:20:00 -0500","-3.032"
"6223","25-07-11 21:25:00 -0500","-3.161"
"6224","25-07-11 21:30:00 -0500","-3.311"
"6225","25-07-11 21:35:00 -0500","-3.868"
"6226","25-07-11 21:40:00 -0500","-3.718"
"6227","25-07-11 21:45:00 -0500","-3.246"
"6228","25-07-11 21:50:00 -0500","-3.053"
"6229","25-07-11 21:55:00 -0500","-3.075"
"6230","25-07-11 22:00:00 -0500","-3.654"
"6231","25-07-11 22:05:00 -0500","-4.019"
"6232","25-07-11 22:10:00 -0500","-3.911"
"6233","25-07-11 22:15:00 -0500","-3.525"
"6234","25-07-11 22:20:00 -0500","-3.675"
"6235","25-07-11 22:25:00 -0500","-3.482"
"6236","25-07-11 22:30:00 -0500","-3.311"
"6237","25-07-11 22:35:00 -0500","-3.632"
"6238","25-07-11 22:40:00 -0500","-4.147"
"6239","25-07-11 22:45:00 -0500","-4.791"
"6240","25-07-11 22:50:00 -0500","-4.319"
"6241","25-07-11 22:55:00 -0500","-4.533"
"6242","25-07-11 23:00:00 -0500","-4.49"
"6243","25-07-11 23:05:00 -0500","-5.134"
"6244","25-07-11 23:10:00 -0500","-5.541"
"6245","25-07-11 23:15:00 -0500","-5.198"
"6246","25-07-11 23:20:00 -0500","-4.641"
"6247","25-07-11 23:25:00 -0500","-4.405"
"6248","25-07-11 23:30:00 -0500","-5.155"
"6249","25-07-11 23:35:00 -0500","-5.97"
"6250","25-07-11 23:40:00 -0500","-6.185"
"6251","25-07-11 23:45:00 -0500","-5.927"
"6252","25-07-11 23:50:00 -0500","-6.013"
"6253","25-07-11 23:55:00 -0500","-5.627"
"6254","25-07-12 00:00:00 -0500","-5.198"
"6255","25-07-12 00:05:00 -0500","-5.67"
"6256","25-07-12 00:10:00 -0500","-5.52"
"6257","25-07-12 00:15:00 -0500","-5.327"
"6258","25-07-12 00:20:00 -0500","-6.228"
"6259","25-07-12 00:25:00 -0500","-6.464"
"6260","25-07-12 00:30:00 -0500","-6.935"
"6261","25-07-12 00:35:00 -0500","-6.893"
"6262","25-07-12 00:40:00 -0500","-6.292"
"6263","25-07-12 00:45:00 -0500","-6.163"
"6264","25-07-12 00:50:00 -0500","-6.442"
"6265","25-07-12 00:55:00 -0500","-6.271"
"6266","25-07-12 01:00:00 -0500","-6.657"
"6267","25-07-12 01:05:00 -0500","-6.785"
"6268","25-07-12 01:10:00 -0500","-6.721"
"6269","25-07-12 01:15:00 -0500","-6.721"
"6270","25-07-12 01:20:00 -0500","-6.957"
"6271","25-07-12 01:25:00 -0500","-7.15"
"6272","25-07-12 01:30:00 -0500","-7.515"
"6273","25-07-12 01:35:00 -0500","-7.686"
"6274","25-07-12 01:40:00 -0500","-7.429"
"6275","25-07-12 01:45:00 -0500","-7.622"
"6276","25-07-12 01:50:00 -0500","-7.643"
"6277","25-07-12 01:55:00 -0500","-7.665"
"6278","25-07-12 02:00:00 -0500","-7.407"
"6279","25-07-12 02:05:00 -0500","-7.214"
"6280","25-07-12 02:10:00 -0500","-7.364"
"6281","25-07-12 02:15:00 -0500","-7.643"
"6282","25-07-12 02:20:00 -0500","-7.772"
"6283","25-07-12 02:25:00 -0500","-8.179"
"6284","25-07-12 02:30:00 -0500","-8.201"
"6285","25-07-12 02:35:00 -0500","-7.879"
"6286","25-07-12 02:40:00 -0500","-7.836"
"6287","25-07-12 02:45:00 -0500","-8.051"
"6288","25-07-12 02:50:00 -0500","-7.965"
"6289","25-07-12 02:55:00 -0500","-7.665"
"6290","25-07-12 03:00:00 -0500","-8.179"
"6291","25-07-12 03:05:00 -0500","-8.651"
"6292","25-07-12 03:10:00 -0500","-7.943"
"6293","25-07-12 03:15:00 -0500","-7.579"
"6294","25-07-12 03:20:00 -0500","-7.879"
"6295","25-07-12 03:25:00 -0500","-8.158"
"6296","25-07-12 03:30:00 -0500","-8.501"
"6297","25-07-12 03:35:00 -0500","-8.308"
"6298","25-07-12 03:40:00 -0500","-8.544"
"6299","25-07-12 03:45:00 -0500","-8.93"
"6300","25-07-12 03:50:00 -0500","-9.273"
"6301","25-07-12 03:55:00 -0500","-8.952"
"6302","25-07-12 04:00:00 -0500","-9.059"
"6303","25-07-12 04:05:00 -0500","-8.587"
"6304","25-07-12 04:10:00 -0500","-8.63"
"6305","25-07-12 04:15:00 -0500","-8.544"
"6306","25-07-12 04:20:00 -0500","-8.458"
"6307","25-07-12 04:25:00 -0500","-8.78"
"6308","25-07-12 04:30:00 -0500","-8.844"
"6309","25-07-12 04:35:00 -0500","-8.994"
"6310","25-07-12 04:40:00 -0500","-9.059"
"6311","25-07-12 04:45:00 -0500","-8.973"
"6312","25-07-12 04:50:00 -0500","-8.823"
"6313","25-07-12 04:55:00 -0500","-9.166"
"6314","25-07-12 05:00:00 -0500","-9.402"
"6315","25-07-12 05:05:00 -0500","-9.466"
"6316","25-07-12 05:10:00 -0500","-9.23"
"6317","25-07-12 05:15:00 -0500","-9.166"
"6318","25-07-12 05:20:00 -0500","-8.994"
"6319","25-07-12 05:25:00 -0500","-9.016"
"6320","25-07-12 05:30:00 -0500","-8.994"
"6321","25-07-12 05:35:00 -0500","-9.123"
"6322","25-07-12 05:40:00 -0500","-9.102"
"6323","25-07-12 05:45:00 -0500","-9.059"
"6324","25-07-12 05:50:00 -0500","-9.316"
"6325","25-07-12 05:55:00 -0500","-9.423"
"6326","25-07-12 06:00:00 -0500","-9.509"
"6327","25-07-12 06:05:00 -0500","-9.531"
"6328","25-07-12 06:10:00 -0500","-9.724"
"6329","25-07-12 06:15:00 -0500","-9.509"
"6330","25-07-12 06:20:00 -0500","-9.659"
"6331","25-07-12 06:25:00 -0500","-9.466"
"6332","25-07-12 06:30:00 -0500","-9.209"
"6333","25-07-12 06:35:00 -0500","-8.823"
"6334","25-07-12 06:40:00 -0500","-7.557"
"6335","25-07-12 06:45:00 -0500","-7.043"
"6336","25-07-12 06:50:00 -0500","-2.903"
"6337","25-07-12 06:55:00 -0500","2.008"
"6338","25-07-12 07:00:00 -0500","3.574"
"6339","25-07-12 07:05:00 -0500","5.011"
"6340","25-07-12 07:10:00 -0500","7.671"
"6341","25-07-12 07:15:00 -0500","8.271"
"6342","25-07-12 07:20:00 -0500","8.293"
"6343","25-07-12 07:25:00 -0500","12.067"
"6344","25-07-12 07:30:00 -0500","12.689"
"6345","25-07-12 07:35:00 -0500","11.596"
"6346","25-07-12 07:40:00 -0500","12.475"
"6347","25-07-12 07:45:00 -0500","11.81"
"6348","25-07-12 07:50:00 -0500","12.26"
"6349","25-07-12 07:55:00 -0500","12.797"
"6350","25-07-12 08:00:00 -0500","14.319"
"6351","25-07-12 08:05:00 -0500","15.156"
"6352","25-07-12 08:10:00 -0500","15.842"
"6353","25-07-12 08:15:00 -0500","16.078"
"6354","25-07-12 08:20:00 -0500","16.357"
"6355","25-07-12 08:25:00 -0500","17.344"
"6356","25-07-12 08:30:00 -0500","16.829"
"6357","25-07-12 08:35:00 -0500","18.695"
"6358","25-07-12 08:40:00 -0500","18.051"
"6359","25-07-12 08:45:00 -0500","19.081"
"6360","25-07-12 08:50:00 -0500","20.604"
"6361","25-07-12 08:55:00 -0500","19.789"
"6362","25-07-12 09:00:00 -0500","20.539"
"6363","25-07-12 09:05:00 -0500","22.984"
"6364","25-07-12 09:10:00 -0500","22.92"
"6365","25-07-12 09:15:00 -0500","21.547"
"6366","25-07-12 09:20:00 -0500","23.628"
"6367","25-07-12 09:25:00 -0500","22.298"
"6368","25-07-12 09:30:00 -0500","22.941"
"6369","25-07-12 09:35:00 -0500","23.585"
"6370","25-07-12 09:40:00 -0500","22.598"
"6371","25-07-12 09:45:00 -0500","23.306"
"6372","25-07-12 09:50:00 -0500","22.706"
"6373","25-07-12 09:55:00 -0500","25.751"
"6374","25-07-12 10:00:00 -0500","22.941"
"6375","25-07-12 10:05:00 -0500","23.135"
"6376","25-07-12 10:10:00 -0500","20.882"
"6377","25-07-12 10:15:00 -0500","22.641"
"6378","25-07-12 10:20:00 -0500","21.848"
"6379","25-07-12 10:25:00 -0500","22.727"
"6380","25-07-12 10:30:00 -0500","21.633"
"6381","25-07-12 10:35:00 -0500","20.732"
"6382","25-07-12 10:40:00 -0500","22.255"
"6383","25-07-12 10:45:00 -0500","26.051"
"6384","25-07-12 10:50:00 -0500","24.636"
"6385","25-07-12 10:55:00 -0500","22.448"
"6386","25-07-12 11:00:00 -0500","23.349"
"6387","25-07-12 11:05:00 -0500","23.885"
"6388","25-07-12 11:10:00 -0500","23.971"
"6389","25-07-12 11:15:00 -0500","22.513"
"6390","25-07-12 11:20:00 -0500","22.813"
"6391","25-07-12 11:25:00 -0500","25.858"
"6392","25-07-12 11:30:00 -0500","27.167"
"6393","25-07-12 11:35:00 -0500","24.378"
"6394","25-07-12 11:40:00 -0500","22.877"
"6395","25-07-12 11:45:00 -0500","27.832"
"6396","25-07-12 11:50:00 -0500","27.253"
"6397","25-07-12 11:55:00 -0500","27.124"
"6398","25-07-12 12:00:00 -0500","24.722"
"6399","25-07-12 12:05:00 -0500","24.679"
"6400","25-07-12 12:10:00 -0500","23.714"
"6401","25-07-12 12:15:00 -0500","24.4"
"6402","25-07-12 12:20:00 -0500","24.743"
"6403","25-07-12 12:25:00 -0500","24.657"
"6404","25-07-12 12:30:00 -0500","26.673"
"6405","25-07-12 12:35:00 -0500","24.743"
"6406","25-07-12 12:40:00 -0500","24.078"
"6407","25-07-12 12:45:00 -0500","25.494"
"6408","25-07-12 12:50:00 -0500","27.403"
"6409","25-07-12 12:55:00 -0500","29.869"
"6410","25-07-12 13:00:00 -0500","29.183"
"6411","25-07-12 13:05:00 -0500","28.389"
"6412","25-07-12 13:10:00 -0500","25.494"
"6413","25-07-12 13:15:00 -0500","26.287"
"6414","25-07-12 13:20:00 -0500","25.129"
"6415","25-07-12 13:25:00 -0500","25.344"
"6416","25-07-12 13:30:00 -0500","23.928"
"6417","25-07-12 13:35:00 -0500","24.679"
"6418","25-07-12 13:40:00 -0500","25.172"
"6419","25-07-12 13:45:00 -0500","24.915"
"6420","25-07-12 13:50:00 -0500","29.161"
"6421","25-07-12 13:55:00 -0500","27.059"
"6422","25-07-12 14:00:00 -0500","24.143"
"6423","25-07-12 14:05:00 -0500","26.395"
"6424","25-07-12 14:10:00 -0500","29.397"
"6425","25-07-12 14:15:00 -0500","30.212"
"6426","25-07-12 14:20:00 -0500","30.555"
"6427","25-07-12 14:25:00 -0500","29.161"
"6428","25-07-12 14:30:00 -0500","26.695"
"6429","25-07-12 14:35:00 -0500","23.95"
"6430","25-07-12 14:40:00 -0500","24.314"
"6431","25-07-12 14:45:00 -0500","25.172"
"6432","25-07-12 14:50:00 -0500","26.545"
"6433","25-07-12 14:55:00 -0500","29.483"
"6434","25-07-12 15:00:00 -0500","30.877"
"6435","25-07-12 15:05:00 -0500","25.558"
"6436","25-07-12 15:10:00 -0500","24.486"
"6437","25-07-12 15:15:00 -0500","27.467"
"6438","25-07-12 15:20:00 -0500","27.188"
"6439","25-07-12 15:25:00 -0500","26.309"
"6440","25-07-12 15:30:00 -0500","27.231"
"6441","25-07-12 15:35:00 -0500","23.392"
"6442","25-07-12 15:40:00 -0500","22.47"
"6443","25-07-12 15:45:00 -0500","22.62"
"6444","25-07-12 15:50:00 -0500","25.429"
"6445","25-07-12 15:55:00 -0500","24.829"
"6446","25-07-12 16:00:00 -0500","28.668"
"6447","25-07-12 16:05:00 -0500","29.033"
"6448","25-07-12 16:10:00 -0500","27.381"
"6449","25-07-12 16:15:00 -0500","25.258"
"6450","25-07-12 16:20:00 -0500","22.706"
"6451","25-07-12 16:25:00 -0500","21.655"
"6452","25-07-12 16:30:00 -0500","21.998"
"6453","25-07-12 16:35:00 -0500","22.105"
"6454","25-07-12 16:40:00 -0500","20.99"
"6455","25-07-12 16:45:00 -0500","19.767"
"6456","25-07-12 16:50:00 -0500","20.325"
"6457","25-07-12 16:55:00 -0500","18.931"
"6458","25-07-12 17:00:00 -0500","17.815"
"6459","25-07-12 17:05:00 -0500","16.958"
"6460","25-07-12 17:10:00 -0500","13.955"
"6461","25-07-12 17:15:00 -0500","11.36"
"6462","25-07-12 17:20:00 -0500","10.416"
"6463","25-07-12 17:25:00 -0500","10.159"
"6464","25-07-12 17:30:00 -0500","9.794"
"6465","25-07-12 17:35:00 -0500","9.258"
"6466","25-07-12 17:40:00 -0500","8.979"
"6467","25-07-12 17:45:00 -0500","9.043"
"6468","25-07-12 17:50:00 -0500","7.199"
"6469","25-07-12 17:55:00 -0500","6.276"
"6470","25-07-12 18:00:00 -0500","5.44"
"6471","25-07-12 18:05:00 -0500","5.976"
"6472","25-07-12 18:10:00 -0500","4.689"
"6473","25-07-12 18:15:00 -0500","4.41"
"6474","25-07-12 18:20:00 -0500","4.368"
"6475","25-07-12 18:25:00 -0500","4.325"
"6476","25-07-12 18:30:00 -0500","4.282"
"6477","25-07-12 18:35:00 -0500","4.132"
"6478","25-07-12 18:40:00 -0500","3.274"
"6479","25-07-12 18:45:00 -0500","2.802"
"6480","25-07-12 18:50:00 -0500","2.008"
"6481","25-07-12 18:55:00 -0500","1.515"
"6482","25-07-12 19:00:00 -0500","1.365"
"6483","25-07-12 19:05:00 -0500","1.15"
"6484","25-07-12 19:10:00 -0500","1.129"
"6485","25-07-12 19:15:00 -0500","1.065"
"6486","25-07-12 19:20:00 -0500","1.172"
"6487","25-07-12 19:25:00 -0500","0.957"
"6488","25-07-12 19:30:00 -0500","1.215"
"6489","25-07-12 19:35:00 -0500","1.236"
"6490","25-07-12 19:40:00 -0500","0.786"
"6491","25-07-12 19:45:00 -0500","0.185"
"6492","25-07-12 19:50:00 -0500","-0.051"
"6493","25-07-12 19:55:00 -0500","1.172"
"6494","25-07-12 20:00:00 -0500","-0.244"
"6495","25-07-12 20:05:00 -0500","-0.587"
"6496","25-07-12 20:10:00 -0500","-0.158"
"6497","25-07-12 20:15:00 -0500","-0.608"
"6498","25-07-12 20:20:00 -0500","-1.809"
"6499","25-07-12 20:25:00 -0500","-2.388"
"6500","25-07-12 20:30:00 -0500","-1.917"
"6501","25-07-12 20:35:00 -0500","-0.994"
"6502","25-07-12 20:40:00 -0500","-0.051"
"6503","25-07-12 20:45:00 -0500","-1.209"
"6504","25-07-12 20:50:00 -0500","-2.817"
"6505","25-07-12 20:55:00 -0500","-2.496"
"6506","25-07-12 21:00:00 -0500","-1.852"
"6507","25-07-12 21:05:00 -0500","-1.273"
"6508","25-07-12 21:10:00 -0500","-0.737"
"6509","25-07-12 21:15:00 -0500","-0.801"
"6510","25-07-12 21:20:00 -0500","-0.437"
"6511","25-07-12 21:25:00 -0500","-0.673"
"6512","25-07-12 21:30:00 -0500","-0.694"
"6513","25-07-12 21:35:00 -0500","-1.016"
"6514","25-07-12 21:40:00 -0500","-1.573"
"6515","25-07-12 21:45:00 -0500","-2.195"
"6516","25-07-12 21:50:00 -0500","-0.523"
"6517","25-07-12 21:55:00 -0500","-0.458"
"6518","25-07-12 22:00:00 -0500","-2.088"
"6519","25-07-12 22:05:00 -0500","-2.989"
"6520","25-07-12 22:10:00 -0500","-2.453"
"6521","25-07-12 22:15:00 -0500","-1.874"
"6522","25-07-12 22:20:00 -0500","-1.981"
"6523","25-07-12 22:25:00 -0500","-1.831"
"6524","25-07-12 22:30:00 -0500","-2.474"
"6525","25-07-12 22:35:00 -0500","-2.667"
"6526","25-07-12 22:40:00 -0500","-2.882"
"6527","25-07-12 22:45:00 -0500","-3.568"
"6528","25-07-12 22:50:00 -0500","-3.59"
"6529","25-07-12 22:55:00 -0500","-3.182"
"6530","25-07-12 23:00:00 -0500","-3.547"
"6531","25-07-12 23:05:00 -0500","-3.547"
"6532","25-07-12 23:10:00 -0500","-3.654"
"6533","25-07-12 23:15:00 -0500","-4.169"
"6534","25-07-12 23:20:00 -0500","-3.976"
"6535","25-07-12 23:25:00 -0500","-4.126"
"6536","25-07-12 23:30:00 -0500","-3.675"
"6537","25-07-12 23:35:00 -0500","-4.104"
"6538","25-07-12 23:40:00 -0500","-4.426"
"6539","25-07-12 23:45:00 -0500","-4.319"
"6540","25-07-12 23:50:00 -0500","-4.834"
"6541","25-07-12 23:55:00 -0500","-4.34"
"6542","25-07-13 00:00:00 -0500","-4.769"
"6543","25-07-13 00:05:00 -0500","-4.512"
"6544","25-07-13 00:10:00 -0500","-4.061"
"6545","25-07-13 00:15:00 -0500","-4.426"
"6546","25-07-13 00:20:00 -0500","-4.898"
"6547","25-07-13 00:25:00 -0500","-4.769"
"6548","25-07-13 00:30:00 -0500","-4.962"
"6549","25-07-13 00:35:00 -0500","-5.413"
"6550","25-07-13 00:40:00 -0500","-5.863"
"6551","25-07-13 00:45:00 -0500","-6.185"
"6552","25-07-13 00:50:00 -0500","-5.927"
"6553","25-07-13 00:55:00 -0500","-5.97"
"6554","25-07-13 01:00:00 -0500","-5.842"
"6555","25-07-13 01:05:00 -0500","-5.906"
"6556","25-07-13 01:10:00 -0500","-5.563"
"6557","25-07-13 01:15:00 -0500","-5.52"
"6558","25-07-13 01:20:00 -0500","-6.035"
"6559","25-07-13 01:25:00 -0500","-6.378"
"6560","25-07-13 01:30:00 -0500","-6.635"
"6561","25-07-13 01:35:00 -0500","-6.506"
"6562","25-07-13 01:40:00 -0500","-6.614"
"6563","25-07-13 01:45:00 -0500","-6.85"
"6564","25-07-13 01:50:00 -0500","-6.764"
"6565","25-07-13 01:55:00 -0500","-6.442"
"6566","25-07-13 02:00:00 -0500","-6.506"
"6567","25-07-13 02:05:00 -0500","-6.721"
"6568","25-07-13 02:10:00 -0500","-6.893"
"6569","25-07-13 02:15:00 -0500","-6.485"
"6570","25-07-13 02:20:00 -0500","-6.571"
"6571","25-07-13 02:25:00 -0500","-6.785"
"6572","25-07-13 02:30:00 -0500","-7.021"
"6573","25-07-13 02:35:00 -0500","-7.343"
"6574","25-07-13 02:40:00 -0500","-7.45"
"6575","25-07-13 02:45:00 -0500","-7.622"
"6576","25-07-13 02:50:00 -0500","-7.493"
"6577","25-07-13 02:55:00 -0500","-7.3"
"6578","25-07-13 03:00:00 -0500","-7.429"
"6579","25-07-13 03:05:00 -0500","-7.407"
"6580","25-07-13 03:10:00 -0500","-7.472"
"6581","25-07-13 03:15:00 -0500","-7.772"
"6582","25-07-13 03:20:00 -0500","-7.793"
"6583","25-07-13 03:25:00 -0500","-8.008"
"6584","25-07-13 03:30:00 -0500","-8.158"
"6585","25-07-13 03:35:00 -0500","-8.158"
"6586","25-07-13 03:40:00 -0500","-8.265"
"6587","25-07-13 03:45:00 -0500","-8.78"
"6588","25-07-13 03:50:00 -0500","-8.501"
"6589","25-07-13 03:55:00 -0500","-8.137"
"6590","25-07-13 04:00:00 -0500","-8.201"
"6591","25-07-13 04:05:00 -0500","-8.952"
"6592","25-07-13 04:10:00 -0500","-8.351"
"6593","25-07-13 04:15:00 -0500","-8.737"
"6594","25-07-13 04:20:00 -0500","-8.372"
"6595","25-07-13 04:25:00 -0500","-8.801"
"6596","25-07-13 04:30:00 -0500","-8.694"
"6597","25-07-13 04:35:00 -0500","-8.48"
"6598","25-07-13 04:40:00 -0500","-9.016"
"6599","25-07-13 04:45:00 -0500","-8.673"
"6600","25-07-13 04:50:00 -0500","-8.501"
"6601","25-07-13 04:55:00 -0500","-8.887"
"6602","25-07-13 05:00:00 -0500","-8.801"
"6603","25-07-13 05:05:00 -0500","-8.994"
"6604","25-07-13 05:10:00 -0500","-8.973"
"6605","25-07-13 05:15:00 -0500","-9.273"
"6606","25-07-13 05:20:00 -0500","-9.209"
"6607","25-07-13 05:25:00 -0500","-9.08"
"6608","25-07-13 05:30:00 -0500","-9.08"
"6609","25-07-13 05:35:00 -0500","-9.102"
"6610","25-07-13 05:40:00 -0500","-9.295"
"6611","25-07-13 05:45:00 -0500","-8.994"
"6612","25-07-13 05:50:00 -0500","-9.145"
"6613","25-07-13 05:55:00 -0500","-9.381"
"6614","25-07-13 06:00:00 -0500","-9.488"
"6615","25-07-13 06:05:00 -0500","-9.359"
"6616","25-07-13 06:10:00 -0500","-9.23"
"6617","25-07-13 06:15:00 -0500","-9.295"
"6618","25-07-13 06:20:00 -0500","-9.016"
"6619","25-07-13 06:25:00 -0500","-8.651"
