"Line#","Date","Temperature (S-THC 21559981:22071558-1),°C,21559981"
"1","25-06-19 11:10:00 -0500","15.306"
"2","25-06-19 11:15:00 -0500","15.735"
"3","25-06-19 11:20:00 -0500","14.877"
"4","25-06-19 11:25:00 -0500","15.563"
"5","25-06-19 11:30:00 -0500","16.228"
"6","25-06-19 11:35:00 -0500","15.714"
"7","25-06-19 11:40:00 -0500","17.279"
"8","25-06-19 11:45:00 -0500","18.051"
"9","25-06-19 11:50:00 -0500","15.027"
"10","25-06-19 11:55:00 -0500","18.094"
"11","25-06-19 12:00:00 -0500","19.231"
"12","25-06-19 12:05:00 -0500","17.086"
"13","25-06-19 12:10:00 -0500","15.263"
"14","25-06-19 12:15:00 -0500","15.971"
"15","25-06-19 12:20:00 -0500","19.746"
"16","25-06-19 12:25:00 -0500","20.754"
"17","25-06-19 12:30:00 -0500","19.681"
"18","25-06-19 12:35:00 -0500","21.462"
"19","25-06-19 12:40:00 -0500","23.885"
"20","25-06-19 12:45:00 -0500","17.73"
"21","25-06-19 12:50:00 -0500","20.582"
"22","25-06-19 12:55:00 -0500","19.939"
"23","25-06-19 13:00:00 -0500","19.017"
"24","25-06-19 13:05:00 -0500","17.966"
"25","25-06-19 13:10:00 -0500","19.317"
"26","25-06-19 13:15:00 -0500","16.421"
"27","25-06-19 13:20:00 -0500","19.574"
"28","25-06-19 13:25:00 -0500","21.998"
"29","25-06-19 13:30:00 -0500","21.226"
"30","25-06-19 13:35:00 -0500","22.191"
"31","25-06-19 13:40:00 -0500","21.912"
"32","25-06-19 13:45:00 -0500","21.612"
"33","25-06-19 13:50:00 -0500","20.732"
"34","25-06-19 13:55:00 -0500","20.454"
"35","25-06-19 14:00:00 -0500","21.676"
"36","25-06-19 14:05:00 -0500","20.003"
"37","25-06-19 14:10:00 -0500","20.689"
"38","25-06-19 14:15:00 -0500","20.368"
"39","25-06-19 14:20:00 -0500","20.99"
"40","25-06-19 14:25:00 -0500","18.695"
"41","25-06-19 14:30:00 -0500","20.325"
"42","25-06-19 14:40:00 -0500","20.99"
"43","25-06-19 14:45:00 -0500","21.054"
"44","25-06-19 14:50:00 -0500","20.11"
"45","25-06-19 14:55:00 -0500","19.21"
"46","25-06-19 15:00:00 -0500","20.132"
"47","25-06-19 15:05:00 -0500","19.102"
"48","25-06-19 15:10:00 -0500","19.424"
"49","25-06-19 15:15:00 -0500","20.196"
"50","25-06-19 15:20:00 -0500","18.888"
"51","25-06-19 15:25:00 -0500","19.724"
"52","25-06-19 15:30:00 -0500","19.81"
"53","25-06-19 15:35:00 -0500","18.137"
"54","25-06-19 15:40:00 -0500","18.266"
"55","25-06-19 15:45:00 -0500","18.63"
"56","25-06-19 15:50:00 -0500","19.274"
"57","25-06-19 15:55:00 -0500","18.523"
"58","25-06-19 16:00:00 -0500","18.18"
"59","25-06-19 16:05:00 -0500","18.116"
"60","25-06-19 16:10:00 -0500","17.108"
"61","25-06-19 16:15:00 -0500","17.644"
"62","25-06-19 16:20:00 -0500","16.807"
"63","25-06-19 16:25:00 -0500","17.751"
"64","25-06-19 16:30:00 -0500","17.794"
"65","25-06-19 16:35:00 -0500","15.521"
"66","25-06-19 16:40:00 -0500","14.963"
"67","25-06-20 12:25:00 -0500","25.129"
"68","25-06-20 12:30:00 -0500","20.99"
"69","25-06-20 12:35:00 -0500","23.07"
"70","25-06-20 12:40:00 -0500","25.622"
"71","25-06-20 12:45:00 -0500","23.821"
"72","25-06-20 12:50:00 -0500","24.786"
"73","25-06-20 12:55:00 -0500","22.899"
"74","25-06-20 13:00:00 -0500","22.277"
"75","25-06-20 13:05:00 -0500","21.097"
"76","25-06-20 13:10:00 -0500","21.676"
"77","25-06-20 13:15:00 -0500","26.952"
"78","25-06-20 13:20:00 -0500","23.585"
"79","25-06-20 13:25:00 -0500","27.681"
"80","25-06-20 13:30:00 -0500","22.77"
"81","25-06-20 13:35:00 -0500","22.963"
"82","25-06-20 13:40:00 -0500","24.529"
"83","25-06-20 13:45:00 -0500","27.617"
"84","25-06-20 13:50:00 -0500","23.392"
"85","25-06-20 13:55:00 -0500","21.891"
"86","25-06-20 14:00:00 -0500","23.714"
"87","25-06-20 14:05:00 -0500","23.842"
"88","25-06-20 14:10:00 -0500","24.464"
"89","25-06-20 14:15:00 -0500","30.127"
"90","25-06-20 14:20:00 -0500","24.486"
"91","25-06-20 14:25:00 -0500","22.941"
"92","25-06-20 14:30:00 -0500","24.4"
"93","25-06-20 14:35:00 -0500","28.068"
"94","25-06-20 14:40:00 -0500","23.992"
"95","25-06-20 14:45:00 -0500","24.55"
"96","25-06-20 14:50:00 -0500","23.628"
"97","25-06-20 14:55:00 -0500","24.271"
"98","25-06-20 15:00:00 -0500","22.427"
"99","25-06-20 15:05:00 -0500","19.51"
"100","25-06-20 15:10:00 -0500","21.976"
"101","25-06-20 15:15:00 -0500","26.502"
"102","25-06-20 15:20:00 -0500","18.309"
"103","25-06-20 15:25:00 -0500","21.655"
"104","25-06-20 15:30:00 -0500","22.856"
"105","25-06-20 15:35:00 -0500","25.923"
"106","25-06-20 15:40:00 -0500","26.738"
"107","25-06-20 15:45:00 -0500","23.799"
"108","25-06-20 15:50:00 -0500","22.041"
"109","25-06-20 15:55:00 -0500","21.891"
"110","25-06-20 16:00:00 -0500","23.628"
"111","25-06-20 16:05:00 -0500","22.126"
"112","25-06-20 16:10:00 -0500","21.912"
"113","25-06-20 16:15:00 -0500","21.483"
"114","25-06-20 16:20:00 -0500","21.033"
"115","25-06-20 16:25:00 -0500","20.99"
"116","25-06-20 16:30:00 -0500","16.571"
"117","25-06-20 16:35:00 -0500","12.925"
"118","25-06-20 16:40:00 -0500","16.378"
"119","25-06-20 16:45:00 -0500","18.673"
"120","25-06-20 16:50:00 -0500","18.266"
"121","25-06-20 16:55:00 -0500","17.386"
"122","25-06-20 17:00:00 -0500","16.893"
"123","25-06-20 17:05:00 -0500","13.676"
"124","25-06-20 17:10:00 -0500","10.931"
"125","25-06-20 17:15:00 -0500","10.437"
"126","25-06-20 17:20:00 -0500","9.837"
"127","25-06-20 17:25:00 -0500","8.893"
"128","25-06-20 17:30:00 -0500","8.486"
"129","25-06-20 17:35:00 -0500","8.121"
"130","25-06-20 17:40:00 -0500","7.907"
"131","25-06-20 17:45:00 -0500","7.842"
"132","25-06-20 17:50:00 -0500","7.713"
"133","25-06-20 17:55:00 -0500","7.671"
"134","25-06-20 18:00:00 -0500","7.563"
"135","25-06-20 18:05:00 -0500","7.478"
"136","25-06-20 18:10:00 -0500","7.563"
"137","25-06-20 18:15:00 -0500","7.563"
"138","25-06-20 18:20:00 -0500","6.748"
"139","25-06-20 18:25:00 -0500","5.547"
"140","25-06-20 18:30:00 -0500","5.612"
"141","25-06-20 18:35:00 -0500","5.526"
"142","25-06-20 18:40:00 -0500","5.354"
"143","25-06-20 18:45:00 -0500","5.376"
"144","25-06-20 18:50:00 -0500","5.204"
"145","25-06-20 18:55:00 -0500","5.075"
"146","25-06-20 19:00:00 -0500","3.789"
"147","25-06-20 19:05:00 -0500","3.531"
"148","25-06-20 19:10:00 -0500","2.995"
"149","25-06-20 19:15:00 -0500","3.724"
"150","25-06-20 19:20:00 -0500","4.797"
"151","25-06-20 19:25:00 -0500","5.011"
"152","25-06-20 19:30:00 -0500","4.475"
"153","25-06-20 19:35:00 -0500","3.96"
"154","25-06-20 19:40:00 -0500","4.003"
"155","25-06-20 19:45:00 -0500","2.909"
"156","25-06-20 19:50:00 -0500","2.459"
"157","25-06-20 19:55:00 -0500","2.545"
"158","25-06-20 20:00:00 -0500","2.716"
"159","25-06-20 20:05:00 -0500","3.595"
"160","25-06-20 20:10:00 -0500","4.303"
"161","25-06-20 20:15:00 -0500","2.931"
"162","25-06-20 20:20:00 -0500","2.266"
"163","25-06-20 20:25:00 -0500","2.459"
"164","25-06-20 20:30:00 -0500","2.673"
"165","25-06-20 20:35:00 -0500","2.78"
"166","25-06-20 20:40:00 -0500","2.073"
"167","25-06-20 20:45:00 -0500","1.73"
"168","25-06-20 20:50:00 -0500","0.979"
"169","25-06-20 20:55:00 -0500","0.893"
"170","25-06-20 21:00:00 -0500","1.365"
"171","25-06-20 21:05:00 -0500","1.837"
"172","25-06-20 21:10:00 -0500","0.571"
"173","25-06-20 21:15:00 -0500","0.55"
"174","25-06-20 21:20:00 -0500","1.022"
"175","25-06-20 21:25:00 -0500","1.322"
"176","25-06-20 21:30:00 -0500","1.622"
"177","25-06-20 21:35:00 -0500","1.772"
"178","25-06-20 21:40:00 -0500","0.507"
"179","25-06-20 21:45:00 -0500","-0.201"
"180","25-06-20 21:50:00 -0500","-0.115"
"181","25-06-20 21:55:00 -0500","0.014"
"182","25-06-20 22:00:00 -0500","-0.051"
"183","25-06-20 22:05:00 -0500","1.022"
"184","25-06-20 22:10:00 -0500","0.228"
"185","25-06-20 22:15:00 -0500","1.987"
"186","25-06-20 22:20:00 -0500","0.786"
"187","25-06-20 22:25:00 -0500","1.815"
"188","25-06-20 22:30:00 -0500","0.914"
"189","25-06-20 22:35:00 -0500","0.035"
"190","25-06-20 22:40:00 -0500","0.228"
"191","25-06-20 22:45:00 -0500","0.55"
"192","25-06-20 22:50:00 -0500","-0.244"
"193","25-06-20 22:55:00 -0500","-0.351"
"194","25-06-20 23:00:00 -0500","-0.072"
"195","25-06-20 23:05:00 -0500","-0.029"
"196","25-06-20 23:10:00 -0500","-0.758"
"197","25-06-20 23:15:00 -0500","-0.115"
"198","25-06-20 23:20:00 -0500","-0.094"
"199","25-06-20 23:25:00 -0500","-0.587"
"200","25-06-20 23:30:00 -0500","-1.209"
"201","25-06-20 23:35:00 -0500","-1.788"
"202","25-06-20 23:40:00 -0500","-1.295"
"203","25-06-20 23:45:00 -0500","-1.595"
"204","25-06-20 23:50:00 -0500","-1.423"
"205","25-06-20 23:55:00 -0500","-1.831"
"206","25-06-21 00:00:00 -0500","-2.26"
"207","25-06-21 00:05:00 -0500","-1.488"
"208","25-06-21 00:10:00 -0500","-2.388"
"209","25-06-21 00:15:00 -0500","-1.917"
"210","25-06-21 00:20:00 -0500","-1.938"
"211","25-06-21 00:25:00 -0500","-1.659"
"212","25-06-21 00:30:00 -0500","-2.346"
"213","25-06-21 00:35:00 -0500","-2.582"
"214","25-06-21 00:40:00 -0500","-2.903"
"215","25-06-21 00:45:00 -0500","-3.204"
"216","25-06-21 00:50:00 -0500","-2.582"
"217","25-06-21 00:55:00 -0500","-2.56"
"218","25-06-21 01:00:00 -0500","-2.71"
"219","25-06-21 01:05:00 -0500","-2.882"
"220","25-06-21 01:10:00 -0500","-3.354"
"221","25-06-21 01:15:00 -0500","-3.525"
"222","25-06-21 01:20:00 -0500","-1.595"
"223","25-06-21 01:25:00 -0500","-3.053"
"224","25-06-21 01:30:00 -0500","-3.504"
"225","25-06-21 01:35:00 -0500","-3.847"
"226","25-06-21 01:40:00 -0500","-4.061"
"227","25-06-21 01:45:00 -0500","-3.997"
"228","25-06-21 01:50:00 -0500","-3.096"
"229","25-06-21 01:55:00 -0500","-3.568"
"230","25-06-21 02:00:00 -0500","-4.748"
"231","25-06-21 02:05:00 -0500","-4.662"
"232","25-06-21 02:10:00 -0500","-3.289"
"233","25-06-21 02:15:00 -0500","-2.882"
"234","25-06-21 02:20:00 -0500","-3.397"
"235","25-06-21 02:25:00 -0500","-4.147"
"236","25-06-21 02:30:00 -0500","-3.225"
"237","25-06-21 02:35:00 -0500","-3.504"
"238","25-06-21 02:40:00 -0500","-4.533"
"239","25-06-21 02:45:00 -0500","-3.804"
"240","25-06-21 02:50:00 -0500","-3.697"
"241","25-06-21 02:55:00 -0500","-4.061"
"242","25-06-21 03:00:00 -0500","-3.868"
"243","25-06-21 03:05:00 -0500","-3.547"
"244","25-06-21 03:10:00 -0500","-3.096"
"245","25-06-21 03:15:00 -0500","-3.632"
"246","25-06-21 03:20:00 -0500","-3.697"
"247","25-06-21 03:25:00 -0500","-3.74"
"248","25-06-21 03:30:00 -0500","-4.104"
"249","25-06-21 03:35:00 -0500","-4.683"
"250","25-06-21 03:40:00 -0500","-4.984"
"251","25-06-21 03:45:00 -0500","-5.091"
"252","25-06-21 03:50:00 -0500","-4.941"
"253","25-06-21 03:55:00 -0500","-5.027"
"254","25-06-21 04:00:00 -0500","-5.048"
"255","25-06-21 04:05:00 -0500","-4.512"
"256","25-06-21 04:10:00 -0500","-3.911"
"257","25-06-21 04:15:00 -0500","-4.812"
"258","25-06-21 04:20:00 -0500","-5.005"
"259","25-06-21 04:25:00 -0500","-5.027"
"260","25-06-21 04:30:00 -0500","-5.263"
"261","25-06-21 04:35:00 -0500","-5.112"
"262","25-06-21 04:40:00 -0500","-5.305"
"263","25-06-21 04:45:00 -0500","-5.842"
"264","25-06-21 04:50:00 -0500","-5.37"
"265","25-06-21 04:55:00 -0500","-6.249"
"266","25-06-21 05:00:00 -0500","-5.799"
"267","25-06-21 05:05:00 -0500","-6.271"
"268","25-06-21 05:10:00 -0500","-5.713"
"269","25-06-21 05:15:00 -0500","-5.134"
"270","25-06-21 05:20:00 -0500","-4.984"
"271","25-06-21 05:25:00 -0500","-5.284"
"272","25-06-21 05:30:00 -0500","-6.163"
"273","25-06-21 05:35:00 -0500","-5.97"
"274","25-06-21 05:40:00 -0500","-5.434"
"275","25-06-21 05:45:00 -0500","-5.691"
"276","25-06-21 05:50:00 -0500","-6.206"
"277","25-06-21 05:55:00 -0500","-5.992"
"278","25-06-21 06:00:00 -0500","-6.571"
"279","25-06-21 06:05:00 -0500","-6.549"
"280","25-06-21 06:10:00 -0500","-6.506"
"281","25-06-21 06:15:00 -0500","-6.078"
"282","25-06-21 06:20:00 -0500","-6.893"
"283","25-06-21 06:25:00 -0500","-6.249"
"284","25-06-21 06:30:00 -0500","-6.099"
"285","25-06-21 06:35:00 -0500","-5.927"
"286","25-06-21 06:40:00 -0500","-4.426"
"287","25-06-21 06:45:00 -0500","1.172"
"288","25-06-21 06:50:00 -0500","4.668"
"289","25-06-21 06:55:00 -0500","6.598"
"290","25-06-21 07:00:00 -0500","9.837"
"291","25-06-21 07:05:00 -0500","12.539"
"292","25-06-21 07:10:00 -0500","15.177"
"293","25-06-21 07:15:00 -0500","17.966"
"294","25-06-21 07:20:00 -0500","20.046"
"295","25-06-21 07:25:00 -0500","19.81"
"296","25-06-21 07:30:00 -0500","14.191"
"297","25-06-21 07:35:00 -0500","14.277"
"298","25-06-21 07:40:00 -0500","15.778"
"299","25-06-21 07:45:00 -0500","16.057"
"300","25-06-21 07:50:00 -0500","16.636"
"301","25-06-21 07:55:00 -0500","20.368"
"302","25-06-21 08:00:00 -0500","23.306"
"303","25-06-21 08:05:00 -0500","21.097"
"304","25-06-21 08:10:00 -0500","20.496"
"305","25-06-21 08:15:00 -0500","18.18"
"306","25-06-21 08:20:00 -0500","17.815"
"307","25-06-21 08:25:00 -0500","21.44"
"308","25-06-21 08:30:00 -0500","21.59"
"309","25-06-21 08:35:00 -0500","23.585"
"310","25-06-21 08:40:00 -0500","27.639"
"311","25-06-21 08:45:00 -0500","22.47"
"312","25-06-21 08:50:00 -0500","23.499"
"313","25-06-21 08:55:00 -0500","23.735"
"314","25-06-21 09:00:00 -0500","22.77"
"315","25-06-21 09:05:00 -0500","25.816"
"316","25-06-21 09:10:00 -0500","28.11"
"317","25-06-21 09:15:00 -0500","25.944"
"318","25-06-21 09:20:00 -0500","21.44"
"319","25-06-21 09:25:00 -0500","26.03"
"320","25-06-21 09:30:00 -0500","24.614"
"321","25-06-21 09:35:00 -0500","28.346"
"322","25-06-21 09:40:00 -0500","27.617"
"323","25-06-21 09:45:00 -0500","22.963"
"324","25-06-21 09:50:00 -0500","21.891"
"325","25-06-21 09:55:00 -0500","20.775"
"326","25-06-21 10:00:00 -0500","22.727"
"327","25-06-21 10:05:00 -0500","24.829"
"328","25-06-21 10:10:00 -0500","21.719"
"329","25-06-21 10:15:00 -0500","22.877"
"330","25-06-21 10:20:00 -0500","23.499"
"331","25-06-21 10:25:00 -0500","27.982"
"332","25-06-21 10:30:00 -0500","24.743"
"333","25-06-21 10:35:00 -0500","22.169"
"334","25-06-21 10:40:00 -0500","22.191"
"335","25-06-21 10:45:00 -0500","22.47"
"336","25-06-21 10:50:00 -0500","24.078"
"337","25-06-21 10:55:00 -0500","22.319"
"338","25-06-21 11:00:00 -0500","24.529"
"339","25-06-21 11:05:00 -0500","26.502"
"340","25-06-21 11:10:00 -0500","23.07"
"341","25-06-21 11:15:00 -0500","21.333"
"342","25-06-21 11:20:00 -0500","24.25"
"343","25-06-21 11:25:00 -0500","25.129"
"344","25-06-21 11:30:00 -0500","27.617"
"345","25-06-21 11:35:00 -0500","26.866"
"346","25-06-21 11:40:00 -0500","24.893"
"347","25-06-21 11:45:00 -0500","24.614"
"348","25-06-21 11:50:00 -0500","23.821"
"349","25-06-21 11:55:00 -0500","26.051"
"350","25-06-21 12:00:00 -0500","25.408"
"351","25-06-21 12:05:00 -0500","25.966"
"352","25-06-21 12:10:00 -0500","26.03"
"353","25-06-21 12:15:00 -0500","22.77"
"354","25-06-21 12:20:00 -0500","20.904"
"355","25-06-21 12:25:00 -0500","22.105"
"356","25-06-21 12:30:00 -0500","21.033"
"357","25-06-21 12:35:00 -0500","22.448"
"358","25-06-21 12:40:00 -0500","26.009"
"359","25-06-21 12:45:00 -0500","25.065"
"360","25-06-21 12:50:00 -0500","25.644"
"361","25-06-21 12:55:00 -0500","27.832"
"362","25-06-21 13:00:00 -0500","29.011"
"363","25-06-21 13:05:00 -0500","24.143"
"364","25-06-21 13:10:00 -0500","28.025"
"365","25-06-21 13:15:00 -0500","27.21"
"366","25-06-21 13:20:00 -0500","28.797"
"367","25-06-21 13:25:00 -0500","24.486"
"368","25-06-21 13:30:00 -0500","22.405"
"369","25-06-21 13:35:00 -0500","22.319"
"370","25-06-21 13:40:00 -0500","24.4"
"371","25-06-21 13:45:00 -0500","24.507"
"372","25-06-21 13:50:00 -0500","27.81"
"373","25-06-21 13:55:00 -0500","23.521"
"374","25-06-21 14:00:00 -0500","23.757"
"375","25-06-21 14:05:00 -0500","29.033"
"376","25-06-21 14:10:00 -0500","25.987"
"377","25-06-21 14:15:00 -0500","26.909"
"378","25-06-21 14:20:00 -0500","29.74"
"379","25-06-21 14:25:00 -0500","28.518"
"380","25-06-21 14:30:00 -0500","26.566"
"381","25-06-21 14:35:00 -0500","25.494"
"382","25-06-21 14:40:00 -0500","27.767"
"383","25-06-21 14:45:00 -0500","26.309"
"384","25-06-21 14:50:00 -0500","28.432"
"385","25-06-21 14:55:00 -0500","25.472"
"386","25-06-21 15:00:00 -0500","28.539"
"387","25-06-21 15:05:00 -0500","23.821"
"388","25-06-21 15:10:00 -0500","22.856"
"389","25-06-21 15:15:00 -0500","25.644"
"390","25-06-21 15:20:00 -0500","25.043"
"391","25-06-21 15:25:00 -0500","24.893"
"392","25-06-21 15:30:00 -0500","25.279"
"393","25-06-21 15:35:00 -0500","24.614"
"394","25-06-21 15:40:00 -0500","25.708"
"395","25-06-21 15:45:00 -0500","26.652"
"396","25-06-21 15:50:00 -0500","25.665"
"397","25-06-21 15:55:00 -0500","25.558"
"398","25-06-21 16:00:00 -0500","26.48"
"399","25-06-21 16:05:00 -0500","23.757"
"400","25-06-21 16:10:00 -0500","25.858"
"401","25-06-21 16:15:00 -0500","24.743"
"402","25-06-21 16:20:00 -0500","25.73"
"403","25-06-21 16:25:00 -0500","23.735"
"404","25-06-21 16:30:00 -0500","26.137"
"405","25-06-21 16:35:00 -0500","21.526"
"406","25-06-21 16:40:00 -0500","20.732"
"407","25-06-21 16:45:00 -0500","20.303"
"408","25-06-21 16:50:00 -0500","23.885"
"409","25-06-21 16:55:00 -0500","20.239"
"410","25-06-21 17:00:00 -0500","17.73"
"411","25-06-21 17:05:00 -0500","14.362"
"412","25-06-21 17:10:00 -0500","11.874"
"413","25-06-21 17:15:00 -0500","10.63"
"414","25-06-21 17:20:00 -0500","9.537"
"415","25-06-21 17:25:00 -0500","9.022"
"416","25-06-21 17:30:00 -0500","8.85"
"417","25-06-21 17:35:00 -0500","8.464"
"418","25-06-21 17:40:00 -0500","8.014"
"419","25-06-21 17:45:00 -0500","7.928"
"420","25-06-21 17:50:00 -0500","8.207"
"421","25-06-21 17:55:00 -0500","5.998"
"422","25-06-21 18:00:00 -0500","4.861"
"423","25-06-21 18:05:00 -0500","4.11"
"424","25-06-21 18:10:00 -0500","3.917"
"425","25-06-21 18:15:00 -0500","4.003"
"426","25-06-21 18:20:00 -0500","4.496"
"427","25-06-21 18:25:00 -0500","4.089"
"428","25-06-21 18:30:00 -0500","3.36"
"429","25-06-21 18:35:00 -0500","3.81"
"430","25-06-21 18:40:00 -0500","4.389"
"431","25-06-21 18:45:00 -0500","4.925"
"432","25-06-21 18:50:00 -0500","4.003"
"433","25-06-21 18:55:00 -0500","4.646"
"434","25-06-21 19:00:00 -0500","4.925"
"435","25-06-21 19:05:00 -0500","6.384"
"436","25-06-21 19:10:00 -0500","5.075"
"437","25-06-21 19:15:00 -0500","3.66"
"438","25-06-21 19:20:00 -0500","6.062"
"439","25-06-21 19:25:00 -0500","4.217"
"440","25-06-21 19:30:00 -0500","5.075"
"441","25-06-21 19:35:00 -0500","4.797"
"442","25-06-21 19:40:00 -0500","3.381"
"443","25-06-21 19:45:00 -0500","5.14"
"444","25-06-21 19:50:00 -0500","4.754"
"445","25-06-21 19:55:00 -0500","5.247"
"446","25-06-21 20:00:00 -0500","4.239"
"447","25-06-21 20:05:00 -0500","4.282"
"448","25-06-21 20:10:00 -0500","2.845"
"449","25-06-21 20:15:00 -0500","3.467"
"450","25-06-21 20:20:00 -0500","4.41"
"451","25-06-21 20:25:00 -0500","2.673"
"452","25-06-21 20:30:00 -0500","2.866"
"453","25-06-21 20:35:00 -0500","1.15"
"454","25-06-21 20:40:00 -0500","0.314"
"455","25-06-21 20:45:00 -0500","0.764"
"456","25-06-21 20:50:00 -0500","1.322"
"457","25-06-21 20:55:00 -0500","1.215"
"458","25-06-21 21:00:00 -0500","1.215"
"459","25-06-21 21:05:00 -0500","1.343"
"460","25-06-21 21:10:00 -0500","1.236"
"461","25-06-21 21:15:00 -0500","0.614"
"462","25-06-21 21:20:00 -0500","0.764"
"463","25-06-21 21:25:00 -0500","1.408"
"464","25-06-21 21:30:00 -0500","1.451"
"465","25-06-21 21:35:00 -0500","1.579"
"466","25-06-21 21:40:00 -0500","1.451"
"467","25-06-21 21:45:00 -0500","2.394"
"468","25-06-21 21:50:00 -0500","2.094"
"469","25-06-21 21:55:00 -0500","0.636"
"470","25-06-21 22:00:00 -0500","1.322"
"471","25-06-21 22:05:00 -0500","1.644"
"472","25-06-21 22:10:00 -0500","0.357"
"473","25-06-21 22:15:00 -0500","0.25"
"474","25-06-21 22:20:00 -0500","0.4"
"475","25-06-21 22:25:00 -0500","0.85"
"476","25-06-21 22:30:00 -0500","0.679"
"477","25-06-21 22:35:00 -0500","-1.037"
"478","25-06-21 22:40:00 -0500","0.721"
"479","25-06-21 22:45:00 -0500","-0.994"
"480","25-06-21 22:50:00 -0500","-1.917"
"481","25-06-21 22:55:00 -0500","-1.788"
"482","25-06-21 23:00:00 -0500","-3.204"
"483","25-06-21 23:05:00 -0500","-2.346"
"484","25-06-21 23:10:00 -0500","-1.96"
"485","25-06-21 23:15:00 -0500","-2.41"
"486","25-06-21 23:20:00 -0500","-2.539"
"487","25-06-21 23:25:00 -0500","-3.504"
"488","25-06-21 23:30:00 -0500","-3.332"
"489","25-06-21 23:35:00 -0500","-2.946"
"490","25-06-21 23:40:00 -0500","-2.646"
"491","25-06-21 23:45:00 -0500","-2.946"
"492","25-06-21 23:50:00 -0500","-3.826"
"493","25-06-21 23:55:00 -0500","-4.362"
"494","25-06-22 00:00:00 -0500","-4.812"
"495","25-06-22 00:05:00 -0500","-4.619"
"496","25-06-22 00:10:00 -0500","-3.847"
"497","25-06-22 00:15:00 -0500","-4.297"
"498","25-06-22 00:20:00 -0500","-4.447"
"499","25-06-22 00:25:00 -0500","-4.748"
"500","25-06-22 00:30:00 -0500","-4.233"
"501","25-06-22 00:35:00 -0500","-3.632"
"502","25-06-22 00:40:00 -0500","-3.246"
"503","25-06-22 00:45:00 -0500","-4.254"
"504","25-06-22 00:50:00 -0500","-4.061"
"505","25-06-22 00:55:00 -0500","-4.19"
"506","25-06-22 01:00:00 -0500","-4.49"
"507","25-06-22 01:05:00 -0500","-4.147"
"508","25-06-22 01:10:00 -0500","-4.126"
"509","25-06-22 01:15:00 -0500","-4.147"
"510","25-06-22 01:20:00 -0500","-4.276"
"511","25-06-22 01:25:00 -0500","-4.212"
"512","25-06-22 01:30:00 -0500","-3.332"
"513","25-06-22 01:35:00 -0500","-3.654"
"514","25-06-22 01:40:00 -0500","-4.297"
"515","25-06-22 01:45:00 -0500","-4.812"
"516","25-06-22 01:50:00 -0500","-4.919"
"517","25-06-22 01:55:00 -0500","-4.469"
"518","25-06-22 02:00:00 -0500","-4.19"
"519","25-06-22 02:05:00 -0500","-4.104"
"520","25-06-22 02:10:00 -0500","-5.027"
"521","25-06-22 02:15:00 -0500","-5.091"
"522","25-06-22 02:20:00 -0500","-4.855"
"523","25-06-22 02:25:00 -0500","-5.027"
"524","25-06-22 02:30:00 -0500","-6.313"
"525","25-06-22 02:35:00 -0500","-6.142"
"526","25-06-22 02:40:00 -0500","-6.292"
"527","25-06-22 02:45:00 -0500","-6.657"
"528","25-06-22 02:50:00 -0500","-7.236"
"529","25-06-22 02:55:00 -0500","-6.7"
"530","25-06-22 03:00:00 -0500","-6.549"
"531","25-06-22 03:05:00 -0500","-6.185"
"532","25-06-22 03:10:00 -0500","-7.107"
"533","25-06-22 03:15:00 -0500","-7.793"
"534","25-06-22 03:20:00 -0500","-8.437"
"535","25-06-22 03:25:00 -0500","-8.565"
"536","25-06-22 03:30:00 -0500","-7.107"
"537","25-06-22 03:35:00 -0500","-6.893"
"538","25-06-22 03:40:00 -0500","-8.137"
"539","25-06-22 03:45:00 -0500","-7.643"
"540","25-06-22 03:50:00 -0500","-7.643"
"541","25-06-22 03:55:00 -0500","-7.729"
"542","25-06-22 04:00:00 -0500","-7.45"
"543","25-06-22 04:05:00 -0500","-8.351"
"544","25-06-22 04:10:00 -0500","-8.094"
"545","25-06-22 04:15:00 -0500","-7.836"
"546","25-06-22 04:20:00 -0500","-7.364"
"547","25-06-22 04:25:00 -0500","-8.759"
"548","25-06-22 04:30:00 -0500","-9.552"
"549","25-06-22 04:35:00 -0500","-9.466"
"550","25-06-22 04:40:00 -0500","-9.767"
"551","25-06-22 04:45:00 -0500","-9.767"
"552","25-06-22 04:50:00 -0500","-9.016"
"553","25-06-22 04:55:00 -0500","-9.273"
"554","25-06-22 05:00:00 -0500","-8.973"
"555","25-06-22 05:05:00 -0500","-8.93"
"556","25-06-22 05:10:00 -0500","-9.96"
"557","25-06-22 05:15:00 -0500","-9.852"
"558","25-06-22 05:20:00 -0500","-10.346"
"559","25-06-22 05:25:00 -0500","-9.981"
"560","25-06-22 05:30:00 -0500","-9.788"
"561","25-06-22 05:35:00 -0500","-8.523"
"562","25-06-22 05:40:00 -0500","-9.123"
"563","25-06-22 05:45:00 -0500","-9.981"
"564","25-06-22 05:50:00 -0500","-9.745"
"565","25-06-22 05:55:00 -0500","-9.166"
"566","25-06-22 06:00:00 -0500","-9.681"
"567","25-06-22 06:05:00 -0500","-8.587"
"568","25-06-22 06:10:00 -0500","-9.466"
"569","25-06-22 06:15:00 -0500","-9.767"
"570","25-06-22 06:20:00 -0500","-9.123"
"571","25-06-22 06:25:00 -0500","-8.909"
"572","25-06-22 06:30:00 -0500","-9.724"
"573","25-06-22 06:35:00 -0500","-9.745"
