"Line#","Date","Solar Radiation (S-LIB 21559981:22047692-1),W/m²,21559981"
"629","25-06-22 11:15:00 -0500","716"
"630","25-06-22 11:20:00 -0500","714"
"631","25-06-22 11:25:00 -0500","718"
"632","25-06-22 11:30:00 -0500","717"
"633","25-06-22 11:35:00 -0500","719"
"634","25-06-22 11:40:00 -0500","719"
"635","25-06-22 11:45:00 -0500","717"
"636","25-06-22 11:50:00 -0500","716"
"637","25-06-22 11:55:00 -0500","713"
"638","25-06-22 12:00:00 -0500","711"
"639","25-06-22 12:05:00 -0500","708"
"640","25-06-22 12:10:00 -0500","706"
"641","25-06-22 12:15:00 -0500","703"
"642","25-06-22 12:20:00 -0500","699"
"643","25-06-22 12:25:00 -0500","692"
"644","25-06-22 12:30:00 -0500","686"
"645","25-06-22 12:35:00 -0500","683"
"646","25-06-22 12:40:00 -0500","677"
"647","25-06-22 12:45:00 -0500","666"
"648","25-06-22 12:50:00 -0500","666"
"649","25-06-22 12:55:00 -0500","656"
"650","25-06-22 13:00:00 -0500","648"
"651","25-06-22 13:05:00 -0500","639"
"652","25-06-22 13:10:00 -0500","631"
"653","25-06-22 13:15:00 -0500","626"
"654","25-06-22 13:20:00 -0500","613"
"655","25-06-22 13:25:00 -0500","603"
"656","25-06-22 13:30:00 -0500","597"
"657","25-06-22 13:35:00 -0500","587"
"658","25-06-22 13:40:00 -0500","578"
"659","25-06-22 13:45:00 -0500","566"
"660","25-06-22 13:50:00 -0500","553"
"661","25-06-22 13:55:00 -0500","539"
"662","25-06-22 14:00:00 -0500","529"
"663","25-06-22 14:05:00 -0500","517"
"664","25-06-22 14:10:00 -0500","504"
"665","25-06-22 14:15:00 -0500","494"
"666","25-06-22 14:20:00 -0500","481"
"667","25-06-22 14:25:00 -0500","467"
"668","25-06-22 14:30:00 -0500","453"
"669","25-06-22 14:35:00 -0500","438"
"670","25-06-22 14:40:00 -0500","423"
"671","25-06-22 14:45:00 -0500","409"
"672","25-06-22 14:50:00 -0500","396"
"673","25-06-22 14:55:00 -0500","381"
"674","25-06-22 15:00:00 -0500","367"
"675","25-06-22 15:05:00 -0500","352"
"676","25-06-22 15:10:00 -0500","337"
"677","25-06-22 15:15:00 -0500","322"
"678","25-06-22 15:20:00 -0500","307"
"679","25-06-22 15:25:00 -0500","291"
"680","25-06-22 15:30:00 -0500","276"
"681","25-06-22 15:35:00 -0500","261"
"682","25-06-22 15:40:00 -0500","244"
"683","25-06-22 15:45:00 -0500","228"
"684","25-06-22 15:50:00 -0500","213"
"685","25-06-22 15:55:00 -0500","198"
"686","25-06-22 16:00:00 -0500","183"
"687","25-06-22 16:05:00 -0500","168"
"688","25-06-22 16:10:00 -0500","153"
"689","25-06-22 16:15:00 -0500","139"
"690","25-06-22 16:20:00 -0500","124"
"691","25-06-22 16:25:00 -0500","107"
"692","25-06-22 16:30:00 -0500","87"
"693","25-06-22 16:35:00 -0500","67"
"694","25-06-22 16:40:00 -0500","51"
"695","25-06-22 16:45:00 -0500","37"
"696","25-06-22 16:50:00 -0500","23"
"697","25-06-22 16:55:00 -0500","16"
"698","25-06-22 17:00:00 -0500","14"
"699","25-06-22 17:05:00 -0500","12"
"700","25-06-22 17:10:00 -0500","11"
"701","25-06-22 17:15:00 -0500","8"
"702","25-06-22 17:20:00 -0500","6"
"703","25-06-22 17:25:00 -0500","4"
"704","25-06-22 17:30:00 -0500","2"
"705","25-06-22 17:35:00 -0500","1"
"706","25-06-22 17:40:00 -0500","1"
"707","25-06-22 17:45:00 -0500","1"
"708","25-06-22 17:50:00 -0500","1"
"709","25-06-22 17:55:00 -0500","1"
"710","25-06-22 18:00:00 -0500","1"
"711","25-06-22 18:05:00 -0500","1"
"712","25-06-22 18:10:00 -0500","1"
"713","25-06-22 18:15:00 -0500","1"
"714","25-06-22 18:20:00 -0500","1"
"715","25-06-22 18:25:00 -0500","1"
"716","25-06-22 18:30:00 -0500","1"
"717","25-06-22 18:35:00 -0500","1"
"718","25-06-22 18:40:00 -0500","1"
"719","25-06-22 18:45:00 -0500","1"
"720","25-06-22 18:50:00 -0500","1"
"721","25-06-22 18:55:00 -0500","1"
"722","25-06-22 19:00:00 -0500","1"
"723","25-06-22 19:05:00 -0500","1"
"724","25-06-22 19:10:00 -0500","1"
"725","25-06-22 19:15:00 -0500","1"
"726","25-06-22 19:20:00 -0500","1"
"727","25-06-22 19:25:00 -0500","1"
"728","25-06-22 19:30:00 -0500","1"
"729","25-06-22 19:35:00 -0500","1"
"730","25-06-22 19:40:00 -0500","1"
"731","25-06-22 19:45:00 -0500","1"
"732","25-06-22 19:50:00 -0500","1"
"733","25-06-22 19:55:00 -0500","1"
"734","25-06-22 20:00:00 -0500","1"
"735","25-06-22 20:05:00 -0500","1"
"736","25-06-22 20:10:00 -0500","1"
"737","25-06-22 20:15:00 -0500","1"
"738","25-06-22 20:20:00 -0500","1"
"739","25-06-22 20:25:00 -0500","1"
"740","25-06-22 20:30:00 -0500","1"
"741","25-06-22 20:35:00 -0500","1"
"742","25-06-22 20:40:00 -0500","1"
"743","25-06-22 20:45:00 -0500","1"
"744","25-06-22 20:50:00 -0500","1"
"745","25-06-22 20:55:00 -0500","1"
"746","25-06-22 21:00:00 -0500","1"
"747","25-06-22 21:05:00 -0500","1"
"748","25-06-22 21:10:00 -0500","1"
"749","25-06-22 21:15:00 -0500","1"
"750","25-06-22 21:20:00 -0500","1"
"751","25-06-22 21:25:00 -0500","1"
"752","25-06-22 21:30:00 -0500","1"
"753","25-06-22 21:35:00 -0500","1"
"754","25-06-22 21:40:00 -0500","1"
"755","25-06-22 21:45:00 -0500","1"
"756","25-06-22 21:50:00 -0500","1"
"757","25-06-22 21:55:00 -0500","1"
"758","25-06-22 22:00:00 -0500","1"
"759","25-06-22 22:05:00 -0500","1"
"760","25-06-22 22:10:00 -0500","1"
"761","25-06-22 22:15:00 -0500","1"
"762","25-06-22 22:20:00 -0500","1"
"763","25-06-22 22:25:00 -0500","1"
"764","25-06-22 22:30:00 -0500","1"
"765","25-06-22 22:35:00 -0500","1"
"766","25-06-22 22:40:00 -0500","1"
"767","25-06-22 22:45:00 -0500","1"
"768","25-06-22 22:50:00 -0500","1"
"769","25-06-22 22:55:00 -0500","1"
"770","25-06-22 23:00:00 -0500","1"
"771","25-06-22 23:05:00 -0500","1"
"772","25-06-22 23:10:00 -0500","1"
"773","25-06-22 23:15:00 -0500","1"
"774","25-06-22 23:20:00 -0500","1"
"775","25-06-22 23:25:00 -0500","1"
"776","25-06-22 23:30:00 -0500","1"
"777","25-06-22 23:35:00 -0500","1"
"778","25-06-22 23:40:00 -0500","1"
"779","25-06-22 23:45:00 -0500","1"
"780","25-06-22 23:50:00 -0500","1"
"781","25-06-22 23:55:00 -0500","1"
"782","25-06-23 00:00:00 -0500","1"
"783","25-06-23 00:05:00 -0500","1"
"784","25-06-23 00:10:00 -0500","1"
"785","25-06-23 00:15:00 -0500","1"
"786","25-06-23 00:20:00 -0500","1"
"787","25-06-23 00:25:00 -0500","1"
"788","25-06-23 00:30:00 -0500","1"
"789","25-06-23 00:35:00 -0500","1"
"790","25-06-23 00:40:00 -0500","1"
"791","25-06-23 00:45:00 -0500","1"
"792","25-06-23 00:50:00 -0500","1"
"793","25-06-23 00:55:00 -0500","1"
"794","25-06-23 01:00:00 -0500","1"
"795","25-06-23 01:05:00 -0500","1"
"796","25-06-23 01:10:00 -0500","1"
"797","25-06-23 01:15:00 -0500","1"
"798","25-06-23 01:20:00 -0500","1"
"799","25-06-23 01:25:00 -0500","1"
"800","25-06-23 01:30:00 -0500","1"
"801","25-06-23 01:35:00 -0500","1"
"802","25-06-23 01:40:00 -0500","1"
"803","25-06-23 01:45:00 -0500","1"
"804","25-06-23 01:50:00 -0500","1"
"805","25-06-23 01:55:00 -0500","1"
"806","25-06-23 02:00:00 -0500","1"
"807","25-06-23 02:05:00 -0500","1"
"808","25-06-23 02:10:00 -0500","1"
"809","25-06-23 02:15:00 -0500","1"
"810","25-06-23 02:20:00 -0500","1"
"811","25-06-23 02:25:00 -0500","1"
"812","25-06-23 02:30:00 -0500","1"
"813","25-06-23 02:35:00 -0500","1"
"814","25-06-23 02:40:00 -0500","1"
"815","25-06-23 02:45:00 -0500","1"
"816","25-06-23 02:50:00 -0500","1"
"817","25-06-23 02:55:00 -0500","1"
"818","25-06-23 03:00:00 -0500","1"
"819","25-06-23 03:05:00 -0500","1"
"820","25-06-23 03:10:00 -0500","1"
"821","25-06-23 03:15:00 -0500","1"
"822","25-06-23 03:20:00 -0500","1"
"823","25-06-23 03:25:00 -0500","1"
"824","25-06-23 03:30:00 -0500","1"
"825","25-06-23 03:35:00 -0500","1"
"826","25-06-23 03:40:00 -0500","1"
"827","25-06-23 03:45:00 -0500","1"
"828","25-06-23 03:50:00 -0500","1"
"829","25-06-23 03:55:00 -0500","1"
"830","25-06-23 04:00:00 -0500","1"
"831","25-06-23 04:05:00 -0500","1"
"832","25-06-23 04:10:00 -0500","1"
"833","25-06-23 04:15:00 -0500","1"
"834","25-06-23 04:20:00 -0500","1"
"835","25-06-23 04:25:00 -0500","1"
"836","25-06-23 04:30:00 -0500","1"
"837","25-06-23 04:35:00 -0500","1"
"838","25-06-23 04:40:00 -0500","1"
"839","25-06-23 04:45:00 -0500","1"
"840","25-06-23 04:50:00 -0500","1"
"841","25-06-23 04:55:00 -0500","1"
"842","25-06-23 05:00:00 -0500","1"
"843","25-06-23 05:05:00 -0500","1"
"844","25-06-23 05:10:00 -0500","1"
"845","25-06-23 05:15:00 -0500","1"
"846","25-06-23 05:20:00 -0500","1"
"847","25-06-23 05:25:00 -0500","1"
"848","25-06-23 05:30:00 -0500","1"
"849","25-06-23 05:35:00 -0500","1"
"850","25-06-23 05:40:00 -0500","1"
"851","25-06-23 05:45:00 -0500","1"
"852","25-06-23 05:50:00 -0500","1"
"853","25-06-23 05:55:00 -0500","1"
"854","25-06-23 06:00:00 -0500","1"
"855","25-06-23 06:05:00 -0500","2"
"856","25-06-23 06:10:00 -0500","4"
"857","25-06-23 06:15:00 -0500","6"
"858","25-06-23 06:20:00 -0500","8"
"859","25-06-23 06:25:00 -0500","11"
"860","25-06-23 06:30:00 -0500","13"
"861","25-06-23 06:35:00 -0500","14"
"862","25-06-23 06:40:00 -0500","71"
"863","25-06-23 06:45:00 -0500","111"
"864","25-06-23 06:50:00 -0500","123"
"865","25-06-23 06:55:00 -0500","142"
"866","25-06-23 07:00:00 -0500","158"
"867","25-06-23 07:05:00 -0500","176"
"868","25-06-23 07:10:00 -0500","192"
"869","25-06-23 07:15:00 -0500","211"
"870","25-06-23 07:20:00 -0500","226"
"871","25-06-23 07:25:00 -0500","241"
"872","25-06-23 07:30:00 -0500","262"
"873","25-06-23 07:35:00 -0500","278"
"874","25-06-23 07:40:00 -0500","286"
"875","25-06-23 07:45:00 -0500","311"
"876","25-06-23 07:50:00 -0500","313"
"877","25-06-23 07:55:00 -0500","337"
"878","25-06-23 08:00:00 -0500","357"
"879","25-06-23 08:05:00 -0500","372"
"880","25-06-23 08:10:00 -0500","384"
"881","25-06-23 08:15:00 -0500","404"
"882","25-06-23 08:20:00 -0500","419"
"883","25-06-23 08:25:00 -0500","434"
"884","25-06-23 08:30:00 -0500","446"
"885","25-06-23 08:35:00 -0500","464"
"886","25-06-23 08:40:00 -0500","484"
"887","25-06-23 08:45:00 -0500","472"
"888","25-06-23 08:50:00 -0500","487"
"889","25-06-23 08:55:00 -0500","529"
"890","25-06-23 09:00:00 -0500","523"
"891","25-06-23 09:05:00 -0500","511"
"892","25-06-23 09:10:00 -0500","526"
"893","25-06-23 09:15:00 -0500","546"
"894","25-06-23 09:20:00 -0500","559"
"895","25-06-23 09:25:00 -0500","568"
"896","25-06-23 09:30:00 -0500","594"
"897","25-06-23 09:35:00 -0500","608"
"898","25-06-23 09:40:00 -0500","618"
"899","25-06-23 09:45:00 -0500","597"
"900","25-06-23 09:50:00 -0500","627"
"901","25-06-23 09:55:00 -0500","637"
"902","25-06-23 10:00:00 -0500","658"
"903","25-06-23 10:05:00 -0500","659"
"904","25-06-23 10:10:00 -0500","647"
"905","25-06-23 10:15:00 -0500","674"
"906","25-06-23 10:20:00 -0500","691"
"907","25-06-23 10:25:00 -0500","703"
"908","25-06-23 10:30:00 -0500","609"
"909","25-06-23 10:35:00 -0500","696"
"910","25-06-23 10:40:00 -0500","683"
"911","25-06-23 10:45:00 -0500","717"
"912","25-06-23 10:50:00 -0500","719"
"913","25-06-23 10:55:00 -0500","728"
"914","25-06-23 11:00:00 -0500","613"
"915","25-06-23 11:05:00 -0500","682"
"916","25-06-23 11:10:00 -0500","724"
"917","25-06-23 11:15:00 -0500","724"
"918","25-06-23 11:20:00 -0500","731"
"919","25-06-23 11:25:00 -0500","686"
"920","25-06-23 11:30:00 -0500","724"
"921","25-06-23 11:35:00 -0500","721"
"922","25-06-23 11:40:00 -0500","719"
"923","25-06-23 11:45:00 -0500","719"
"924","25-06-23 11:50:00 -0500","721"
"925","25-06-23 11:55:00 -0500","713"
"926","25-06-23 12:00:00 -0500","722"
"927","25-06-23 12:05:00 -0500","716"
"928","25-06-23 12:10:00 -0500","719"
"929","25-06-23 12:15:00 -0500","699"
"930","25-06-23 12:20:00 -0500","704"
"931","25-06-23 12:25:00 -0500","703"
"932","25-06-23 12:30:00 -0500","706"
"933","25-06-23 12:35:00 -0500","716"
"934","25-06-23 12:40:00 -0500","633"
"935","25-06-23 12:45:00 -0500","669"
"936","25-06-23 12:50:00 -0500","673"
"937","25-06-23 12:55:00 -0500","667"
"938","25-06-23 13:00:00 -0500","663"
"939","25-06-23 13:05:00 -0500","641"
"940","25-06-23 13:10:00 -0500","639"
"941","25-06-23 13:15:00 -0500","629"
"942","25-06-23 13:20:00 -0500","619"
"943","25-06-23 13:25:00 -0500","596"
"944","25-06-23 13:30:00 -0500","597"
"945","25-06-23 13:35:00 -0500","564"
"946","25-06-23 13:40:00 -0500","582"
"947","25-06-23 13:45:00 -0500","571"
"948","25-06-23 13:50:00 -0500","559"
"949","25-06-23 13:55:00 -0500","549"
"950","25-06-23 14:00:00 -0500","536"
"951","25-06-23 14:05:00 -0500","534"
"952","25-06-23 14:10:00 -0500","521"
"953","25-06-23 14:15:00 -0500","522"
"954","25-06-23 14:20:00 -0500","496"
"955","25-06-23 14:25:00 -0500","342"
"956","25-06-23 14:30:00 -0500","369"
"957","25-06-23 14:35:00 -0500","447"
"958","25-06-23 14:40:00 -0500","439"
"959","25-06-23 14:45:00 -0500","423"
"960","25-06-23 14:50:00 -0500","409"
"961","25-06-23 14:55:00 -0500","398"
"962","25-06-23 15:00:00 -0500","381"
"963","25-06-23 15:05:00 -0500","364"
"964","25-06-23 15:10:00 -0500","338"
"965","25-06-23 15:15:00 -0500","331"
"966","25-06-23 15:20:00 -0500","301"
"967","25-06-23 15:25:00 -0500","293"
"968","25-06-23 15:30:00 -0500","276"
"969","25-06-23 15:35:00 -0500","268"
"970","25-06-23 15:40:00 -0500","249"
"971","25-06-23 15:45:00 -0500","234"
"972","25-06-23 15:50:00 -0500","218"
"973","25-06-23 15:55:00 -0500","202"
"974","25-06-23 16:00:00 -0500","187"
"975","25-06-23 16:05:00 -0500","172"
"976","25-06-23 16:10:00 -0500","157"
"977","25-06-23 16:15:00 -0500","141"
"978","25-06-23 16:20:00 -0500","128"
"979","25-06-23 16:25:00 -0500","111"
"980","25-06-23 16:30:00 -0500","91"
"981","25-06-23 16:35:00 -0500","69"
"982","25-06-23 16:40:00 -0500","53"
"983","25-06-23 16:45:00 -0500","38"
"984","25-06-23 16:50:00 -0500","24"
"985","25-06-23 16:55:00 -0500","17"
"986","25-06-23 17:00:00 -0500","16"
"987","25-06-23 17:05:00 -0500","14"
"988","25-06-23 17:10:00 -0500","12"
"989","25-06-23 17:15:00 -0500","9"
"990","25-06-23 17:20:00 -0500","7"
"991","25-06-23 17:25:00 -0500","4"
"992","25-06-23 17:30:00 -0500","2"
"993","25-06-23 17:35:00 -0500","1"
"994","25-06-23 17:40:00 -0500","1"
"995","25-06-23 17:45:00 -0500","1"
"996","25-06-23 17:50:00 -0500","1"
"997","25-06-23 17:55:00 -0500","1"
"998","25-06-23 18:00:00 -0500","1"
"999","25-06-23 18:05:00 -0500","1"
"1000","25-06-23 18:10:00 -0500","1"
"1001","25-06-23 18:15:00 -0500","1"
"1002","25-06-23 18:20:00 -0500","1"
"1003","25-06-23 18:25:00 -0500","1"
"1004","25-06-23 18:30:00 -0500","1"
"1005","25-06-23 18:35:00 -0500","1"
"1006","25-06-23 18:40:00 -0500","1"
"1007","25-06-23 18:45:00 -0500","1"
"1008","25-06-23 18:50:00 -0500","1"
"1009","25-06-23 18:55:00 -0500","1"
"1010","25-06-23 19:00:00 -0500","1"
"1011","25-06-23 19:05:00 -0500","1"
"1012","25-06-23 19:10:00 -0500","1"
"1013","25-06-23 19:15:00 -0500","1"
"1014","25-06-23 19:20:00 -0500","1"
"1015","25-06-23 19:25:00 -0500","1"
"1016","25-06-23 19:30:00 -0500","1"
"1017","25-06-23 19:35:00 -0500","1"
"1018","25-06-23 19:40:00 -0500","1"
"1019","25-06-23 19:45:00 -0500","1"
"1020","25-06-23 19:50:00 -0500","1"
"1021","25-06-23 19:55:00 -0500","1"
"1022","25-06-23 20:00:00 -0500","1"
"1023","25-06-23 20:05:00 -0500","1"
"1024","25-06-23 20:10:00 -0500","1"
"1025","25-06-23 20:15:00 -0500","1"
"1026","25-06-23 20:20:00 -0500","1"
"1027","25-06-23 20:25:00 -0500","1"
"1028","25-06-23 20:30:00 -0500","1"
"1029","25-06-23 20:35:00 -0500","1"
"1030","25-06-23 20:40:00 -0500","1"
"1031","25-06-23 20:45:00 -0500","1"
"1032","25-06-23 20:50:00 -0500","1"
"1033","25-06-23 20:55:00 -0500","1"
"1034","25-06-23 21:00:00 -0500","1"
"1035","25-06-23 21:05:00 -0500","1"
"1036","25-06-23 21:10:00 -0500","1"
"1037","25-06-23 21:15:00 -0500","1"
"1038","25-06-23 21:20:00 -0500","1"
"1039","25-06-23 21:25:00 -0500","1"
"1040","25-06-23 21:30:00 -0500","1"
"1041","25-06-23 21:35:00 -0500","1"
"1042","25-06-23 21:40:00 -0500","1"
"1043","25-06-23 21:45:00 -0500","1"
"1044","25-06-23 21:50:00 -0500","1"
"1045","25-06-23 21:55:00 -0500","1"
"1046","25-06-23 22:00:00 -0500","1"
"1047","25-06-23 22:05:00 -0500","1"
"1048","25-06-23 22:10:00 -0500","1"
"1049","25-06-23 22:15:00 -0500","1"
"1050","25-06-23 22:20:00 -0500","1"
"1051","25-06-23 22:25:00 -0500","1"
"1052","25-06-23 22:30:00 -0500","1"
"1053","25-06-23 22:35:00 -0500","1"
"1054","25-06-23 22:40:00 -0500","1"
"1055","25-06-23 22:45:00 -0500","1"
"1056","25-06-23 22:50:00 -0500","1"
"1057","25-06-23 22:55:00 -0500","1"
"1058","25-06-23 23:00:00 -0500","1"
"1059","25-06-23 23:05:00 -0500","1"
"1060","25-06-23 23:10:00 -0500","1"
"1061","25-06-23 23:15:00 -0500","1"
"1062","25-06-23 23:20:00 -0500","1"
"1063","25-06-23 23:25:00 -0500","1"
"1064","25-06-23 23:30:00 -0500","1"
"1065","25-06-23 23:35:00 -0500","1"
"1066","25-06-23 23:40:00 -0500","1"
"1067","25-06-23 23:45:00 -0500","1"
"1068","25-06-23 23:50:00 -0500","1"
"1069","25-06-23 23:55:00 -0500","1"
"1070","25-06-24 00:00:00 -0500","1"
"1071","25-06-24 00:05:00 -0500","1"
"1072","25-06-24 00:10:00 -0500","1"
"1073","25-06-24 00:15:00 -0500","1"
"1074","25-06-24 00:20:00 -0500","1"
"1075","25-06-24 00:25:00 -0500","1"
"1076","25-06-24 00:30:00 -0500","1"
"1077","25-06-24 00:35:00 -0500","1"
"1078","25-06-24 00:40:00 -0500","1"
"1079","25-06-24 00:45:00 -0500","1"
"1080","25-06-24 00:50:00 -0500","1"
"1081","25-06-24 00:55:00 -0500","1"
"1082","25-06-24 01:00:00 -0500","1"
"1083","25-06-24 01:05:00 -0500","1"
"1084","25-06-24 01:10:00 -0500","1"
"1085","25-06-24 01:15:00 -0500","1"
"1086","25-06-24 01:20:00 -0500","1"
"1087","25-06-24 01:25:00 -0500","1"
"1088","25-06-24 01:30:00 -0500","1"
"1089","25-06-24 01:35:00 -0500","1"
"1090","25-06-24 01:40:00 -0500","1"
"1091","25-06-24 01:45:00 -0500","1"
"1092","25-06-24 01:50:00 -0500","1"
"1093","25-06-24 01:55:00 -0500","1"
"1094","25-06-24 02:00:00 -0500","1"
"1095","25-06-24 02:05:00 -0500","1"
"1096","25-06-24 02:10:00 -0500","1"
"1097","25-06-24 02:15:00 -0500","1"
"1098","25-06-24 02:20:00 -0500","1"
"1099","25-06-24 02:25:00 -0500","1"
"1100","25-06-24 02:30:00 -0500","1"
"1101","25-06-24 02:35:00 -0500","1"
"1102","25-06-24 02:40:00 -0500","1"
"1103","25-06-24 02:45:00 -0500","1"
"1104","25-06-24 02:50:00 -0500","1"
"1105","25-06-24 02:55:00 -0500","1"
"1106","25-06-24 03:00:00 -0500","1"
"1107","25-06-24 03:05:00 -0500","1"
"1108","25-06-24 03:10:00 -0500","1"
"1109","25-06-24 03:15:00 -0500","1"
"1110","25-06-24 03:20:00 -0500","1"
"1111","25-06-24 03:25:00 -0500","1"
"1112","25-06-24 03:30:00 -0500","1"
"1113","25-06-24 03:35:00 -0500","1"
"1114","25-06-24 03:40:00 -0500","1"
"1115","25-06-24 03:45:00 -0500","1"
"1116","25-06-24 03:50:00 -0500","1"
"1117","25-06-24 03:55:00 -0500","1"
"1118","25-06-24 04:00:00 -0500","1"
"1119","25-06-24 04:05:00 -0500","1"
"1120","25-06-24 04:10:00 -0500","1"
"1121","25-06-24 04:15:00 -0500","1"
"1122","25-06-24 04:20:00 -0500","1"
"1123","25-06-24 04:25:00 -0500","1"
"1124","25-06-24 04:30:00 -0500","1"
"1125","25-06-24 04:35:00 -0500","1"
"1126","25-06-24 04:40:00 -0500","1"
"1127","25-06-24 04:45:00 -0500","1"
"1128","25-06-24 04:50:00 -0500","1"
"1129","25-06-24 04:55:00 -0500","1"
"1130","25-06-24 05:00:00 -0500","1"
"1131","25-06-24 05:05:00 -0500","1"
"1132","25-06-24 05:10:00 -0500","1"
"1133","25-06-24 05:15:00 -0500","1"
"1134","25-06-24 05:20:00 -0500","1"
"1135","25-06-24 05:25:00 -0500","1"
"1136","25-06-24 05:30:00 -0500","1"
"1137","25-06-24 05:35:00 -0500","1"
"1138","25-06-24 05:40:00 -0500","1"
"1139","25-06-24 05:45:00 -0500","1"
"1140","25-06-24 05:50:00 -0500","1"
"1141","25-06-24 05:55:00 -0500","1"
"1142","25-06-24 06:00:00 -0500","1"
"1143","25-06-24 06:05:00 -0500","1"
"1144","25-06-24 06:10:00 -0500","2"
"1145","25-06-24 06:15:00 -0500","4"
"1146","25-06-24 06:20:00 -0500","12"
"1147","25-06-24 06:25:00 -0500","19"
"1148","25-06-24 06:30:00 -0500","26"
"1149","25-06-24 06:35:00 -0500","31"
"1150","25-06-24 06:40:00 -0500","38"
"1151","25-06-24 06:45:00 -0500","46"
"1152","25-06-24 06:50:00 -0500","56"
"1153","25-06-24 06:55:00 -0500","83"
"1154","25-06-24 07:00:00 -0500","107"
"1155","25-06-24 07:05:00 -0500","142"
"1156","25-06-24 07:10:00 -0500","106"
"1157","25-06-24 07:15:00 -0500","107"
"1158","25-06-24 07:20:00 -0500","151"
"1159","25-06-24 07:25:00 -0500","183"
"1160","25-06-24 07:30:00 -0500","227"
"1161","25-06-24 07:35:00 -0500","244"
"1162","25-06-24 07:40:00 -0500","231"
"1163","25-06-24 07:45:00 -0500","261"
"1164","25-06-24 07:50:00 -0500","239"
"1165","25-06-24 07:55:00 -0500","251"
"1166","25-06-24 08:00:00 -0500","266"
"1167","25-06-24 08:05:00 -0500","274"
"1168","25-06-24 08:10:00 -0500","304"
"1169","25-06-24 08:15:00 -0500","263"
"1170","25-06-24 08:20:00 -0500","329"
"1171","25-06-24 08:25:00 -0500","274"
"1172","25-06-24 08:30:00 -0500","331"
"1173","25-06-24 08:35:00 -0500","289"
"1174","25-06-24 08:40:00 -0500","372"
"1175","25-06-24 08:45:00 -0500","397"
"1176","25-06-24 08:50:00 -0500","444"
"1177","25-06-24 08:55:00 -0500","477"
"1178","25-06-24 09:00:00 -0500","494"
"1179","25-06-24 09:05:00 -0500","477"
"1180","25-06-24 09:10:00 -0500","462"
"1181","25-06-24 09:15:00 -0500","484"
"1182","25-06-24 09:20:00 -0500","502"
"1183","25-06-24 09:25:00 -0500","528"
"1184","25-06-24 09:30:00 -0500","531"
"1185","25-06-24 09:35:00 -0500","559"
"1186","25-06-24 09:40:00 -0500","571"
"1187","25-06-24 09:45:00 -0500","559"
"1188","25-06-24 09:50:00 -0500","564"
"1189","25-06-24 09:55:00 -0500","573"
"1190","25-06-24 10:00:00 -0500","569"
"1191","25-06-24 10:05:00 -0500","582"
"1192","25-06-24 10:10:00 -0500","608"
"1193","25-06-24 10:15:00 -0500","598"
"1194","25-06-24 10:20:00 -0500","611"
"1195","25-06-24 10:25:00 -0500","598"
"1196","25-06-24 10:30:00 -0500","598"
"1197","25-06-24 10:35:00 -0500","574"
"1198","25-06-24 10:40:00 -0500","587"
"1199","25-06-24 10:45:00 -0500","593"
"1200","25-06-24 10:50:00 -0500","627"
"1201","25-06-24 10:55:00 -0500","621"
"1202","25-06-24 11:00:00 -0500","643"
"1203","25-06-24 11:05:00 -0500","652"
"1204","25-06-24 11:10:00 -0500","668"
"1205","25-06-24 11:15:00 -0500","677"
"1206","25-06-24 11:20:00 -0500","698"
"1207","25-06-24 11:25:00 -0500","704"
"1208","25-06-24 11:30:00 -0500","719"
"1209","25-06-24 11:35:00 -0500","692"
"1210","25-06-24 11:40:00 -0500","699"
"1211","25-06-24 11:45:00 -0500","693"
"1212","25-06-24 11:50:00 -0500","678"
"1213","25-06-24 11:55:00 -0500","678"
"1214","25-06-24 12:00:00 -0500","704"
"1215","25-06-24 12:05:00 -0500","713"
