Line#,Date,"Solar Radiation (S-LIB 21559981:22047692-1),W/m²,21559981","Temperature (S-THC 21559981:22071558-1),°C,21559981","RH (S-THC 21559981:22071558-2),%,21559981"
5407,25-07-08 23:50:00 -0500,1,-6.142,67.602
5408,25-07-08 23:55:00 -0500,1,-5.82,66.891
5409,25-07-09 00:00:00 -0500,1,-6.056,67.367
5410,25-07-09 00:05:00 -0500,1,-6.378,68.724
5411,25-07-09 00:10:00 -0500,1,-6.378,67.848
5412,25-07-09 00:15:00 -0500,1,-6.528,67.912
5413,25-07-09 00:20:00 -0500,1,-6.464,69.834
5414,25-07-09 00:25:00 -0500,1,-5.627,67.614
5415,25-07-09 00:30:00 -0500,1,-6.142,69.061
5416,25-07-09 00:35:00 -0500,1,-6.356,70.134
5417,25-07-09 00:40:00 -0500,1,-6.657,71.414
5418,25-07-09 00:45:00 -0500,1,-6.85,72.514
5419,25-07-09 00:50:00 -0500,1,-7.193,73.48
5420,25-07-09 00:55:00 -0500,1,-6.914,72.573
5421,25-07-09 01:00:00 -0500,1,-7.643,74.514
5422,25-07-09 01:05:00 -0500,1,-7.45,73.396
5423,25-07-09 01:10:00 -0500,1,-7.515,73.553
5424,25-07-09 01:15:00 -0500,1,-7.686,73.887
5425,25-07-09 01:20:00 -0500,1,-7.6,74.661
5426,25-07-09 01:25:00 -0500,1,-7.322,73.167
5427,25-07-09 01:30:00 -0500,1,-7.665,73.173
5428,25-07-09 01:35:00 -0500,1,-8.072,76.442
5429,25-07-09 01:40:00 -0500,1,-7.836,75.235
5430,25-07-09 01:45:00 -0500,1,-7.364,72.943
5431,25-07-09 01:50:00 -0500,1,-7.343,73.501
5432,25-07-09 01:55:00 -0500,1,-7.493,73.918
5433,25-07-09 02:00:00 -0500,1,-7.901,75.677
5434,25-07-09 02:05:00 -0500,1,-8.179,76.309
5435,25-07-09 02:10:00 -0500,1,-8.265,75.988
5436,25-07-09 02:15:00 -0500,1,-8.179,74.897
5437,25-07-09 02:20:00 -0500,1,-8.48,78.755
5438,25-07-09 02:25:00 -0500,1,-8.801,80.174
5439,25-07-09 02:30:00 -0500,1,-9.102,82.298
5440,25-07-09 02:35:00 -0500,1,-9.316,82.168
5441,25-07-09 02:40:00 -0500,1,-9.252,82.783
5442,25-07-09 02:45:00 -0500,1,-9.895,83.487
5443,25-07-09 02:50:00 -0500,1,-9.874,84.198
5444,25-07-09 02:55:00 -0500,1,-9.037,81.157
5445,25-07-09 03:00:00 -0500,1,-9.23,81.355
5446,25-07-09 03:05:00 -0500,1,-8.952,80.255
5447,25-07-09 03:10:00 -0500,1,-9.08,82.509
5448,25-07-09 03:15:00 -0500,1,-9.123,83.305
5449,25-07-09 03:20:00 -0500,1,-9.016,83.41
5450,25-07-09 03:25:00 -0500,1,-9.123,83.519
5451,25-07-09 03:30:00 -0500,1,-8.994,83.052
5452,25-07-09 03:35:00 -0500,1,-9.466,84.179
5453,25-07-09 03:40:00 -0500,1,-9.402,85.054
5454,25-07-09 03:45:00 -0500,1,-9.273,85.194
5455,25-07-09 03:50:00 -0500,1,-9.209,84.668
5456,25-07-09 03:55:00 -0500,1,-9.209,84.875
5457,25-07-09 04:00:00 -0500,1,-9.745,86.343
5458,25-07-09 04:05:00 -0500,1,-9.252,85.342
5459,25-07-09 04:10:00 -0500,1,-9.166,84.265
5460,25-07-09 04:15:00 -0500,1,-9.338,84.608
5461,25-07-09 04:20:00 -0500,1,-9.466,85.881
5462,25-07-09 04:25:00 -0500,1,-9.445,86.12
5463,25-07-09 04:30:00 -0500,1,-10.024,87.597
5464,25-07-09 04:35:00 -0500,1,-10.474,89.68
5465,25-07-09 04:40:00 -0500,1,-10.41,87.836
5466,25-07-09 04:45:00 -0500,1,-10.324,87.713
5467,25-07-09 04:50:00 -0500,1,-10.389,88.611
5468,25-07-09 04:55:00 -0500,1,-10.324,89.096
5469,25-07-09 05:00:00 -0500,1,-10.839,91.305
5470,25-07-09 05:05:00 -0500,1,-11.44,93.581
5471,25-07-09 05:10:00 -0500,1,-11.011,93.846
5472,25-07-09 05:15:00 -0500,1,-11.011,93.66
5473,25-07-09 05:20:00 -0500,1,-10.882,92.95
5474,25-07-09 05:25:00 -0500,1,-10.753,92.262
5475,25-07-09 05:30:00 -0500,1,-11.032,93.216
5476,25-07-09 05:35:00 -0500,1,-11.075,92.383
5477,25-07-09 05:40:00 -0500,1,-11.161,92.964
5478,25-07-09 05:45:00 -0500,1,-11.225,92.927
5479,25-07-09 05:50:00 -0500,1,-10.517,91.182
5480,25-07-09 05:55:00 -0500,1,-10.839,92.213
5481,25-07-09 06:00:00 -0500,1,-10.903,91.85
5482,25-07-09 06:05:00 -0500,2,-11.032,92.213
5483,25-07-09 06:10:00 -0500,3,-10.818,91.965
5484,25-07-09 06:15:00 -0500,6,-10.71,91.324
5485,25-07-09 06:20:00 -0500,8,-10.453,90.047
5486,25-07-09 06:25:00 -0500,11,-10.196,89.245
5487,25-07-09 06:30:00 -0500,13,-10.517,89.622
5488,25-07-09 06:35:00 -0500,31,-10.217,89.572
5489,25-07-09 06:40:00 -0500,82,-8.587,86.812
5490,25-07-09 06:45:00 -0500,102,-7.429,81.422
5491,25-07-09 06:50:00 -0500,118,-2.024,62.058
5492,25-07-09 06:55:00 -0500,134,2.33,45.261
5493,25-07-09 07:00:00 -0500,151,3.96,39.307
5494,25-07-09 07:05:00 -0500,167,4.282,39.005
5495,25-07-09 07:10:00 -0500,184,5.097,37.438
5496,25-07-09 07:15:00 -0500,201,6.427,35.784
5497,25-07-09 07:20:00 -0500,217,6.941,34.289
5498,25-07-09 07:25:00 -0500,234,7.756,32.137
5499,25-07-09 07:30:00 -0500,251,8.185,32.584
5500,25-07-09 07:35:00 -0500,267,11.188,28.048
5501,25-07-09 07:40:00 -0500,286,12.389,27.198
5502,25-07-09 07:45:00 -0500,301,14.019,23.667
5503,25-07-09 07:50:00 -0500,319,13.333,27.271
5504,25-07-09 07:55:00 -0500,336,13.633,26.346
5505,25-07-09 08:00:00 -0500,353,14.362,25.151
5506,25-07-09 08:05:00 -0500,369,14.47,24.923
5507,25-07-09 08:10:00 -0500,386,15.22,23.909
5508,25-07-09 08:15:00 -0500,401,15.435,23.911
5509,25-07-09 08:20:00 -0500,417,16.571,22.373
5510,25-07-09 08:25:00 -0500,432,17.794,22.234
5511,25-07-09 08:30:00 -0500,448,20.389,20.71
5512,25-07-09 08:35:00 -0500,463,22.191,18.636
5513,25-07-09 08:40:00 -0500,477,18.845,20.764
5514,25-07-09 08:45:00 -0500,492,19.853,20.134
5515,25-07-09 08:50:00 -0500,507,21.097,19.313
5516,25-07-09 08:55:00 -0500,519,19.295,19.638
5517,25-07-09 09:00:00 -0500,534,19.81,20.116
5518,25-07-09 09:05:00 -0500,544,20.775,19.249
5519,25-07-09 09:10:00 -0500,558,22.727,18.541
5520,25-07-09 09:15:00 -0500,573,22.577,17.807
5521,25-07-09 09:20:00 -0500,583,22.641,16.951
5522,25-07-09 09:25:00 -0500,597,25.472,15.621
5523,25-07-09 09:30:00 -0500,607,24.4,18.289
5524,25-07-09 09:35:00 -0500,618,23.306,17.104
5525,25-07-09 09:40:00 -0500,626,24.164,16.934
5526,25-07-09 09:45:00 -0500,636,25.515,15.999
5527,25-07-09 09:50:00 -0500,648,23.585,17.411
5528,25-07-09 09:55:00 -0500,658,23.435,16.587
5529,25-07-09 10:00:00 -0500,667,25.944,15.236
5530,25-07-09 10:05:00 -0500,676,26.716,15.067
5531,25-07-09 10:10:00 -0500,683,27.896,13.477
5532,25-07-09 10:15:00 -0500,692,26.051,14.994
5533,25-07-09 10:20:00 -0500,699,25.172,16.06
5534,25-07-09 10:25:00 -0500,704,29.183,13.161
5535,25-07-09 10:30:00 -0500,712,23.585,17.313
5536,25-07-09 10:35:00 -0500,717,24.958,15.63
5537,25-07-09 10:40:00 -0500,724,29.247,14.147
5538,25-07-09 10:45:00 -0500,674,29.183,13.698
5539,25-07-09 10:50:00 -0500,734,28.11,13.739
5540,25-07-09 10:55:00 -0500,737,26.202,14.868
5541,25-07-09 11:00:00 -0500,743,26.631,14.737
5542,25-07-09 11:05:00 -0500,746,25.322,15.259
5543,25-07-09 11:10:00 -0500,746,23.842,16.623
5544,25-07-09 11:15:00 -0500,751,24.185,15.367
5545,25-07-09 11:20:00 -0500,753,28.732,14.046
5546,25-07-09 11:25:00 -0500,756,27.295,14.678
5547,25-07-09 11:30:00 -0500,758,27.124,14.444
5548,25-07-09 11:35:00 -0500,759,25.086,15.108
5549,25-07-09 11:40:00 -0500,756,27.467,14.044
5550,25-07-09 11:45:00 -0500,754,26.909,14.147
5551,25-07-09 11:50:00 -0500,754,29.312,13.889
5552,25-07-09 11:55:00 -0500,757,29.161,12.709
5553,25-07-09 12:00:00 -0500,753,27.574,12.3
5554,25-07-09 12:05:00 -0500,752,28.84,12.728
5555,25-07-09 12:10:00 -0500,751,25.065,15.308
5556,25-07-09 12:15:00 -0500,747,26.073,13.259
5557,25-07-09 12:20:00 -0500,744,26.609,15.113
5558,25-07-09 12:25:00 -0500,739,26.116,13.875
5559,25-07-09 12:30:00 -0500,737,29.14,12.992
5560,25-07-09 12:35:00 -0500,727,26.738,13.271
5561,25-07-09 12:40:00 -0500,726,27.145,12.416
5562,25-07-09 12:45:00 -0500,719,27.102,12.813
5563,25-07-09 12:50:00 -0500,711,28.132,13.605
5564,25-07-09 12:55:00 -0500,707,29.44,12.041
5565,25-07-09 13:00:00 -0500,702,30.405,11.666
5566,25-07-09 13:05:00 -0500,694,30.963,12.547
5567,25-07-09 13:10:00 -0500,693,29.204,13.3
5568,25-07-09 13:15:00 -0500,682,29.247,12.393
5569,25-07-09 13:20:00 -0500,671,28.775,12.364
5570,25-07-09 13:25:00 -0500,661,29.676,12.966
5571,25-07-09 13:30:00 -0500,651,29.998,13.079
5572,25-07-09 13:35:00 -0500,638,29.376,12.265
5573,25-07-09 13:40:00 -0500,633,29.998,11.843
5574,25-07-09 13:45:00 -0500,618,31.864,11.124
5575,25-07-09 13:50:00 -0500,611,30.47,11.061
5576,25-07-09 13:55:00 -0500,598,29.869,11.226
5577,25-07-09 14:00:00 -0500,589,30.92,10.689
5578,25-07-09 14:05:00 -0500,578,29.269,10.263
5579,25-07-09 14:10:00 -0500,568,28.025,11.597
5580,25-07-09 14:15:00 -0500,556,27.403,11.153
5581,25-07-09 14:20:00 -0500,538,27.574,10.814
5582,25-07-09 14:25:00 -0500,532,30.448,10.13
5583,25-07-09 14:30:00 -0500,519,31.006,10.542
5584,25-07-09 14:35:00 -0500,504,28.325,10.59
5585,25-07-09 14:40:00 -0500,489,29.462,11.408
5586,25-07-09 14:45:00 -0500,474,30.899,9.407
5587,25-07-09 14:50:00 -0500,463,30.041,9.702
5588,25-07-09 14:55:00 -0500,448,28.175,10.114
5589,25-07-09 15:00:00 -0500,432,29.011,8.537
5590,25-07-09 15:05:00 -0500,417,28.518,9.683
5591,25-07-09 15:10:00 -0500,399,28.539,9.67
5592,25-07-09 15:15:00 -0500,386,30.32,8.762
5593,25-07-09 15:20:00 -0500,372,29.891,8.45
5594,25-07-09 15:25:00 -0500,356,30.341,8.652
5595,25-07-09 15:30:00 -0500,339,29.719,8.615
5596,25-07-09 15:35:00 -0500,323,29.762,8.919
5597,25-07-09 15:40:00 -0500,307,28.282,9.418
5598,25-07-09 15:45:00 -0500,291,29.59,8.867
5599,25-07-09 15:50:00 -0500,276,29.505,8.345
5600,25-07-09 15:55:00 -0500,259,26.952,8.846
5601,25-07-09 16:00:00 -0500,242,26.845,8.818
5602,25-07-09 16:05:00 -0500,227,25.987,8.505
5603,25-07-09 16:10:00 -0500,209,24.786,9.363
5604,25-07-09 16:15:00 -0500,193,24.529,9.924
5605,25-07-09 16:20:00 -0500,177,24.593,9.737
5606,25-07-09 16:25:00 -0500,162,24.765,9.619
5607,25-07-09 16:30:00 -0500,147,25.622,9.599
5608,25-07-09 16:35:00 -0500,133,22.77,9.706
5609,25-07-09 16:40:00 -0500,114,23.263,9.279
5610,25-07-09 16:45:00 -0500,93,22.362,9.155
5611,25-07-09 16:50:00 -0500,72,24.85,8.75
5612,25-07-09 16:55:00 -0500,53,22.899,9.718
5613,25-07-09 17:00:00 -0500,37,21.29,10.571
5614,25-07-09 17:05:00 -0500,22,18.909,12.164
5615,25-07-09 17:10:00 -0500,13,14.277,14.527
5616,25-07-09 17:15:00 -0500,11,11.209,17.418
5617,25-07-09 17:20:00 -0500,9,9.644,21.503
5618,25-07-09 17:25:00 -0500,7,7.392,24.724
5619,25-07-09 17:30:00 -0500,4,6.555,24.973
5620,25-07-09 17:35:00 -0500,2,5.633,25.699
5621,25-07-09 17:40:00 -0500,1,4.732,26.427
5622,25-07-09 17:45:00 -0500,1,4.925,23.809
5623,25-07-09 17:50:00 -0500,1,6.041,22.252
5624,25-07-09 17:55:00 -0500,1,5.89,24.199
5625,25-07-09 18:00:00 -0500,1,4.604,26.967
5626,25-07-09 18:05:00 -0500,1,5.461,25.49
5627,25-07-09 18:10:00 -0500,1,4.453,27.274
5628,25-07-09 18:15:00 -0500,1,3.982,28.574
5629,25-07-09 18:20:00 -0500,1,3.681,28.878
5630,25-07-09 18:25:00 -0500,1,3.167,31.844
5631,25-07-09 18:30:00 -0500,1,3.188,32.389
5632,25-07-09 18:35:00 -0500,1,2.63,33.504
5633,25-07-09 18:40:00 -0500,1,2.373,34.557
5634,25-07-09 18:45:00 -0500,1,1.687,37.704
5635,25-07-09 18:50:00 -0500,1,1.279,38.312
5636,25-07-09 18:55:00 -0500,1,0.936,40.017
5637,25-07-09 19:00:00 -0500,1,0.936,38.392
5638,25-07-09 19:05:00 -0500,1,0.7,39.001
5639,25-07-09 19:10:00 -0500,1,-0.415,43.505
5640,25-07-09 19:15:00 -0500,1,0.657,38.587
5641,25-07-09 19:20:00 -0500,1,0.55,38.428
5642,25-07-09 19:25:00 -0500,1,-0.158,42.924
5643,25-07-09 19:30:00 -0500,1,-0.93,43.67
5644,25-07-09 19:35:00 -0500,1,-0.329,41.118
5645,25-07-09 19:40:00 -0500,1,-0.094,38.57
5646,25-07-09 19:45:00 -0500,1,-0.308,39.759
5647,25-07-09 19:50:00 -0500,1,-1.531,45.962
5648,25-07-09 19:55:00 -0500,1,-1.831,47.289
5649,25-07-09 20:00:00 -0500,1,-0.48,41.541
5650,25-07-09 20:05:00 -0500,1,-1.488,44.414
5651,25-07-09 20:10:00 -0500,1,-1.273,43.902
5652,25-07-09 20:15:00 -0500,1,-1.316,44.318
5653,25-07-09 20:20:00 -0500,1,-1.616,45.473
5654,25-07-09 20:25:00 -0500,1,-0.801,42.306
5655,25-07-09 20:30:00 -0500,1,-1.509,43.848
5656,25-07-09 20:35:00 -0500,1,-2.388,49.267
5657,25-07-09 20:40:00 -0500,1,-2.539,47.337
5658,25-07-09 20:45:00 -0500,1,-2.217,46.749
5659,25-07-09 20:50:00 -0500,1,-2.303,48.408
5660,25-07-09 20:55:00 -0500,1,-2.539,53.256
5661,25-07-09 21:00:00 -0500,1,-2.925,50.018
5662,25-07-09 21:05:00 -0500,1,-2.732,48.594
5663,25-07-09 21:10:00 -0500,1,-2.431,47.153
5664,25-07-09 21:15:00 -0500,1,-2.067,47.436
5665,25-07-09 21:20:00 -0500,1,-1.145,42.2
5666,25-07-09 21:25:00 -0500,1,-1.895,43.239
5667,25-07-09 21:30:00 -0500,1,-2.346,46.343
5668,25-07-09 21:35:00 -0500,1,-3.182,50.182
5669,25-07-09 21:40:00 -0500,1,-3.461,50.811
5670,25-07-09 21:45:00 -0500,1,-3.161,50.567
5671,25-07-09 21:50:00 -0500,1,-3.311,51.859
5672,25-07-09 21:55:00 -0500,1,-3.826,55.749
5673,25-07-09 22:00:00 -0500,1,-4.104,56.6
5674,25-07-09 22:05:00 -0500,1,-3.761,56.55
5675,25-07-09 22:10:00 -0500,1,-3.761,55.369
5676,25-07-09 22:15:00 -0500,1,-4.426,59.033
5677,25-07-09 22:20:00 -0500,1,-4.769,61.672
5678,25-07-09 22:25:00 -0500,1,-4.19,58.639
5679,25-07-09 22:30:00 -0500,1,-3.933,56.368
5680,25-07-09 22:35:00 -0500,1,-4.555,56.89
5681,25-07-09 22:40:00 -0500,1,-4.04,55.181
5682,25-07-09 22:45:00 -0500,1,-4.019,53.78
5683,25-07-09 22:50:00 -0500,1,-4.297,54.508
5684,25-07-09 22:55:00 -0500,1,-4.855,57.934
5685,25-07-09 23:00:00 -0500,1,-5.112,58.35
5686,25-07-09 23:05:00 -0500,1,-4.447,58.035
5687,25-07-09 23:10:00 -0500,1,-4.147,57.362
5688,25-07-09 23:15:00 -0500,1,-4.276,58.248
5689,25-07-09 23:20:00 -0500,1,-4.233,59.953
5690,25-07-09 23:25:00 -0500,1,-4.984,63.265
5691,25-07-09 23:30:00 -0500,1,-5.069,64.117
5692,25-07-09 23:35:00 -0500,1,-4.533,61.695
5693,25-07-09 23:40:00 -0500,1,-5.027,62.373
5694,25-07-09 23:45:00 -0500,1,-5.67,64.808
5695,25-07-09 23:50:00 -0500,1,-6.12,67.657
5696,25-07-09 23:55:00 -0500,1,-5.713,66.387
5697,25-07-10 00:00:00 -0500,1,-5.992,66.891
5698,25-07-10 00:05:00 -0500,1,-6.485,68.141
5699,25-07-10 00:10:00 -0500,1,-6.442,68.901
5700,25-07-10 00:15:00 -0500,1,-6.313,69.383
5701,25-07-10 00:20:00 -0500,1,-6.271,69.117
5702,25-07-10 00:25:00 -0500,1,-6.893,70.224
5703,25-07-10 00:30:00 -0500,1,-6.893,70.448
5704,25-07-10 00:35:00 -0500,1,-6.7,69.935
5705,25-07-10 00:40:00 -0500,1,-6.271,69.088
5706,25-07-10 00:45:00 -0500,1,-5.97,66.645
5707,25-07-10 00:50:00 -0500,1,-6.485,69.253
5708,25-07-10 00:55:00 -0500,1,-6.785,70.559
5709,25-07-10 01:00:00 -0500,1,-7.407,72.004
5710,25-07-10 01:05:00 -0500,1,-6.893,70.054
5711,25-07-10 01:10:00 -0500,1,-6.957,71.94
5712,25-07-10 01:15:00 -0500,1,-6.442,68.983
5713,25-07-10 01:20:00 -0500,1,-7.193,71.341
5714,25-07-10 01:25:00 -0500,1,-7.407,72.473
5715,25-07-10 01:30:00 -0500,1,-7,72.569
5716,25-07-10 01:35:00 -0500,1,-7.515,74.556
5717,25-07-10 01:40:00 -0500,1,-7.472,74.798
5718,25-07-10 01:45:00 -0500,1,-7.622,75.416
5719,25-07-10 01:50:00 -0500,1,-7.557,74.435
5720,25-07-10 01:55:00 -0500,1,-7.107,72.105
5721,25-07-10 02:00:00 -0500,1,-7.579,74.847
5722,25-07-10 02:05:00 -0500,1,-7.836,76.159
5723,25-07-10 02:10:00 -0500,1,-7.75,76.309
5724,25-07-10 02:15:00 -0500,1,-7.729,76.031
5725,25-07-10 02:20:00 -0500,1,-7.986,78.172
5726,25-07-10 02:25:00 -0500,1,-8.415,79.239
5727,25-07-10 02:30:00 -0500,1,-8.608,81.289
5728,25-07-10 02:35:00 -0500,1,-8.587,82.452
5729,25-07-10 02:40:00 -0500,1,-8.222,80.873
5730,25-07-10 02:45:00 -0500,1,-8.265,80.174
5731,25-07-10 02:50:00 -0500,1,-8.608,81.23
5732,25-07-10 02:55:00 -0500,1,-8.887,82.933
5733,25-07-10 03:00:00 -0500,1,-8.844,81.939
5734,25-07-10 03:05:00 -0500,1,-8.823,82.747
5735,25-07-10 03:10:00 -0500,1,-9.187,84.544
5736,25-07-10 03:15:00 -0500,1,-9.102,85.272
5737,25-07-10 03:20:00 -0500,1,-8.694,82.42
5738,25-07-10 03:25:00 -0500,1,-9.252,84.393
5739,25-07-10 03:30:00 -0500,1,-8.866,84.111
5740,25-07-10 03:35:00 -0500,1,-8.909,83.96
5741,25-07-10 03:40:00 -0500,1,-9.166,85.295
5742,25-07-10 03:45:00 -0500,1,-9.381,86.18
5743,25-07-10 03:50:00 -0500,1,-9.016,84.61
5744,25-07-10 03:55:00 -0500,1,-9.123,85.04
5745,25-07-10 04:00:00 -0500,1,-9.187,85.315
5746,25-07-10 04:05:00 -0500,1,-8.93,84.292
5747,25-07-10 04:10:00 -0500,1,-9.381,85.745
5748,25-07-10 04:15:00 -0500,1,-9.423,85.91
5749,25-07-10 04:20:00 -0500,1,-9.252,85.551
5750,25-07-10 04:25:00 -0500,1,-9.08,84.906
5751,25-07-10 04:30:00 -0500,1,-9.381,85.51
5752,25-07-10 04:35:00 -0500,1,-10.024,87.311
5753,25-07-10 04:40:00 -0500,1,-10.024,86.583
5754,25-07-10 04:45:00 -0500,1,-10.324,88.412
5755,25-07-10 04:50:00 -0500,1,-10.174,89.499
5756,25-07-10 04:55:00 -0500,1,-10.367,90.071
5757,25-07-10 05:00:00 -0500,1,-10.002,88.19
5758,25-07-10 05:05:00 -0500,1,-10.303,89.622
5759,25-07-10 05:10:00 -0500,1,-10.303,89.815
5760,25-07-10 05:15:00 -0500,1,-10.496,89.934
5761,25-07-10 05:20:00 -0500,1,-10.431,90.35
5762,25-07-10 05:25:00 -0500,1,-10.582,89.593
5763,25-07-10 05:30:00 -0500,1,-10.732,91.543
5764,25-07-10 05:35:00 -0500,1,-10.882,91.617
5765,25-07-10 05:40:00 -0500,1,-11.118,91.733
5766,25-07-10 05:45:00 -0500,1,-10.646,91.498
5767,25-07-10 05:50:00 -0500,1,-10.818,90.62
5768,25-07-10 05:55:00 -0500,1,-10.689,91.11
5769,25-07-10 06:00:00 -0500,1,-10.217,88.659
5770,25-07-10 06:05:00 -0500,2,-10.753,89.796
5771,25-07-10 06:10:00 -0500,3,-10.41,88.917
5772,25-07-10 06:15:00 -0500,6,-10.324,90.207
5773,25-07-10 06:20:00 -0500,8,-10.496,88.925
5774,25-07-10 06:25:00 -0500,11,-10.496,89.644
5775,25-07-10 06:30:00 -0500,14,-10.002,87.565
5776,25-07-10 06:35:00 -0500,32,-9.359,84.857
5777,25-07-10 06:40:00 -0500,83,-8.244,83.635
5778,25-07-10 06:45:00 -0500,102,-7.407,79.907
5779,25-07-10 06:50:00 -0500,119,-2.045,62.782
5780,25-07-10 06:55:00 -0500,134,1.88,46.155
5781,25-07-10 07:00:00 -0500,151,3.553,40.148
5782,25-07-10 07:05:00 -0500,167,4.797,36.82
5783,25-07-10 07:10:00 -0500,184,5.44,35.758
5784,25-07-10 07:15:00 -0500,203,6.834,33.239
5785,25-07-10 07:20:00 -0500,218,7.563,33.689
5786,25-07-10 07:25:00 -0500,236,8.335,32.11
5787,25-07-10 07:30:00 -0500,252,9.386,29.454
5788,25-07-10 07:35:00 -0500,269,10.18,28.405
5789,25-07-10 07:40:00 -0500,287,11.51,28.434
5790,25-07-10 07:45:00 -0500,303,12.775,26.807
5791,25-07-10 07:50:00 -0500,319,13.59,26.491
5792,25-07-10 07:55:00 -0500,337,16.121,22.618
5793,25-07-10 08:00:00 -0500,353,17.151,22.889
5794,25-07-10 08:05:00 -0500,371,15.092,24.611
5795,25-07-10 08:10:00 -0500,388,16.443,21.553
5796,25-07-10 08:15:00 -0500,403,16.571,21.302
5797,25-07-10 08:20:00 -0500,418,16.421,21.831
5798,25-07-10 08:25:00 -0500,434,18.33,20.11
5799,25-07-10 08:30:00 -0500,448,21.14,18.596
5800,25-07-10 08:35:00 -0500,463,19.639,20.624
5801,25-07-10 08:40:00 -0500,477,20.947,19.396
5802,25-07-10 08:45:00 -0500,494,20.518,19.1
5803,25-07-10 08:50:00 -0500,508,21.955,18.752
5804,25-07-10 08:55:00 -0500,521,22.92,17.766
5805,25-07-10 09:00:00 -0500,537,22.169,19.278
5806,25-07-10 09:05:00 -0500,549,23.95,17.281
5807,25-07-10 09:10:00 -0500,562,21.504,19.442
5808,25-07-10 09:15:00 -0500,574,22.277,17.441
5809,25-07-10 09:20:00 -0500,586,25.515,15.392
5810,25-07-10 09:25:00 -0500,599,24.743,16.283
5811,25-07-10 09:30:00 -0500,608,22.834,17.853
5812,25-07-10 09:35:00 -0500,622,23.992,15.912
5813,25-07-10 09:40:00 -0500,631,25.172,15.158
5814,25-07-10 09:45:00 -0500,642,26.673,15.2
5815,25-07-10 09:50:00 -0500,649,25.515,14.154
5816,25-07-10 09:55:00 -0500,657,25.086,15.335
5817,25-07-10 10:00:00 -0500,667,26.673,13.765
5818,25-07-10 10:05:00 -0500,673,28.496,14.362
5819,25-07-10 10:10:00 -0500,683,22.191,18.216
5820,25-07-10 10:15:00 -0500,692,23.135,17.482
5821,25-07-10 10:20:00 -0500,701,23.757,17.566
5822,25-07-10 10:25:00 -0500,704,20.904,18.988
5823,25-07-10 10:30:00 -0500,713,23.864,17.079
5824,25-07-10 10:35:00 -0500,719,22.663,17.505
5825,25-07-10 10:40:00 -0500,706,28.089,15.587
5826,25-07-10 10:45:00 -0500,626,26.48,14.852
5827,25-07-10 10:50:00 -0500,736,24.421,15.721
5828,25-07-10 10:55:00 -0500,739,24.185,16.431
5829,25-07-10 11:00:00 -0500,746,23.435,17.556
5830,25-07-10 11:05:00 -0500,746,25.022,16.976
5831,25-07-10 11:10:00 -0500,751,22.856,16.825
5832,25-07-10 11:15:00 -0500,753,25.901,13.996
5833,25-07-10 11:20:00 -0500,753,23.263,16.445
5834,25-07-10 11:25:00 -0500,754,24.443,16.184
5835,25-07-10 11:30:00 -0500,758,27.081,15.633
5836,25-07-10 11:35:00 -0500,754,26.202,14.911
5837,25-07-10 11:40:00 -0500,758,28.818,13.872
5838,25-07-10 11:45:00 -0500,757,25.236,14.182
5839,25-07-10 11:50:00 -0500,756,24.807,15.596
5840,25-07-10 11:55:00 -0500,758,27.446,13.826
5841,25-07-10 12:00:00 -0500,756,26.051,13.902
5842,25-07-10 12:05:00 -0500,758,27.188,13.216
5843,25-07-10 12:10:00 -0500,752,27.703,13.179
5844,25-07-10 12:15:00 -0500,748,25.065,13.655
5845,25-07-10 12:20:00 -0500,747,28.582,12.163
5846,25-07-10 12:25:00 -0500,747,30.019,11.563
5847,25-07-10 12:30:00 -0500,743,29.204,10.814
5848,25-07-10 12:35:00 -0500,739,26.437,11.586
5849,25-07-10 12:40:00 -0500,733,26.523,11.968
5850,25-07-10 12:45:00 -0500,724,25.944,11.994
5851,25-07-10 12:50:00 -0500,718,28.475,10.594
5852,25-07-10 12:55:00 -0500,714,30.041,11.032
5853,25-07-10 13:00:00 -0500,706,30.105,10.755
5854,25-07-10 13:05:00 -0500,703,28.411,9.938
5855,25-07-10 13:10:00 -0500,691,27.081,11.71
5856,25-07-10 13:15:00 -0500,683,31.328,9.972
5857,25-07-10 13:20:00 -0500,676,28.947,10.79
5858,25-07-10 13:25:00 -0500,664,27.639,11.185
5859,25-07-10 13:30:00 -0500,656,25.472,12.021
5860,25-07-10 13:35:00 -0500,642,26.159,13.916
5861,25-07-10 13:40:00 -0500,633,29.505,12.073
5862,25-07-10 13:45:00 -0500,627,29.891,11.096
5863,25-07-10 13:50:00 -0500,617,29.333,10.195
5864,25-07-10 13:55:00 -0500,604,27.789,10.915
5865,25-07-10 14:00:00 -0500,594,27.488,10.794
5866,25-07-10 14:05:00 -0500,581,27.832,9.87
5867,25-07-10 14:10:00 -0500,571,30.169,9.551
5868,25-07-10 14:15:00 -0500,556,30.255,8.771
5869,25-07-10 14:20:00 -0500,543,29.655,9.947
5870,25-07-10 14:25:00 -0500,531,29.826,9.601
5871,25-07-10 14:30:00 -0500,518,28.818,10.32
5872,25-07-10 14:35:00 -0500,504,28.303,10.407
5873,25-07-10 14:40:00 -0500,492,25.472,10.645
5874,25-07-10 14:45:00 -0500,477,26.287,10.356
5875,25-07-10 14:50:00 -0500,462,26.974,10.964
5876,25-07-10 14:55:00 -0500,444,29.569,9.734
5877,25-07-10 15:00:00 -0500,429,30.984,9.729
